Lab,Method,Subject,Subject_Unique,Language,Age,Session,total_trial_n,language_recoded,Native,ADS,IDS,mean_log_lt_ADS,mean_log_lt_IDS,Diff,Prop,binary_pref,Diff_log_lt,Prop_log_lt
babylab-potsdam,HPP,b7139,babylab-potsdam:b7139,German,206,1,16,German,FALSE,12.024625,9.99,2.430194516536,2.191627391255139,-2.034625,0.453789242378646,ADS_preference,-0.238567125280861,0.47419122479830933
babylab-potsdam,HPP,b7139,babylab-potsdam:b7139,German,213,2,13,German,FALSE,5.095,9.621142857142857,1.4949558483169443,2.157162642530067,4.526142857142857,0.653781561550484,IDS_preference,0.6622067942131227,0.5906606392800171
babylab-potsdam,HPP,b7140,babylab-potsdam:b7140,German,191,1,15,German,FALSE,9.610142857142858,10.956,2.1360003945994923,2.2315652152576946,1.3458571428571418,0.5327202128324638,IDS_preference,0.09556482065820227,0.5109402844965307
babylab-potsdam,HPP,b7140,babylab-potsdam:b7140,German,196,2,14,German,FALSE,4.499333333333333,6.942,1.3475018670002692,1.6950268087435956,2.4426666666666668,0.6067474653303812,IDS_preference,0.3475249417433264,0.55711120235512
babylab-potsdam,HPP,b7145,babylab-potsdam:b7145,German,254,1,16,German,FALSE,6.802375,8.510125,1.7513862618981448,2.0127821466813716,1.7077500000000008,0.5557632653061225,IDS_preference,0.26139588478322673,0.5347215980277925
babylab-potsdam,HPP,b7145,babylab-potsdam:b7145,German,263,2,16,German,FALSE,5.814,7.628375,1.704180706213363,1.9207205305724238,1.814375,0.5674871441988488,IDS_preference,0.21653982435906083,0.5298683757451923
babylab-potsdam,HPP,b7146,babylab-potsdam:b7146,German,220,1,16,German,FALSE,7.28475,9.394125,1.835091571871141,2.01410914953806,2.109375000000001,0.5632349304134722,IDS_preference,0.17901757766691917,0.5232538636750256
babylab-potsdam,HPP,b7146,babylab-potsdam:b7146,German,230,2,16,German,FALSE,9.00925,7.024125,1.901748532229191,1.8062778608393986,-1.985125,0.4380939758472561,ADS_preference,-0.09547067138979237,0.4871264843788254
babylab-potsdam,HPP,b7147,babylab-potsdam:b7147,German,210,1,16,German,FALSE,7.555499999999999,7.93075,1.9003445141600972,1.9267695522482422,0.3752500000000003,0.5121155864072968,IDS_preference,0.026425038088145003,0.5034523452436505
babylab-potsdam,HPP,b7147,babylab-potsdam:b7147,German,217,2,16,German,FALSE,8.4225,8.92025,1.8826883280743498,1.9372328309726161,0.4977499999999999,0.5143503769586715,IDS_preference,0.05454450289826629,0.5071394801917685
babylab-potsdam,HPP,b7149,babylab-potsdam:b7149,German,231,1,16,German,FALSE,8.757125,9.138874999999999,2.054857682824592,2.1464329863128824,0.3817499999999985,0.5106657912382654,IDS_preference,0.09157530348829024,0.5108984727194668
babylab-potsdam,HPP,b7149,babylab-potsdam:b7149,German,242,2,15,German,FALSE,4.03475,5.431285714285714,1.2638797379748643,1.523775949550581,1.3965357142857142,0.5737656056050013,IDS_preference,0.25989621157571663,0.5466155509697149
babylab-potsdam,HPP,b7151,babylab-potsdam:b7151,German,232,1,16,German,FALSE,5.98,9.882875,1.5478491332478441,2.145789126316932,3.902875,0.6230191563635218,IDS_preference,0.5979399930690881,0.58094187235589545
babylab-potsdam,HPP,b7151,babylab-potsdam:b7151,German,241,2,14,German,FALSE,7.027666666666667,8.866375,1.8196630424679985,2.018075630779993,1.838708333333333,0.5578426926232839,IDS_preference,0.1984125883119947,0.5258501952849323
babylab-potsdam,HPP,b7155,babylab-potsdam:b7155,German,207,1,16,German,FALSE,12.021125,11.919375,2.3174078345520264,2.392977857538122,-0.10174999999999912,0.4978749399553059,ADS_preference,0.07557002298609561,0.5080216385584938
babylab-potsdam,HPP,b7155,babylab-potsdam:b7155,German,217,2,16,German,FALSE,14.051124999999999,11.490625,2.584634239694747,2.362337111903631,-2.5604999999999993,0.4498761831119637,ADS_preference,-0.2222971277911161,0.4775319976616307
babylab-potsdam,HPP,b7161,babylab-potsdam:b7161,German,209,1,13,German,FALSE,7.367333333333334,7.110714285714286,1.8790071797209187,1.854428974653555,-0.25661904761904797,0.4911376501040985,ADS_preference,-0.024578205067363745,0.49670836676307356
babylab-potsdam,HPP,b7161,babylab-potsdam:b7161,German,222,2,14,German,FALSE,5.775666666666667,8.637875,1.676720294090227,2.071604449591551,2.8622083333333324,0.5992888631928885,IDS_preference,0.39488415550132383,0.5526747523899771
babylab-potsdam,HPP,b7171,babylab-potsdam:b7171,German,205,1,16,German,FALSE,10.735125,12.271875,2.322519627938278,2.420700677935961,1.5367499999999996,0.533397444256096,IDS_preference,0.09818104999768318,0.5103496194216502
babylab-potsdam,HPP,b7171,babylab-potsdam:b7171,German,212,2,14,German,FALSE,4.770428571428572,7.974142857142858,1.4853427542006539,1.8203311932999147,3.2037142857142857,0.6256893691431646,IDS_preference,0.3349884390992608,0.5506687054469704
babylab-potsdam,HPP,b7172,babylab-potsdam:b7172,German,194,1,16,German,FALSE,8.716,10.8695,2.0633427955345254,2.1688216501171866,2.153500000000001,0.5549768961731893,IDS_preference,0.10547885458266126,0.512461573260821
babylab-potsdam,HPP,b7172,babylab-potsdam:b7172,German,205,2,13,German,FALSE,7.259333333333333,4.424571428571428,1.8119036713448071,1.352501392260174,-2.834761904761905,0.37868944661357506,ADS_preference,-0.45940227908463305,0.42741095563769754
babylab-potsdam,HPP,b7184,babylab-potsdam:b7184,German,226,1,16,German,FALSE,3.609,4.70325,1.2214162679978782,1.4734982851311227,1.0942499999999997,0.5658215284670216,IDS_preference,0.2520820171332445,0.5467699461640737
babylab-potsdam,HPP,b7184,babylab-potsdam:b7184,German,261,2,15,German,FALSE,4.943714285714286,3.715625,1.462098876016743,1.2444664896648985,-1.2280892857142858,0.4290887419239756,ADS_preference,-0.21763238635184456,0.45979546825076684
babylab-potsdam,HPP,b7185,babylab-potsdam:b7185,German,213,1,15,German,FALSE,6.195428571428572,6.157,1.630386960578953,1.6858419412563814,-0.0384285714285717,0.498444493274891,ADS_preference,0.05545498067742849,0.5083611509215691
babylab-potsdam,HPP,b7185,babylab-potsdam:b7185,German,220,2,12,German,FALSE,5.193666666666667,5.620833333333334,1.5881198697293952,1.658960039345793,0.4271666666666665,0.5197497187418126,IDS_preference,0.07084016961639783,0.5109082886162438
babyling-oslo,Eyetracking,OS_032,babyling-oslo:OS_032,Norwegian,245,1,15,Norwegian,FALSE,6.667428571428571,5.74575,1.8857477855777882,1.677683843067611,-0.9216785714285711,0.4628749974825143,ADS_preference,-0.20806394251017712,0.47080567775769694
babyling-oslo,Eyetracking,OS_032,babyling-oslo:OS_032,Norwegian,256,2,14,Norwegian,FALSE,4.4245,6.01475,1.469790532297361,1.644492587367847,1.5902500000000002,0.5761668702253514,IDS_preference,0.17470205507048608,0.5280485184483271
brookes-babylab,central fixation,MB_136,brookes-babylab:MB_136,English,295,1,16,English,FALSE,5.43625,9.55875,1.5651419038100134,2.174140272358806,4.1225,0.6374624874958319,IDS_preference,0.6089983685487927,0.5814325236578908
brookes-babylab,central fixation,MB_136,brookes-babylab:MB_136,English,302,2,15,English,FALSE,3.367142857142857,6.76375,1.1797242724686783,1.8217815956591057,3.396607142857143,0.6676361200712108,IDS_preference,0.6420573231904274,0.6069558667214795
brookes-babylab,central fixation,MB_137,brookes-babylab:MB_137,English,252,1,16,English,FALSE,5.86875,8.375,1.669200050595933,2.027888527732701,2.5062499999999996,0.587977182974989,IDS_preference,0.358688477136768,0.5485095866027265
brookes-babylab,central fixation,MB_137,brookes-babylab:MB_137,English,262,2,15,English,FALSE,4.7,9.58375,1.4479240159992226,2.1716526301537513,4.88375,0.6709547562789883,IDS_preference,0.7237286141545287,0.5999742076084692
brookes-babylab,central fixation,MB_138,brookes-babylab:MB_138,English,240,1,15,English,FALSE,3.6685714285714286,9.43,1.2642788005900958,2.0544288272167,5.761428571428571,0.7199258370596575,IDS_preference,0.7901500266266044,0.6190448384193433
brookes-babylab,central fixation,MB_138,brookes-babylab:MB_138,English,247,2,16,English,FALSE,6.35375,12.66375,1.7507430730204003,2.48004248877366,6.3100000000000005,0.665899829104772,IDS_preference,0.7292994157532595,0.5861895982556016
brookes-babylab,central fixation,MB_139,brookes-babylab:MB_139,English,278,1,14,English,FALSE,6.645714285714286,10.098571428571429,1.8079371794819623,2.1112634795080103,3.452857142857143,0.6031055370702157,IDS_preference,0.303326300026048,0.5386974700223972
brookes-babylab,central fixation,MB_139,brookes-babylab:MB_139,English,284,2,16,English,FALSE,7.0062500000000005,10.748750000000001,1.8446797211913528,2.3186603513566935,3.7425000000000006,0.605392847085328,IDS_preference,0.47398063016534064,0.5569231220493663
brookes-babylab,central fixation,MB_140,brookes-babylab:MB_140,English,253,1,15,English,FALSE,4.147142857142857,10.213750000000001,1.3335010665474645,2.064962667229893,6.066607142857144,0.7112197062956194,IDS_preference,0.7314616006824286,0.6076165082199386
brookes-babylab,central fixation,MB_140,brookes-babylab:MB_140,English,261,2,16,English,FALSE,5.65125,8.22625,1.531153559862088,1.9031524762734866,2.575,0.5927760763826337,IDS_preference,0.3719989164113986,0.5541592555376904
brookes-babylab,central fixation,MB_141,brookes-babylab:MB_141,English,260,1,15,English,FALSE,6.5600000000000005,10.354285714285714,1.7593705609898818,2.2153548679862354,3.7942857142857136,0.6121621621621621,IDS_preference,0.4559843069963536,0.5573604787480647
brookes-babylab,central fixation,MB_141,brookes-babylab:MB_141,English,270,2,16,English,FALSE,8.91375,7.4325,1.9131873444268914,1.9149009045709382,-1.4812500000000002,0.45469144299151176,ADS_preference,0.0017135601440467774,0.5002238140858555
brookes-babylab,central fixation,MB_143,brookes-babylab:MB_143,English,287,1,16,English,FALSE,6.955,10.17375,1.871638670595234,2.1767376788054054,3.21875,0.593957527548712,IDS_preference,0.30509900821017144,0.5376816508494006
brookes-babylab,central fixation,MB_143,brookes-babylab:MB_143,English,297,2,14,English,FALSE,6.268571428571429,7.711428571428571,1.5622540673793106,1.820196481274786,1.4428571428571422,0.5516043327202125,IDS_preference,0.25794241389547534,0.538129517369901
brookes-babylab,central fixation,MB_144,brookes-babylab:MB_144,English,216,1,16,English,FALSE,9.28625,11.855,2.1725502317076018,2.3084009454843106,2.5687499999999996,0.5607520841955892,IDS_preference,0.13585071377670888,0.5151586915818444
brookes-babylab,central fixation,MB_144,brookes-babylab:MB_144,English,224,2,15,English,FALSE,12.854285714285714,13.91375,2.4464360734389543,2.571364086624597,1.0594642857142862,0.5197897278870721,IDS_preference,0.1249280131856425,0.51244848431589
brookes-babylab,central fixation,MB_36,brookes-babylab:MB_36,English,217,1,15,English,FALSE,4.17,6.45,1.3147997008443284,1.759701431231719,2.2800000000000002,0.6073446327683616,IDS_preference,0.44490173038739056,0.5723534829351277
brookes-babylab,central fixation,MB_36,brookes-babylab:MB_36,English,229,2,14,English,FALSE,3.4524999999999997,8.321666666666667,1.180515556585194,1.9318811267231228,4.8691666666666675,0.7067733031353953,IDS_preference,0.7513655701379289,0.6207053031137513
brookes-babylab,central fixation,MB_42,brookes-babylab:MB_42,English,228,1,16,English,FALSE,6.81125,10.85375,1.8097956840105929,2.249298696399034,4.0424999999999995,0.6144211718086612,IDS_preference,0.43950301238844114,0.5541380627301511
brookes-babylab,central fixation,MB_42,brookes-babylab:MB_42,English,235,2,16,English,FALSE,4.96,10.838750000000001,1.562920778430566,2.269966724394867,5.878750000000001,0.686051111638579,IDS_preference,0.7070459459643008,0.5922341114164058
brookes-babylab,central fixation,MB_48,brookes-babylab:MB_48,English,269,1,16,English,FALSE,9.6225,10.56875,2.11750049806192,2.1454026878617443,0.9462499999999991,0.5234321797808457,IDS_preference,0.027902189799824395,0.5032726745814871
brookes-babylab,central fixation,MB_48,brookes-babylab:MB_48,English,278,2,14,English,FALSE,5.33,7.475714285714285,1.4230272362771443,1.819807128853816,2.145714285714285,0.5837795626952254,IDS_preference,0.3967798925766717,0.5611779461885418
brookes-babylab,central fixation,MB_50,brookes-babylab:MB_50,English,255,1,16,English,FALSE,5.0725,6.26,1.5012147742358155,1.735472820252561,1.1875,0.5523935583498787,IDS_preference,0.2342580460167456,0.5361879296623582
brookes-babylab,central fixation,MB_50,brookes-babylab:MB_50,English,262,2,15,English,FALSE,4.228571428571429,11.635,1.3085853201614115,2.3279386241596205,7.406428571428571,0.7334413976315908,IDS_preference,1.019353303998209,0.6401549006146487
brookes-babylab,central fixation,MB_63,brookes-babylab:MB_63,English,174,1,15,English,FALSE,4.7371428571428575,8.665,1.4753063599506866,2.104523528947851,3.9278571428571416,0.6465384000426371,IDS_preference,0.6292171689971646,0.5878836688509192
brookes-babylab,central fixation,MB_63,brookes-babylab:MB_63,English,182,2,16,English,FALSE,4.16875,8.055,1.2929020127013162,1.8648349183275157,3.8862499999999995,0.6589630841599345,IDS_preference,0.5719329056261995,0.5905605688691515
brookes-babylab,central fixation,MB_80,brookes-babylab:MB_80,English,270,1,16,English,FALSE,5.78125,6.43625,1.6539076049705281,1.7881241684382991,0.6550000000000002,0.5268058113361981,IDS_preference,0.134216563467771,0.5194967060595796
brookes-babylab,central fixation,MB_80,brookes-babylab:MB_80,English,282,2,16,English,FALSE,7.12625,11.08,1.796122601547576,2.2391457428653547,3.9537500000000003,0.6085822176450395,IDS_preference,0.44302314131777876,0.5548938885230732
brookes-babylab,central fixation,MB_88,brookes-babylab:MB_88,English,259,1,15,English,FALSE,5.414285714285715,4.80375,1.5587679215596855,1.4589332327615048,-0.6105357142857146,0.47012460460320504,ADS_preference,-0.09983468879818069,0.48345848649472417
brookes-babylab,central fixation,MB_88,brookes-babylab:MB_88,English,266,2,16,English,FALSE,4.4075,6.34125,1.4146026764768442,1.7406249237080123,1.9337499999999999,0.5899523200372137,IDS_preference,0.326022247231168,0.551663824063289
InfantCog-UBC,central fixation,AD42,InfantCog-UBC:AD42,English,158,1,16,American English,TRUE,8.3925,10.0975,2.006992508150671,2.2251924977647355,1.705,0.5461060032449973,IDS_preference,0.21819998961406428,0.5257786449917812
InfantCog-UBC,central fixation,AD42,InfantCog-UBC:AD42,English,169,2,16,American English,TRUE,5.69625,6.425,1.6208357250115812,1.680214076071282,0.7287499999999998,0.5300608435598638,IDS_preference,0.059378351059700796,0.5089938587173424
InfantCog-UBC,central fixation,ML23,InfantCog-UBC:ML23,English,135,1,15,American English,TRUE,8.75,8.7825,2.069641218660406,2.0492019994672437,0.03250000000000064,0.5009268501354628,IDS_preference,-0.020439219193162383,0.4975188155859871
InfantCog-UBC,central fixation,ML23,InfantCog-UBC:ML23,English,184,2,15,American English,TRUE,8.05875,10.76142857142857,1.953234265251518,2.2077183776013554,2.702678571428571,0.5718026813925023,IDS_preference,0.25448411234983737,0.5305800298865401
InfantCog-UBC,central fixation,OS32,InfantCog-UBC:OS32,English,104,1,14,American English,TRUE,11.28,9.125714285714286,2.348846192812279,2.0472503676247302,-2.154285714285713,0.4472136656398768,ADS_preference,-0.3015958251875488,0.4656973156707041
InfantCog-UBC,central fixation,OS32,InfantCog-UBC:OS32,English,112,2,13,American English,TRUE,7.6085714285714285,7.101666666666667,1.9370113184127622,1.801008117602389,-0.506904761904762,0.48277034135603647,ADS_preference,-0.1360032008103731,0.48180812016384844
InfantCog-UBC,central fixation,PH39,InfantCog-UBC:PH39,English,116,1,16,American English,TRUE,6.26,7.1775,1.7085927103564678,1.85579396091501,0.9175000000000004,0.5341395348837209,IDS_preference,0.14720125055854227,0.5206488891546148
InfantCog-UBC,central fixation,PH39,InfantCog-UBC:PH39,English,159,2,14,American English,TRUE,13.167142857142856,10.98,2.4942047181642417,2.2976513904196727,-2.187142857142856,0.4547121812695971,ADS_preference,-0.19655332774456902,0.4794908983814777
InfantCog-UBC,central fixation,VM20,InfantCog-UBC:VM20,English,108,1,12,American English,TRUE,6.1033333333333335,8.608333333333334,1.5918544473596232,2.078181319515309,2.505000000000001,0.5851365129715645,IDS_preference,0.48632687215568593,0.5662564213331629
InfantCog-UBC,central fixation,VM20,InfantCog-UBC:VM20,English,113,2,16,American English,TRUE,10.2,8.5825,2.251763500751688,2.020408042545804,-1.6174999999999997,0.45694130174364433,ADS_preference,-0.2313554582058841,0.4729229671770961
infantll-madison,HPP,mb2_007,infantll-madison:mb2_007,English,225,1,16,American English,TRUE,5.458,5.5815,1.6320142848251282,1.6005516012954981,0.12349999999999994,0.5055935504325377,IDS_preference,-0.03146268352963011,0.4951334814760128
infantll-madison,HPP,mb2_007,infantll-madison:mb2_007,English,232,2,13,American English,TRUE,3.6414999999999997,7.363571428571428,1.2395843122006551,1.8273304966474915,3.7220714285714287,0.6691070999733889,IDS_preference,0.5877461844468364,0.595820428847774
infantll-madison,HPP,mb2_009,infantll-madison:mb2_009,English,218,1,15,American English,TRUE,11.12175,16.17157142857143,2.314402809192737,2.781674261002415,5.049821428571429,0.5925102033071931,IDS_preference,0.4672714518096779,0.5458461916267471
infantll-madison,HPP,mb2_009,infantll-madison:mb2_009,English,225,2,16,American English,TRUE,7.391,8.508875,1.662302167773782,1.7637936756626718,1.1178749999999997,0.5351535782514013,IDS_preference,0.10149150788888983,0.5148115395083477
infantll-madison,HPP,mb2_012,infantll-madison:mb2_012,English,256,1,12,American English,TRUE,5.1615,5.3965,1.4961479745510615,1.5514208381791172,0.23499999999999943,0.5111290017048683,IDS_preference,0.055272863628055724,0.5090683536655797
infantll-madison,HPP,mb2_012,infantll-madison:mb2_012,English,263,2,15,American English,TRUE,5.430428571428571,6.68775,1.4416761191427434,1.7965768823532862,1.2573214285714291,0.5518774921973776,IDS_preference,0.35490076321054276,0.5547981833177618
infantll-madison,HPP,mb2_017,infantll-madison:mb2_017,English,253,1,16,American English,TRUE,6.2,6.879125,1.597720267427734,1.786838313881176,0.679125,0.5259621725459462,IDS_preference,0.1891180464534421,0.5279383621098832
infantll-madison,HPP,mb2_017,infantll-madison:mb2_017,English,258,2,15,American English,TRUE,2.4465714285714286,3.525125,0.8860314599088782,1.2049640957371444,1.0785535714285714,0.5903054587862386,IDS_preference,0.31893263582826614,0.5762633461766805
infantll-madison,HPP,mb2_018,infantll-madison:mb2_018,English,205,1,16,American English,TRUE,8.244625,7.814125,2.0087867175614416,1.9848463505045062,-0.43049999999999944,0.4865960924729509,ADS_preference,-0.023940367056935363,0.49700268318985436
infantll-madison,HPP,mb2_018,infantll-madison:mb2_018,English,212,2,13,American English,TRUE,7.761666666666667,8.979714285714286,1.9502187811332747,1.9188071421803237,1.2180476190476188,0.5363783496269581,IDS_preference,-0.03141163895295107,0.4959406269723247
infantll-madison,HPP,mb2_019,infantll-madison:mb2_019,English,185,1,13,American English,TRUE,6.099333333333333,5.739857142857143,1.6597977083460358,1.669598960439959,-0.3594761904761903,0.4848183796350298,ADS_preference,0.00980125209392324,0.5014719261579452
infantll-madison,HPP,mb2_019,infantll-madison:mb2_019,English,192,2,12,American English,TRUE,6.7615,6.398166666666667,1.7604301185147482,1.6437119533814861,-0.3633333333333333,0.48619519238075937,ADS_preference,-0.11671816513326205,0.4828564491921682
infantll-madison,HPP,mb2_021,infantll-madison:mb2_021,English,245,1,14,American English,TRUE,8.034714285714285,10.863857142857142,1.9357867967005924,2.211936530532434,2.829142857142857,0.5748507067805578,IDS_preference,0.2761497338318417,0.5332893146486778
infantll-madison,HPP,mb2_021,infantll-madison:mb2_021,English,273,2,16,American English,TRUE,4.642875,9.8115,1.4370901064918096,2.089508620724109,5.1686250000000005,0.6787910234790505,IDS_preference,0.6524185142322994,0.5924996809528359
infantll-madison,HPP,mb2_022,infantll-madison:mb2_022,English,218,1,15,American English,TRUE,6.099285714285714,7.85825,1.685018731099501,1.8922557960070128,1.7589642857142858,0.5630112765505576,IDS_preference,0.2072370649075117,0.5289657759471895
infantll-madison,HPP,mb2_022,infantll-madison:mb2_022,English,225,2,16,American English,TRUE,9.037,5.657375,1.930422917703496,1.7019961411550433,-3.3796250000000008,0.38500276466334904,ADS_preference,-0.22842677654845267,0.46855721038141535
infantll-madison,HPP,mb2_023,infantll-madison:mb2_023,English,251,1,13,American English,TRUE,5.384857142857142,15.1155,1.4201288660670668,2.678000304293887,9.730642857142858,0.737328617968328,IDS_preference,1.2578714382268201,0.6534689837651004
infantll-madison,HPP,mb2_023,infantll-madison:mb2_023,English,258,2,14,American English,TRUE,6.4885,11.651833333333334,1.7035803311224424,2.4067374145068383,5.163333333333334,0.6423163852189412,IDS_preference,0.7031570833843959,0.5855356114660599
infantll-madison,HPP,mb2_027,infantll-madison:mb2_027,English,218,1,13,American English,TRUE,5.869714285714286,8.557666666666666,1.566522393805904,2.0058923031238276,2.68795238095238,0.5931545507055037,IDS_preference,0.4393699093179235,0.5614948076570638
infantll-madison,HPP,mb2_027,infantll-madison:mb2_027,English,225,2,12,American English,TRUE,6.379166666666666,7.283,1.8034026472230906,1.8353058044634567,0.9038333333333339,0.5330779646956925,IDS_preference,0.031903157240366076,0.5043838573032114
infantll-madison,HPP,mb2_029,infantll-madison:mb2_029,English,238,1,16,American English,TRUE,4.4145,5.332,1.3944411044106175,1.5195898275981836,0.9174999999999995,0.5470681783204226,IDS_preference,0.1251487231875661,0.5214734719890729
infantll-madison,HPP,mb2_029,infantll-madison:mb2_029,English,245,2,15,American English,TRUE,8.293857142857142,6.8955,1.9090609673929506,1.796248856781386,-1.398357142857142,0.45396917954770966,ADS_preference,-0.11281211061156471,0.4847769665743535
infantll-madison,HPP,mb2_031,infantll-madison:mb2_031,English,224,1,16,American English,TRUE,5.782375,7.123625,1.43191205573268,1.6887190888341441,1.3412499999999996,0.5519622656128933,IDS_preference,0.256807033101464,0.5411466497007469
infantll-madison,HPP,mb2_031,infantll-madison:mb2_031,English,238,2,15,American English,TRUE,4.801714285714286,4.169125,1.4608034036008961,1.2878456385911918,-0.6325892857142854,0.4647419117895881,ADS_preference,-0.17295776500970428,0.4685376775363493
lancslab,Eyetracking,P01,lancslab:P01,English,208,1,12,English,FALSE,11.6875,9.188500000000001,2.448718066096078,2.2087867903459055,-2.4989999999999988,0.4401465798045603,ADS_preference,-0.23993127575017237,0.4742425093321896
lancslab,Eyetracking,P01,lancslab:P01,English,215,2,16,English,FALSE,9.381875,11.188125,2.115195796201661,2.338009764213301,1.8062499999999986,0.543904958677686,IDS_preference,0.2228139680116401,0.5250172561078539
lancslab,Eyetracking,P04,lancslab:P04,English,250,1,16,English,FALSE,10.359375,11.251875,2.2929805930175924,2.3895258987674324,0.8925000000000001,0.5206489675516225,IDS_preference,0.09654530574984,0.5103091480939982
lancslab,Eyetracking,P04,lancslab:P04,English,257,2,14,English,FALSE,5.658875,9.4945,1.5321642539942544,2.2134124494294847,3.8356250000000003,0.6265600897489834,IDS_preference,0.6812481954352303,0.5909403610414009
lancslab,Eyetracking,P05,lancslab:P05,English,186,1,15,English,FALSE,9.444714285714285,10.172,2.16250775159683,2.2119787192665177,0.7272857142857152,0.5185373988653991,IDS_preference,0.04947096766968784,0.5056544885895972
lancslab,Eyetracking,P05,lancslab:P05,English,193,2,16,English,FALSE,9.713375,11.443125,2.2057139589259855,2.3486797208225956,1.729750000000001,0.5408798714343109,IDS_preference,0.14296576189661003,0.5156953671497829
lancslab,Eyetracking,P06,lancslab:P06,English,257,1,15,English,FALSE,9.753142857142857,12.991875,2.1978954089796843,2.53648698421358,3.2387321428571436,0.5711965179187594,IDS_preference,0.3385915752338957,0.5357587903884461
lancslab,Eyetracking,P06,lancslab:P06,English,264,2,16,English,FALSE,10.189375,12.135125,2.282468759508298,2.39657233465261,1.9457500000000003,0.5435788035566306,IDS_preference,0.1141035751443118,0.5121930511880634
lancslab,Eyetracking,P07,lancslab:P07,English,210,1,16,English,FALSE,13.317375,14.64975,2.5622183366792184,2.669165748686902,1.332374999999999,0.5238203783906997,IDS_preference,0.10694741200768343,0.510221712864369
lancslab,Eyetracking,P07,lancslab:P07,English,217,2,16,English,FALSE,12.756375,14.347999999999999,2.5219719660437847,2.636166661218242,1.5916249999999987,0.5293610348882791,IDS_preference,0.11419469517445746,0.5110693705061464
lancslab,Eyetracking,P09,lancslab:P09,English,249,1,13,English,FALSE,9.899666666666667,11.540571428571429,2.2238839996656146,2.369510736766638,1.6409047619047623,0.5382669435529546,IDS_preference,0.14562673710102336,0.5158517551241562
lancslab,Eyetracking,P09,lancslab:P09,English,256,2,16,English,FALSE,6.749,8.60625,1.7732130251175475,2.0626573332703466,1.8572499999999996,0.5604760586769998,IDS_preference,0.2894443081527991,0.5377286353695285
lancslab,Eyetracking,P10,lancslab:P10,English,229,1,16,English,FALSE,12.89625,12.475875,2.5106785677686894,2.509875422890081,-0.42037499999999994,0.4917158101656838,ADS_preference,-8.031448786085527e-4,0.4999200143171348
lancslab,Eyetracking,P10,lancslab:P10,English,236,2,16,English,FALSE,10.894875,12.254875,2.311792233005446,2.4787904125162616,1.3599999999999994,0.5293739673214614,IDS_preference,0.16699817951081553,0.5174298401538827
lancslab,Eyetracking,P11,lancslab:P11,English,235,1,16,English,FALSE,8.97175,12.016875,2.103273370984151,2.4604688921813063,3.0451250000000005,0.5725422699200162,IDS_preference,0.35719552119715514,0.5391340593530145
