Subject,Subject_Unique,Age,Gender,Method,preterm,Session,Condition,stimulus,trial_num,LT,trial_error,session_error,session_error_type,Language,Lab,days_between_sessions
b7155,babylab-potsdam:b7155,217,M,HPP,term,2,IDS,IDS1,5,11.48,noerror,noerror,NA,German,babylab-potsdam,10
b7155,babylab-potsdam:b7155,217,M,HPP,term,2,ADS,ADS1,6,16.392,noerror,noerror,NA,German,babylab-potsdam,10
b7155,babylab-potsdam:b7155,217,M,HPP,term,2,IDS,IDS3,7,4.664,noerror,noerror,NA,German,babylab-potsdam,10
b7155,babylab-potsdam:b7155,217,M,HPP,term,2,ADS,ADS3,8,7.544,noerror,noerror,NA,German,babylab-potsdam,10
b7155,babylab-potsdam:b7155,217,M,HPP,term,2,IDS,IDS2,9,8.976,noerror,noerror,NA,German,babylab-potsdam,10
b7155,babylab-potsdam:b7155,217,M,HPP,term,2,ADS,ADS2,10,10.704,noerror,noerror,NA,German,babylab-potsdam,10
b7155,babylab-potsdam:b7155,217,M,HPP,term,2,ADS,ADS4,11,18,noerror,noerror,NA,German,babylab-potsdam,10
b7155,babylab-potsdam:b7155,217,M,HPP,term,2,IDS,IDS4,12,18,noerror,noerror,NA,German,babylab-potsdam,10
b7155,babylab-potsdam:b7155,217,M,HPP,term,2,ADS,ADS6,13,16.836,noerror,noerror,NA,German,babylab-potsdam,10
b7155,babylab-potsdam:b7155,217,M,HPP,term,2,IDS,IDS6,14,8.467,noerror,noerror,NA,German,babylab-potsdam,10
b7155,babylab-potsdam:b7155,217,M,HPP,term,2,ADS,ADS8,15,7.653,noerror,noerror,NA,German,babylab-potsdam,10
b7155,babylab-potsdam:b7155,217,M,HPP,term,2,IDS,IDS8,16,9.207,noerror,noerror,NA,German,babylab-potsdam,10
b7161,babylab-potsdam:b7161,209,F,HPP,term,1,training,train1,-2,9.755,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,209,F,HPP,term,1,training,train2,-1,15.978,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,209,F,HPP,term,1,IDS,IDS1,1,10.346,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,209,F,HPP,term,1,ADS,ADS1,2,13.711,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,209,F,HPP,term,1,IDS,IDS2,3,5.328,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,209,F,HPP,term,1,ADS,ADS2,4,4.99,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,209,F,HPP,term,1,ADS,ADS3,5,4.702,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,209,F,HPP,term,1,IDS,IDS3,6,11.166,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,209,F,HPP,term,1,IDS,IDS4,7,3.234,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,209,F,HPP,term,1,ADS,ADS4,8,8.163,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,209,F,HPP,term,1,ADS,ADS5,9,3.166,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,209,F,HPP,term,1,IDS,IDS5,10,9.591,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,209,F,HPP,term,1,ADS,ADS6,11,1.745,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,209,F,HPP,term,1,IDS,IDS6,12,3.377,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,209,F,HPP,term,1,IDS,IDS7,13,6.733,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,209,F,HPP,term,1,ADS,ADS7,14,1.525,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,209,F,HPP,term,1,ADS,ADS8,15,9.472,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,209,F,HPP,term,1,IDS,IDS8,16,1.518,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,222,F,HPP,term,2,training,train1,-2,15.708,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,222,F,HPP,term,2,training,train2,-1,15.279,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,222,F,HPP,term,2,IDS,IDS1,1,13.03,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,222,F,HPP,term,2,ADS,ADS1,2,10.208,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,222,F,HPP,term,2,IDS,IDS2,3,10.091,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,222,F,HPP,term,2,ADS,ADS2,4,6.033,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,222,F,HPP,term,2,ADS,ADS3,5,4.001,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,222,F,HPP,term,2,IDS,IDS3,6,14.397,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,222,F,HPP,term,2,IDS,IDS4,7,6.625,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,222,F,HPP,term,2,ADS,ADS4,8,6.288,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,222,F,HPP,term,2,ADS,ADS5,9,5.245,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,222,F,HPP,term,2,IDS,IDS5,10,6.02,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,222,F,HPP,term,2,ADS,ADS6,11,2.879,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,222,F,HPP,term,2,IDS,IDS6,12,4.529,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,222,F,HPP,term,2,IDS,IDS7,13,4.79,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,222,F,HPP,term,2,ADS,ADS7,14,1.639,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,222,F,HPP,term,2,ADS,ADS8,15,1.991,noerror,noerror,NA,German,babylab-potsdam,13
b7161,babylab-potsdam:b7161,222,F,HPP,term,2,IDS,IDS8,16,9.621,noerror,noerror,NA,German,babylab-potsdam,13
b7167,babylab-potsdam:b7167,272,M,HPP,term,1,training,train1,-2,18,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,272,M,HPP,term,1,training,train2,-1,4.398,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,272,M,HPP,term,1,IDS,IDS1,1,1.389,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,272,M,HPP,term,1,ADS,ADS1,2,2.29,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,272,M,HPP,term,1,IDS,IDS2,3,11.77,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,272,M,HPP,term,1,ADS,ADS2,4,5.918,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,272,M,HPP,term,1,ADS,ADS3,5,7.425,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,272,M,HPP,term,1,IDS,IDS3,6,10.439,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,277,M,HPP,term,2,training,train1,-2,1.538,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,277,M,HPP,term,2,training,train2,-1,6.318,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,277,M,HPP,term,2,IDS,IDS1,1,1.233,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,277,M,HPP,term,2,ADS,ADS1,2,4.005,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,277,M,HPP,term,2,IDS,IDS2,3,11.961,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,277,M,HPP,term,2,ADS,ADS2,4,9.629,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,277,M,HPP,term,2,ADS,ADS3,5,3.351,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,277,M,HPP,term,2,IDS,IDS3,6,1.111,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,277,M,HPP,term,2,IDS,IDS4,7,2.67,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,277,M,HPP,term,2,ADS,ADS4,8,4.931,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,277,M,HPP,term,2,ADS,ADS5,9,3.599,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,277,M,HPP,term,2,IDS,IDS5,10,4.815,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,277,M,HPP,term,2,ADS,ADS6,11,6.842,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,277,M,HPP,term,2,IDS,IDS6,12,6.145,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,277,M,HPP,term,2,IDS,IDS7,13,0.943,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,277,M,HPP,term,2,ADS,ADS7,14,4.656,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,277,M,HPP,term,2,ADS,ADS8,15,6.496,noerror,noerror,NA,German,babylab-potsdam,5
b7167,babylab-potsdam:b7167,277,M,HPP,term,2,IDS,IDS8,16,7.003,noerror,noerror,NA,German,babylab-potsdam,5
b7171,babylab-potsdam:b7171,205,M,HPP,term,1,training,train1,-2,16.775,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,205,M,HPP,term,1,training,train2,-1,16.289,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,205,M,HPP,term,1,IDS,IDS5,1,15.43,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,205,M,HPP,term,1,ADS,ADS5,2,10.982,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,205,M,HPP,term,1,ADS,ADS7,3,9.005,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,205,M,HPP,term,1,IDS,IDS7,4,18,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,205,M,HPP,term,1,ADS,ADS1,5,15.534,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,205,M,HPP,term,1,IDS,IDS1,6,16.536,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,205,M,HPP,term,1,ADS,ADS3,7,8.254,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,205,M,HPP,term,1,IDS,IDS3,8,6.986,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,205,M,HPP,term,1,ADS,ADS2,9,7.586,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,205,M,HPP,term,1,IDS,IDS2,10,13.528,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,205,M,HPP,term,1,IDS,IDS4,11,14.584,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,205,M,HPP,term,1,ADS,ADS4,12,16.11,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,205,M,HPP,term,1,IDS,IDS6,13,8.083,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,205,M,HPP,term,1,ADS,ADS6,14,6.198,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,205,M,HPP,term,1,IDS,IDS8,15,5.028,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,205,M,HPP,term,1,ADS,ADS8,16,12.212,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,212,M,HPP,term,2,training,train1,-2,18,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,212,M,HPP,term,2,training,train2,-1,18,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,212,M,HPP,term,2,IDS,IDS5,1,18,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,212,M,HPP,term,2,ADS,ADS5,2,9.002,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,212,M,HPP,term,2,ADS,ADS7,3,4.773,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,212,M,HPP,term,2,IDS,IDS7,4,15.169,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,212,M,HPP,term,2,ADS,ADS1,5,5.501,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,212,M,HPP,term,2,IDS,IDS1,6,8.178,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,212,M,HPP,term,2,ADS,ADS3,7,3.239,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,212,M,HPP,term,2,IDS,IDS3,8,4.955,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,212,M,HPP,term,2,ADS,ADS2,9,5,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,212,M,HPP,term,2,IDS,IDS2,10,3.513,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,212,M,HPP,term,2,IDS,IDS4,11,2.538,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,212,M,HPP,term,2,ADS,ADS4,12,3.214,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,212,M,HPP,term,2,IDS,IDS6,13,3.466,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,212,M,HPP,term,2,ADS,ADS6,14,2.664,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,212,M,HPP,term,2,IDS,IDS8,15,1.055,noerror,noerror,NA,German,babylab-potsdam,7
b7171,babylab-potsdam:b7171,212,M,HPP,term,2,ADS,ADS8,16,1.847,noerror,noerror,NA,German,babylab-potsdam,7
b7172,babylab-potsdam:b7172,194,M,HPP,term,1,training,train1,-2,17.484,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,194,M,HPP,term,1,training,train2,-1,18,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,194,M,HPP,term,1,IDS,IDS5,1,17.384,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,194,M,HPP,term,1,ADS,ADS5,2,15.418,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,194,M,HPP,term,1,ADS,ADS7,3,9.345,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,194,M,HPP,term,1,IDS,IDS7,4,17.419,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,194,M,HPP,term,1,ADS,ADS1,5,13.211,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,194,M,HPP,term,1,IDS,IDS1,6,14.931,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,194,M,HPP,term,1,ADS,ADS3,7,10.448,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,194,M,HPP,term,1,IDS,IDS3,8,12.148,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,194,M,HPP,term,1,ADS,ADS2,9,4.466,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,194,M,HPP,term,1,IDS,IDS2,10,7.796,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,194,M,HPP,term,1,IDS,IDS4,11,3.324,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,194,M,HPP,term,1,ADS,ADS4,12,6.837,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,194,M,HPP,term,1,IDS,IDS6,13,11.935,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,194,M,HPP,term,1,ADS,ADS6,14,4.15,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,194,M,HPP,term,1,IDS,IDS8,15,2.019,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,194,M,HPP,term,1,ADS,ADS8,16,5.853,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,205,M,HPP,term,2,training,train1,-2,15.592,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,205,M,HPP,term,2,training,train2,-1,15.635,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,205,M,HPP,term,2,IDS,IDS5,1,7.744,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,205,M,HPP,term,2,ADS,ADS5,2,9.167,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,205,M,HPP,term,2,ADS,ADS7,3,14.201,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,205,M,HPP,term,2,IDS,IDS7,4,4.008,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,205,M,HPP,term,2,ADS,ADS1,5,6.595,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,205,M,HPP,term,2,IDS,IDS1,6,3.19,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,205,M,HPP,term,2,ADS,ADS3,7,4.044,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,205,M,HPP,term,2,IDS,IDS3,8,2.19,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,205,M,HPP,term,2,ADS,ADS2,9,1.775,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,205,M,HPP,term,2,IDS,IDS2,10,8.546,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,205,M,HPP,term,2,IDS,IDS4,11,2.813,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,205,M,HPP,term,2,ADS,ADS4,12,1.452,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,205,M,HPP,term,2,IDS,IDS6,13,2.481,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,205,M,HPP,term,2,ADS,ADS6,14,2.012,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,205,M,HPP,term,2,IDS,IDS8,15,1.189,noerror,noerror,NA,German,babylab-potsdam,11
b7172,babylab-potsdam:b7172,205,M,HPP,term,2,ADS,ADS8,16,7.537,noerror,noerror,NA,German,babylab-potsdam,11
b7181,babylab-potsdam:b7181,251,F,HPP,term,1,training,train2,-2,12.983,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,251,F,HPP,term,1,training,train1,-1,4.722,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,251,F,HPP,term,1,ADS,ADS1,1,7.225,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,251,F,HPP,term,1,IDS,IDS1,2,5.248,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,251,F,HPP,term,1,ADS,ADS2,3,2.871,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,251,F,HPP,term,1,IDS,IDS2,4,2.691,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,251,F,HPP,term,1,IDS,IDS3,5,2.62,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,251,F,HPP,term,1,ADS,ADS3,6,1.745,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,251,F,HPP,term,1,ADS,ADS4,7,2.26,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,251,F,HPP,term,1,IDS,IDS4,8,1.698,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,251,F,HPP,term,1,IDS,IDS5,9,1.542,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,251,F,HPP,term,1,ADS,ADS5,10,4.127,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,251,F,HPP,term,1,IDS,IDS6,11,1.814,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,251,F,HPP,term,1,ADS,ADS6,12,1.831,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,251,F,HPP,term,1,ADS,ADS7,13,3.735,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,251,F,HPP,term,1,IDS,IDS7,14,4.09,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,251,F,HPP,term,1,IDS,IDS8,15,3.503,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,251,F,HPP,term,1,ADS,ADS8,16,1.563,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,258,F,HPP,term,2,training,train2,-2,12.209,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,258,F,HPP,term,2,training,train1,-1,9.524,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,258,F,HPP,term,2,ADS,ADS1,1,11.501,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,258,F,HPP,term,2,IDS,IDS1,2,11.658,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,258,F,HPP,term,2,ADS,ADS2,3,8.23,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,258,F,HPP,term,2,IDS,IDS2,4,2.476,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,258,F,HPP,term,2,IDS,IDS3,5,3.786,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,258,F,HPP,term,2,ADS,ADS3,6,2.236,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,258,F,HPP,term,2,ADS,ADS4,7,1.275,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,258,F,HPP,term,2,IDS,IDS4,8,2.07,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,258,F,HPP,term,2,IDS,IDS5,9,9.533,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,258,F,HPP,term,2,ADS,ADS5,10,2.248,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,258,F,HPP,term,2,IDS,IDS6,11,1.505,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,258,F,HPP,term,2,ADS,ADS6,12,3.763,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,258,F,HPP,term,2,ADS,ADS7,13,5.506,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,258,F,HPP,term,2,IDS,IDS7,14,2.186,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,258,F,HPP,term,2,IDS,IDS8,15,3.393,noerror,noerror,NA,German,babylab-potsdam,7
b7181,babylab-potsdam:b7181,258,F,HPP,term,2,ADS,ADS8,16,3.449,noerror,noerror,NA,German,babylab-potsdam,7
b7184,babylab-potsdam:b7184,226,M,HPP,term,1,training,train2,-2,13.825,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,226,M,HPP,term,1,training,train1,-1,4.817,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,226,M,HPP,term,1,ADS,ADS5,1,4.715,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,226,M,HPP,term,1,IDS,IDS5,2,2.26,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,226,M,HPP,term,1,IDS,IDS7,3,4.681,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,226,M,HPP,term,1,ADS,ADS7,4,6.537,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,226,M,HPP,term,1,IDS,IDS1,5,3.246,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,226,M,HPP,term,1,ADS,ADS1,6,2.144,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,226,M,HPP,term,1,IDS,IDS3,7,5.106,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,226,M,HPP,term,1,ADS,ADS3,8,2.217,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,226,M,HPP,term,1,IDS,IDS2,9,4.299,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,226,M,HPP,term,1,ADS,ADS2,10,3.609,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,226,M,HPP,term,1,ADS,ADS4,11,3.097,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,226,M,HPP,term,1,IDS,IDS4,12,3.161,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,226,M,HPP,term,1,ADS,ADS6,13,3.46,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,226,M,HPP,term,1,IDS,IDS6,14,7.647,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,226,M,HPP,term,1,ADS,ADS8,15,3.093,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,226,M,HPP,term,1,IDS,IDS8,16,7.226,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,261,M,HPP,term,2,training,train2,-2,13.31,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,261,M,HPP,term,2,training,train1,-1,3.715,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,261,M,HPP,term,2,ADS,ADS5,1,10.611,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,261,M,HPP,term,2,IDS,IDS5,2,3.599,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,261,M,HPP,term,2,IDS,IDS7,3,3.271,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,261,M,HPP,term,2,ADS,ADS7,4,3.701,noerror,noerror,NA,German,babylab-potsdam,35
