Subject,Subject_Unique,Age,Gender,Method,preterm,Session,Condition,stimulus,trial_num,LT,trial_error,session_error,session_error_type,Language,Lab,days_between_sessions
M319,wsi-goettingen:M319,383,F,central fixation,term,2,ADS,ADS4,12,7.53,noerror,noerror,NA,German,wsi-goettingen,20
M319,wsi-goettingen:M319,383,F,central fixation,term,2,IDS,IDS6,13,2.95,noerror,noerror,NA,German,wsi-goettingen,20
M319,wsi-goettingen:M319,383,F,central fixation,term,2,ADS,ADS6,14,8.18,noerror,noerror,NA,German,wsi-goettingen,20
M319,wsi-goettingen:M319,383,F,central fixation,term,2,IDS,IDS8,15,2.26,noerror,noerror,NA,German,wsi-goettingen,20
M319,wsi-goettingen:M319,383,F,central fixation,term,2,ADS,ADS8,16,2.93,noerror,noerror,NA,German,wsi-goettingen,20
M320,wsi-goettingen:M320,276,M,central fixation,term,1,training,training,-2,17.54,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,276,M,central fixation,term,1,training,training,-1,16.54,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,276,M,central fixation,term,1,ADS,ADS5,1,11.09,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,276,M,central fixation,term,1,IDS,IDS5,2,15.25,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,276,M,central fixation,term,1,IDS,IDS7,3,14.87,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,276,M,central fixation,term,1,ADS,ADS7,4,10.74,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,276,M,central fixation,term,1,IDS,IDS1,5,16.43,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,276,M,central fixation,term,1,ADS,ADS1,6,10.8,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,276,M,central fixation,term,1,IDS,IDS3,7,16.26,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,276,M,central fixation,term,1,ADS,ADS3,8,14.11,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,276,M,central fixation,term,1,IDS,IDS2,9,11.42,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,276,M,central fixation,term,1,ADS,ADS2,10,4.54,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,276,M,central fixation,term,1,ADS,ADS4,11,3.3,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,276,M,central fixation,term,1,IDS,IDS4,12,2.14,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,276,M,central fixation,term,1,ADS,ADS6,13,2.23,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,276,M,central fixation,term,1,IDS,IDS6,14,1.94,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,276,M,central fixation,term,1,ADS,ADS8,15,1.59,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,276,M,central fixation,term,1,IDS,IDS8,16,1.76,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,289,M,central fixation,term,2,training,training,-2,18,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,289,M,central fixation,term,2,training,training,-1,4.43,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,289,M,central fixation,term,2,ADS,ADS5,1,15.02,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,289,M,central fixation,term,2,IDS,IDS5,2,15.23,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,289,M,central fixation,term,2,IDS,IDS7,3,5.99,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,289,M,central fixation,term,2,ADS,ADS7,4,7.57,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,289,M,central fixation,term,2,IDS,IDS1,5,3.39,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,289,M,central fixation,term,2,ADS,ADS1,6,1.89,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,289,M,central fixation,term,2,IDS,IDS3,7,6.21,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,289,M,central fixation,term,2,ADS,ADS3,8,2.22,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,289,M,central fixation,term,2,IDS,IDS2,9,3.25,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,289,M,central fixation,term,2,ADS,ADS2,10,1.22,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,289,M,central fixation,term,2,ADS,ADS4,11,2.07,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,289,M,central fixation,term,2,IDS,IDS4,12,2.16,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,289,M,central fixation,term,2,ADS,ADS6,13,1.89,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,289,M,central fixation,term,2,IDS,IDS6,14,4.91,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,289,M,central fixation,term,2,ADS,ADS8,15,4.17,noerror,noerror,NA,German,wsi-goettingen,13
M320,wsi-goettingen:M320,289,M,central fixation,term,2,IDS,IDS8,16,3.96,noerror,noerror,NA,German,wsi-goettingen,13
M321,wsi-goettingen:M321,333,F,central fixation,term,1,training,training,-2,3.28,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,333,F,central fixation,term,1,training,training,-1,13.82,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,333,F,central fixation,term,1,IDS,IDS1,1,17.24,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,333,F,central fixation,term,1,ADS,ADS1,2,8.6,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,333,F,central fixation,term,1,IDS,IDS2,3,16.83,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,333,F,central fixation,term,1,ADS,ADS2,4,9.09,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,333,F,central fixation,term,1,ADS,ADS3,5,6.81,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,333,F,central fixation,term,1,IDS,IDS3,6,7.04,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,333,F,central fixation,term,1,IDS,IDS4,7,3.71,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,333,F,central fixation,term,1,ADS,ADS4,8,3.24,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,333,F,central fixation,term,1,ADS,ADS5,9,8.54,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,333,F,central fixation,term,1,IDS,IDS5,10,13.8,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,333,F,central fixation,term,1,ADS,ADS6,11,11.98,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,333,F,central fixation,term,1,IDS,IDS6,12,10.71,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,333,F,central fixation,term,1,IDS,IDS7,13,8.34,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,333,F,central fixation,term,1,ADS,ADS7,14,2.21,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,333,F,central fixation,term,1,ADS,ADS8,15,2.56,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,333,F,central fixation,term,1,IDS,IDS8,16,3.35,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,341,F,central fixation,term,2,training,training,-2,10.55,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,341,F,central fixation,term,2,training,training,-1,9.78,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,341,F,central fixation,term,2,IDS,IDS1,1,7.34,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,341,F,central fixation,term,2,ADS,ADS1,2,3.39,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,341,F,central fixation,term,2,IDS,IDS2,3,5.68,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,341,F,central fixation,term,2,ADS,ADS2,4,14.89,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,341,F,central fixation,term,2,ADS,ADS3,5,12.27,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,341,F,central fixation,term,2,IDS,IDS3,6,12.3,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,341,F,central fixation,term,2,IDS,IDS4,7,6.18,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,341,F,central fixation,term,2,ADS,ADS4,8,2.59,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,341,F,central fixation,term,2,ADS,ADS5,9,3.22,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,341,F,central fixation,term,2,IDS,IDS5,10,2.66,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,341,F,central fixation,term,2,ADS,ADS6,11,0.44,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,341,F,central fixation,term,2,IDS,IDS6,12,4.56,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,341,F,central fixation,term,2,IDS,IDS7,13,7.98,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,341,F,central fixation,term,2,ADS,ADS7,14,2.05,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,341,F,central fixation,term,2,ADS,ADS8,15,3.25,noerror,noerror,NA,German,wsi-goettingen,8
M321,wsi-goettingen:M321,341,F,central fixation,term,2,IDS,IDS8,16,10.78,noerror,noerror,NA,German,wsi-goettingen,8
M322,wsi-goettingen:M322,305,F,central fixation,term,1,training,training,-2,16.71,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,305,F,central fixation,term,1,training,training,-1,16.63,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,305,F,central fixation,term,1,ADS,ADS1,1,18,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,305,F,central fixation,term,1,IDS,IDS1,2,17.12,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,305,F,central fixation,term,1,ADS,ADS2,3,16.12,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,305,F,central fixation,term,1,IDS,IDS2,4,3.59,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,305,F,central fixation,term,1,IDS,IDS3,5,16.17,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,305,F,central fixation,term,1,ADS,ADS3,6,10.86,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,305,F,central fixation,term,1,ADS,ADS4,7,15.69,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,305,F,central fixation,term,1,IDS,IDS4,8,8.74,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,305,F,central fixation,term,1,IDS,IDS5,9,8.14,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,305,F,central fixation,term,1,ADS,ADS5,10,4.09,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,305,F,central fixation,term,1,IDS,IDS6,11,2.18,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,305,F,central fixation,term,1,ADS,ADS6,12,3.96,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,305,F,central fixation,term,1,ADS,ADS7,13,3.53,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,305,F,central fixation,term,1,IDS,IDS7,14,3.22,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,305,F,central fixation,term,1,IDS,IDS8,15,16.34,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,305,F,central fixation,term,1,ADS,ADS8,16,6.45,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,325,F,central fixation,term,2,training,training,-2,18,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,325,F,central fixation,term,2,training,training,-1,15.54,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,325,F,central fixation,term,2,ADS,ADS1,1,7.68,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,325,F,central fixation,term,2,IDS,IDS1,2,13.76,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,325,F,central fixation,term,2,ADS,ADS2,3,2.46,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,325,F,central fixation,term,2,IDS,IDS2,4,2.57,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,325,F,central fixation,term,2,IDS,IDS3,5,5.24,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,325,F,central fixation,term,2,ADS,ADS3,6,1.8,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,325,F,central fixation,term,2,ADS,ADS4,7,1.61,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,325,F,central fixation,term,2,IDS,IDS4,8,2.01,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,325,F,central fixation,term,2,IDS,IDS5,9,2.76,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,325,F,central fixation,term,2,ADS,ADS5,10,1.91,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,325,F,central fixation,term,2,IDS,IDS6,11,4.85,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,325,F,central fixation,term,2,ADS,ADS6,12,2.34,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,325,F,central fixation,term,2,ADS,ADS7,13,2.11,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,325,F,central fixation,term,2,IDS,IDS7,14,2.26,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,325,F,central fixation,term,2,IDS,IDS8,15,2.87,noerror,noerror,NA,German,wsi-goettingen,20
M322,wsi-goettingen:M322,325,F,central fixation,term,2,ADS,ADS8,16,7.51,noerror,noerror,NA,German,wsi-goettingen,20
M324,wsi-goettingen:M324,298,F,central fixation,term,1,training,training,-2,4.11,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,298,F,central fixation,term,1,ADS,ADS5,1,10.88,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,298,F,central fixation,term,1,IDS,IDS5,2,7.91,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,298,F,central fixation,term,1,ADS,ADS7,4,4.57,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,298,F,central fixation,term,1,IDS,IDS1,5,5.05,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,298,F,central fixation,term,1,ADS,ADS1,6,3.79,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,298,F,central fixation,term,1,IDS,IDS3,7,4.03,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,298,F,central fixation,term,1,ADS,ADS3,8,3.2,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,298,F,central fixation,term,1,IDS,IDS2,9,2.9,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,298,F,central fixation,term,1,ADS,ADS2,10,7.79,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,298,F,central fixation,term,1,ADS,ADS4,11,3.58,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,298,F,central fixation,term,1,IDS,IDS4,12,3.16,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,298,F,central fixation,term,1,ADS,ADS6,13,7.17,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,298,F,central fixation,term,1,IDS,IDS6,14,1.66,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,298,F,central fixation,term,1,ADS,ADS8,15,5.74,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,298,F,central fixation,term,1,IDS,IDS8,16,0.23,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,324,F,central fixation,term,2,training,training,-2,2.52,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,324,F,central fixation,term,2,training,training,-1,10.97,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,324,F,central fixation,term,2,ADS,ADS5,1,3.76,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,324,F,central fixation,term,2,IDS,IDS5,2,4.06,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,324,F,central fixation,term,2,IDS,IDS7,3,10.95,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,324,F,central fixation,term,2,ADS,ADS7,4,5.68,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,324,F,central fixation,term,2,IDS,IDS1,5,3.14,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,324,F,central fixation,term,2,IDS,IDS3,7,1.81,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,324,F,central fixation,term,2,ADS,ADS3,8,5.38,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,324,F,central fixation,term,2,IDS,IDS2,9,1.74,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,324,F,central fixation,term,2,ADS,ADS2,10,2.16,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,324,F,central fixation,term,2,ADS,ADS4,11,2.51,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,324,F,central fixation,term,2,IDS,IDS4,12,12.14,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,324,F,central fixation,term,2,ADS,ADS6,13,2.24,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,324,F,central fixation,term,2,IDS,IDS6,14,9.06,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,324,F,central fixation,term,2,ADS,ADS8,15,0.26,noerror,noerror,NA,German,wsi-goettingen,26
M324,wsi-goettingen:M324,324,F,central fixation,term,2,IDS,IDS8,16,1.41,noerror,noerror,NA,German,wsi-goettingen,26
M325,wsi-goettingen:M325,315,F,central fixation,term,1,training,training,-2,13.12,noerror,noerror,NA,German,wsi-goettingen,5
M325,wsi-goettingen:M325,315,F,central fixation,term,1,training,training,-1,2.81,noerror,noerror,NA,German,wsi-goettingen,5
M325,wsi-goettingen:M325,315,F,central fixation,term,1,IDS,IDS1,1,10.11,noerror,noerror,NA,German,wsi-goettingen,5
M325,wsi-goettingen:M325,315,F,central fixation,term,1,ADS,ADS1,2,8.28,noerror,noerror,NA,German,wsi-goettingen,5
M325,wsi-goettingen:M325,315,F,central fixation,term,1,IDS,IDS2,3,8.78,noerror,noerror,NA,German,wsi-goettingen,5
M325,wsi-goettingen:M325,315,F,central fixation,term,1,ADS,ADS2,4,3.13,noerror,noerror,NA,German,wsi-goettingen,5
M325,wsi-goettingen:M325,315,F,central fixation,term,1,ADS,ADS3,5,4.57,noerror,noerror,NA,German,wsi-goettingen,5
M325,wsi-goettingen:M325,320,F,central fixation,term,2,training,training,-2,14.84,noerror,noerror,NA,German,wsi-goettingen,5
M325,wsi-goettingen:M325,320,F,central fixation,term,2,training,training,-1,7.61,noerror,noerror,NA,German,wsi-goettingen,5
M325,wsi-goettingen:M325,320,F,central fixation,term,2,IDS,IDS1,1,7.94,noerror,noerror,NA,German,wsi-goettingen,5
M325,wsi-goettingen:M325,320,F,central fixation,term,2,ADS,ADS1,2,13.58,noerror,noerror,NA,German,wsi-goettingen,5
M325,wsi-goettingen:M325,320,F,central fixation,term,2,IDS,IDS2,3,5.92,noerror,noerror,NA,German,wsi-goettingen,5
M325,wsi-goettingen:M325,320,F,central fixation,term,2,ADS,ADS2,4,6.05,noerror,noerror,NA,German,wsi-goettingen,5
M325,wsi-goettingen:M325,320,F,central fixation,term,2,ADS,ADS3,5,5.84,noerror,noerror,NA,German,wsi-goettingen,5
M325,wsi-goettingen:M325,320,F,central fixation,term,2,IDS,IDS3,6,5.09,noerror,noerror,NA,German,wsi-goettingen,5
M326,wsi-goettingen:M326,282,M,central fixation,term,1,training,training,-2,14.17,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,282,M,central fixation,term,1,training,training,-1,9.97,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,282,M,central fixation,term,1,ADS,ADS1,1,5.53,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,282,M,central fixation,term,1,IDS,IDS1,2,5.37,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,282,M,central fixation,term,1,ADS,ADS2,3,5.25,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,282,M,central fixation,term,1,IDS,IDS2,4,6.51,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,282,M,central fixation,term,1,IDS,IDS3,5,3.7,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,282,M,central fixation,term,1,ADS,ADS3,6,4.67,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,282,M,central fixation,term,1,ADS,ADS4,7,4.21,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,282,M,central fixation,term,1,IDS,IDS4,8,6.06,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,282,M,central fixation,term,1,IDS,IDS5,9,3.87,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,282,M,central fixation,term,1,ADS,ADS5,10,5.79,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,282,M,central fixation,term,1,IDS,IDS6,11,4.04,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,282,M,central fixation,term,1,ADS,ADS6,12,4.04,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,282,M,central fixation,term,1,ADS,ADS7,13,3.97,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,282,M,central fixation,term,1,IDS,IDS7,14,2.86,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,282,M,central fixation,term,1,IDS,IDS8,15,3.31,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,282,M,central fixation,term,1,ADS,ADS8,16,2.93,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,289,M,central fixation,term,2,training,training,-2,16.75,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,289,M,central fixation,term,2,training,training,-1,5.59,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,289,M,central fixation,term,2,IDS,IDS1,1,5.72,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,289,M,central fixation,term,2,ADS,ADS1,2,5.23,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,289,M,central fixation,term,2,IDS,IDS2,3,3.47,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,289,M,central fixation,term,2,ADS,ADS2,4,3.49,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,289,M,central fixation,term,2,ADS,ADS3,5,2.8,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,289,M,central fixation,term,2,IDS,IDS3,6,6.17,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,289,M,central fixation,term,2,IDS,IDS4,7,4.58,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,289,M,central fixation,term,2,ADS,ADS4,8,2.7,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,289,M,central fixation,term,2,ADS,ADS5,9,2.1,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,289,M,central fixation,term,2,IDS,IDS5,10,3.96,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,289,M,central fixation,term,2,ADS,ADS6,11,2.85,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,289,M,central fixation,term,2,IDS,IDS6,12,4.42,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,289,M,central fixation,term,2,IDS,IDS7,13,4.59,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,289,M,central fixation,term,2,ADS,ADS7,14,3.71,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,289,M,central fixation,term,2,ADS,ADS8,15,1.7,noerror,noerror,NA,German,wsi-goettingen,7
M326,wsi-goettingen:M326,289,M,central fixation,term,2,IDS,IDS8,16,5.1,noerror,noerror,NA,German,wsi-goettingen,7
M327,wsi-goettingen:M327,283,F,central fixation,term,1,training,training,-2,11.25,noerror,noerror,NA,German,wsi-goettingen,7
M327,wsi-goettingen:M327,283,F,central fixation,term,1,training,training,-1,3.32,noerror,noerror,NA,German,wsi-goettingen,7
M327,wsi-goettingen:M327,283,F,central fixation,term,1,IDS,IDS5,1,2.52,noerror,noerror,NA,German,wsi-goettingen,7
M327,wsi-goettingen:M327,283,F,central fixation,term,1,ADS,ADS5,2,2.37,noerror,noerror,NA,German,wsi-goettingen,7
M327,wsi-goettingen:M327,283,F,central fixation,term,1,ADS,ADS7,3,8.98,noerror,noerror,NA,German,wsi-goettingen,7
M327,wsi-goettingen:M327,283,F,central fixation,term,1,IDS,IDS7,4,3.22,noerror,noerror,NA,German,wsi-goettingen,7
M327,wsi-goettingen:M327,283,F,central fixation,term,1,ADS,ADS1,5,9.98,noerror,noerror,NA,German,wsi-goettingen,7
M327,wsi-goettingen:M327,283,F,central fixation,term,1,IDS,IDS1,6,10.94,noerror,noerror,NA,German,wsi-goettingen,7
M327,wsi-goettingen:M327,283,F,central fixation,term,1,ADS,ADS3,7,5.07,noerror,noerror,NA,German,wsi-goettingen,7
M327,wsi-goettingen:M327,283,F,central fixation,term,1,IDS,IDS3,8,2.79,noerror,noerror,NA,German,wsi-goettingen,7
M327,wsi-goettingen:M327,283,F,central fixation,term,1,ADS,ADS2,9,4.58,noerror,noerror,NA,German,wsi-goettingen,7
M327,wsi-goettingen:M327,283,F,central fixation,term,1,IDS,IDS2,10,1.58,noerror,noerror,NA,German,wsi-goettingen,7
