Subject,Subject_Unique,Age,Gender,Method,preterm,Session,Condition,stimulus,trial_num,LT,trial_error,session_error,session_error_type,Language,Lab,days_between_sessions,log_lt,N_below_threshold_lt,N_IDS,N_ADS,total_trial_n
MB_137,brookes-babylab:MB_137,252,M,central fixation,term,1,IDS,IDS1,5,8.46,noerror,noerror,NA,English,brookes-babylab,10,2.135349173618132,0,8,8,16
MB_137,brookes-babylab:MB_137,252,M,central fixation,term,1,ADS,ADS1,6,7.57,noerror,noerror,NA,English,brookes-babylab,10,2.0241930674493576,0,8,8,16
MB_137,brookes-babylab:MB_137,252,M,central fixation,term,1,IDS,IDS3,7,17.04,noerror,noerror,NA,English,brookes-babylab,10,2.8355635214011694,0,8,8,16
MB_137,brookes-babylab:MB_137,252,M,central fixation,term,1,ADS,ADS3,8,4.15,noerror,noerror,NA,English,brookes-babylab,10,1.423108334242607,0,8,8,16
MB_137,brookes-babylab:MB_137,252,M,central fixation,term,1,IDS,IDS2,9,4.69,noerror,noerror,NA,English,brookes-babylab,10,1.545432582458188,0,8,8,16
MB_137,brookes-babylab:MB_137,252,M,central fixation,term,1,ADS,ADS2,10,3.63,noerror,noerror,NA,English,brookes-babylab,10,1.2892326482767593,0,8,8,16
MB_137,brookes-babylab:MB_137,252,M,central fixation,term,1,ADS,ADS4,11,4.76,noerror,noerror,NA,English,brookes-babylab,10,1.5602476682433286,0,8,8,16
MB_137,brookes-babylab:MB_137,252,M,central fixation,term,1,IDS,IDS4,12,6.14,noerror,noerror,NA,English,brookes-babylab,10,1.814824742159051,0,8,8,16
MB_137,brookes-babylab:MB_137,252,M,central fixation,term,1,ADS,ADS6,13,2.65,noerror,noerror,NA,English,brookes-babylab,10,0.9745596399981308,0,8,8,16
MB_137,brookes-babylab:MB_137,252,M,central fixation,term,1,IDS,IDS6,14,5.23,noerror,noerror,NA,English,brookes-babylab,10,1.6544112780768316,0,8,8,16
MB_137,brookes-babylab:MB_137,252,M,central fixation,term,1,ADS,ADS8,15,5.1,noerror,noerror,NA,English,brookes-babylab,10,1.62924053973028,0,8,8,16
MB_137,brookes-babylab:MB_137,252,M,central fixation,term,1,IDS,IDS8,16,6.07,noerror,noerror,NA,English,brookes-babylab,10,1.803358605071407,0,8,8,16
MB_143,brookes-babylab:MB_143,287,F,central fixation,term,1,ADS,ADS5,1,7.54,noerror,noerror,NA,English,brookes-babylab,10,2.020222182019865,0,8,8,16
MB_143,brookes-babylab:MB_143,287,F,central fixation,term,1,IDS,IDS5,2,17.71,noerror,noerror,NA,English,brookes-babylab,10,2.8741294517947424,0,8,8,16
MB_143,brookes-babylab:MB_143,287,F,central fixation,term,1,IDS,IDS7,3,12.22,noerror,noerror,NA,English,brookes-babylab,10,2.503073953743449,0,8,8,16
MB_143,brookes-babylab:MB_143,287,F,central fixation,term,1,ADS,ADS7,4,6.23,noerror,noerror,NA,English,brookes-babylab,10,1.8293763327993617,0,8,8,16
MB_143,brookes-babylab:MB_143,287,F,central fixation,term,1,IDS,IDS1,5,12.84,noerror,noerror,NA,English,brookes-babylab,10,2.552565298261815,0,8,8,16
MB_143,brookes-babylab:MB_143,287,F,central fixation,term,1,ADS,ADS1,6,6.98,noerror,noerror,NA,English,brookes-babylab,10,1.9430489167742813,0,8,8,16
MB_143,brookes-babylab:MB_143,287,F,central fixation,term,1,IDS,IDS3,7,6.09,noerror,noerror,NA,English,brookes-babylab,10,1.8066480817218056,0,8,8,16
MB_143,brookes-babylab:MB_143,287,F,central fixation,term,1,ADS,ADS3,8,9.14,noerror,noerror,NA,English,brookes-babylab,10,2.2126603854660587,0,8,8,16
MB_143,brookes-babylab:MB_143,287,F,central fixation,term,1,IDS,IDS2,9,9.18,noerror,noerror,NA,English,brookes-babylab,10,2.217027204632399,0,8,8,16
MB_143,brookes-babylab:MB_143,287,F,central fixation,term,1,ADS,ADS2,10,8.18,noerror,noerror,NA,English,brookes-babylab,10,2.1016921506146558,0,8,8,16
MB_143,brookes-babylab:MB_143,287,F,central fixation,term,1,ADS,ADS4,11,8.65,noerror,noerror,NA,English,brookes-babylab,10,2.157559320943788,0,8,8,16
MB_143,brookes-babylab:MB_143,287,F,central fixation,term,1,IDS,IDS4,12,14.72,noerror,noerror,NA,English,brookes-babylab,10,2.6892071133007303,0,8,8,16
MB_143,brookes-babylab:MB_143,287,F,central fixation,term,1,ADS,ADS6,13,2.25,noerror,noerror,NA,English,brookes-babylab,10,0.8109302162163288,0,8,8,16
MB_143,brookes-babylab:MB_143,287,F,central fixation,term,1,IDS,IDS6,14,5.94,noerror,noerror,NA,English,brookes-babylab,10,1.7817091333745536,0,8,8,16
MB_143,brookes-babylab:MB_143,287,F,central fixation,term,1,ADS,ADS8,15,6.67,noerror,noerror,NA,English,brookes-babylab,10,1.8976198599275322,0,8,8,16
MB_143,brookes-babylab:MB_143,287,F,central fixation,term,1,IDS,IDS8,16,2.69,noerror,noerror,NA,English,brookes-babylab,10,0.9895411936137477,0,8,8,16
MB_144,brookes-babylab:MB_144,216,F,central fixation,term,1,ADS,ADS5,1,7.78,noerror,noerror,NA,English,brookes-babylab,8,2.0515563381903004,0,8,8,16
MB_144,brookes-babylab:MB_144,216,F,central fixation,term,1,IDS,IDS5,2,10.86,noerror,noerror,NA,English,brookes-babylab,8,2.3850863145057892,0,8,8,16
MB_144,brookes-babylab:MB_144,216,F,central fixation,term,1,IDS,IDS7,3,5.3,noerror,noerror,NA,English,brookes-babylab,8,1.667706820558076,0,8,8,16
MB_144,brookes-babylab:MB_144,216,F,central fixation,term,1,ADS,ADS7,4,9.3,noerror,noerror,NA,English,brookes-babylab,8,2.2300144001592104,0,8,8,16
MB_144,brookes-babylab:MB_144,216,F,central fixation,term,1,IDS,IDS1,5,14.51,noerror,noerror,NA,English,brookes-babylab,8,2.6748380668960965,0,8,8,16
MB_144,brookes-babylab:MB_144,216,F,central fixation,term,1,ADS,ADS1,6,17.43,noerror,noerror,NA,English,brookes-babylab,8,2.8581928595319295,0,8,8,16
MB_144,brookes-babylab:MB_144,216,F,central fixation,term,1,IDS,IDS3,7,2.33,noerror,noerror,NA,English,brookes-babylab,8,0.8458682675776092,0,8,8,16
MB_144,brookes-babylab:MB_144,216,F,central fixation,term,1,ADS,ADS3,8,10.82,noerror,noerror,NA,English,brookes-babylab,8,2.3813962734183356,0,8,8,16
MB_144,brookes-babylab:MB_144,216,F,central fixation,term,1,IDS,IDS2,9,11.22,noerror,noerror,NA,English,brookes-babylab,8,2.4176979000945504,0,8,8,16
MB_144,brookes-babylab:MB_144,216,F,central fixation,term,1,ADS,ADS2,10,5.26,noerror,noerror,NA,English,brookes-babylab,8,1.6601310267496185,0,8,8,16
MB_144,brookes-babylab:MB_144,216,F,central fixation,term,1,ADS,ADS4,11,7.65,noerror,noerror,NA,English,brookes-babylab,8,2.0347056478384444,0,8,8,16
MB_144,brookes-babylab:MB_144,216,F,central fixation,term,1,IDS,IDS4,12,16.97,noerror,noerror,NA,English,brookes-babylab,8,2.831447079246135,0,8,8,16
MB_144,brookes-babylab:MB_144,216,F,central fixation,term,1,ADS,ADS6,13,7.81,noerror,noerror,NA,English,brookes-babylab,8,2.0554049638515948,0,8,8,16
MB_144,brookes-babylab:MB_144,216,F,central fixation,term,1,IDS,IDS6,14,16.25,noerror,noerror,NA,English,brookes-babylab,8,2.7880929087757464,0,8,8,16
MB_144,brookes-babylab:MB_144,216,F,central fixation,term,1,ADS,ADS8,15,8.24,noerror,noerror,NA,English,brookes-babylab,8,2.1090003439213802,0,8,8,16
MB_144,brookes-babylab:MB_144,216,F,central fixation,term,1,IDS,IDS8,16,17.4,noerror,noerror,NA,English,brookes-babylab,8,2.856470206220483,0,8,8,16
MB_42,brookes-babylab:MB_42,228,M,central fixation,term,1,ADS,ADS1,1,17.36,noerror,noerror,NA,English,brookes-babylab,7,2.854168709232204,0,8,8,16
MB_42,brookes-babylab:MB_42,228,M,central fixation,term,1,IDS,IDS1,2,17.66,noerror,noerror,NA,English,brookes-babylab,7,2.8713021951758138,0,8,8,16
MB_42,brookes-babylab:MB_42,228,M,central fixation,term,1,ADS,ADS2,3,5.87,noerror,noerror,NA,English,brookes-babylab,7,1.7698546338400052,0,8,8,16
MB_42,brookes-babylab:MB_42,228,M,central fixation,term,1,IDS,IDS2,4,17.37,noerror,noerror,NA,English,brookes-babylab,7,2.854744580253014,0,8,8,16
MB_42,brookes-babylab:MB_42,228,M,central fixation,term,1,IDS,IDS3,5,14.58,noerror,noerror,NA,English,brookes-babylab,7,2.6796507265805123,0,8,8,16
MB_42,brookes-babylab:MB_42,228,M,central fixation,term,1,ADS,ADS3,6,6.41,noerror,noerror,NA,English,brookes-babylab,7,1.8578592709325787,0,8,8,16
MB_42,brookes-babylab:MB_42,228,M,central fixation,term,1,ADS,ADS4,7,5.08,noerror,noerror,NA,English,brookes-babylab,7,1.6253112615903906,0,8,8,16
MB_42,brookes-babylab:MB_42,228,M,central fixation,term,1,IDS,IDS4,8,6.89,noerror,noerror,NA,English,brookes-babylab,7,1.9300710850255671,0,8,8,16
MB_42,brookes-babylab:MB_42,228,M,central fixation,term,1,IDS,IDS5,9,6.2,noerror,noerror,NA,English,brookes-babylab,7,1.824549292051046,0,8,8,16
MB_42,brookes-babylab:MB_42,228,M,central fixation,term,1,ADS,ADS5,10,4.7,noerror,noerror,NA,English,brookes-babylab,7,1.547562508716013,0,8,8,16
MB_42,brookes-babylab:MB_42,228,M,central fixation,term,1,IDS,IDS6,11,14.37,noerror,noerror,NA,English,brookes-babylab,7,2.6651427000909336,0,8,8,16
MB_42,brookes-babylab:MB_42,228,M,central fixation,term,1,ADS,ADS6,12,5.31,noerror,noerror,NA,English,brookes-babylab,7,1.6695918352538475,0,8,8,16
MB_42,brookes-babylab:MB_42,228,M,central fixation,term,1,ADS,ADS7,13,4.26,noerror,noerror,NA,English,brookes-babylab,7,1.449269160281279,0,8,8,16
MB_42,brookes-babylab:MB_42,228,M,central fixation,term,1,IDS,IDS7,14,5.06,noerror,noerror,NA,English,brookes-babylab,7,1.6213664832993742,0,8,8,16
MB_42,brookes-babylab:MB_42,228,M,central fixation,term,1,IDS,IDS8,15,4.7,noerror,noerror,NA,English,brookes-babylab,7,1.547562508716013,0,8,8,16
MB_42,brookes-babylab:MB_42,228,M,central fixation,term,1,ADS,ADS8,16,5.5,noerror,noerror,NA,English,brookes-babylab,7,1.7047480922384253,0,8,8,16
MB_48,brookes-babylab:MB_48,269,NA,central fixation,term,1,ADS,ADS5,1,17.55,noerror,noerror,NA,English,brookes-babylab,9,2.865053949911875,0,8,8,16
MB_48,brookes-babylab:MB_48,269,NA,central fixation,term,1,IDS,IDS5,2,17.59,noerror,noerror,NA,English,brookes-babylab,9,2.8673305587494666,0,8,8,16
MB_48,brookes-babylab:MB_48,269,NA,central fixation,term,1,IDS,IDS7,3,16.66,noerror,noerror,NA,English,brookes-babylab,9,2.8130106367386967,0,8,8,16
MB_48,brookes-babylab:MB_48,269,NA,central fixation,term,1,ADS,ADS7,4,17.58,noerror,noerror,NA,English,brookes-babylab,9,2.866761892257031,0,8,8,16
MB_48,brookes-babylab:MB_48,269,NA,central fixation,term,1,IDS,IDS1,5,17.47,noerror,noerror,NA,English,brookes-babylab,9,2.8604851241459652,0,8,8,16
MB_48,brookes-babylab:MB_48,269,NA,central fixation,term,1,ADS,ADS1,6,4.85,noerror,noerror,NA,English,brookes-babylab,9,1.5789787049493917,0,8,8,16
MB_48,brookes-babylab:MB_48,269,NA,central fixation,term,1,IDS,IDS3,7,2.19,noerror,noerror,NA,English,brookes-babylab,9,0.7839015438284094,0,8,8,16
MB_48,brookes-babylab:MB_48,269,NA,central fixation,term,1,ADS,ADS3,8,9.28,noerror,noerror,NA,English,brookes-babylab,9,2.2278615467981093,0,8,8,16
MB_48,brookes-babylab:MB_48,269,NA,central fixation,term,1,IDS,IDS2,9,6.5,noerror,noerror,NA,English,brookes-babylab,9,1.8718021769015913,0,8,8,16
MB_48,brookes-babylab:MB_48,269,NA,central fixation,term,1,ADS,ADS2,10,6.9,noerror,noerror,NA,English,brookes-babylab,9,1.9315214116032138,0,8,8,16
MB_48,brookes-babylab:MB_48,269,NA,central fixation,term,1,ADS,ADS4,11,11.87,noerror,noerror,NA,English,brookes-babylab,9,2.4740142086215764,0,8,8,16
MB_48,brookes-babylab:MB_48,269,NA,central fixation,term,1,IDS,IDS4,12,5.89,noerror,noerror,NA,English,brookes-babylab,9,1.7732559976634952,0,8,8,16
MB_48,brookes-babylab:MB_48,269,NA,central fixation,term,1,ADS,ADS6,13,4.63,noerror,noerror,NA,English,brookes-babylab,9,1.5325568680981427,0,8,8,16
MB_48,brookes-babylab:MB_48,269,NA,central fixation,term,1,IDS,IDS6,14,5,noerror,noerror,NA,English,brookes-babylab,9,1.6094379124341003,0,8,8,16
MB_48,brookes-babylab:MB_48,269,NA,central fixation,term,1,ADS,ADS8,15,4.32,noerror,noerror,NA,English,brookes-babylab,9,1.463255402256019,0,8,8,16
MB_48,brookes-babylab:MB_48,269,NA,central fixation,term,1,IDS,IDS8,16,13.25,noerror,noerror,NA,English,brookes-babylab,9,2.583997552432231,0,8,8,16
MB_50,brookes-babylab:MB_50,255,F,central fixation,term,1,ADS,ADS1,1,6.74,noerror,noerror,NA,English,brookes-babylab,7,1.9080599249242156,0,8,8,16
MB_50,brookes-babylab:MB_50,255,F,central fixation,term,1,IDS,IDS1,2,14.2,noerror,noerror,NA,English,brookes-babylab,7,2.653241964607215,0,8,8,16
MB_50,brookes-babylab:MB_50,255,F,central fixation,term,1,ADS,ADS2,3,11.24,noerror,noerror,NA,English,brookes-babylab,7,2.419478844465545,0,8,8,16
MB_50,brookes-babylab:MB_50,255,F,central fixation,term,1,IDS,IDS2,4,3.26,noerror,noerror,NA,English,brookes-babylab,7,1.1817271953786161,0,8,8,16
MB_50,brookes-babylab:MB_50,255,F,central fixation,term,1,IDS,IDS3,5,5.27,noerror,noerror,NA,English,brookes-babylab,7,1.6620303625532709,0,8,8,16
MB_50,brookes-babylab:MB_50,255,F,central fixation,term,1,ADS,ADS3,6,4.74,noerror,noerror,NA,English,brookes-babylab,7,1.556037135706985,0,8,8,16
MB_50,brookes-babylab:MB_50,255,F,central fixation,term,1,ADS,ADS4,7,4.58,noerror,noerror,NA,English,brookes-babylab,7,1.5216989981260935,0,8,8,16
MB_50,brookes-babylab:MB_50,255,F,central fixation,term,1,IDS,IDS4,8,4.62,noerror,noerror,NA,English,brookes-babylab,7,1.5303947050936475,0,8,8,16
MB_50,brookes-babylab:MB_50,255,F,central fixation,term,1,IDS,IDS5,9,4.22,noerror,noerror,NA,English,brookes-babylab,7,1.4398351280479205,0,8,8,16
MB_50,brookes-babylab:MB_50,255,F,central fixation,term,1,ADS,ADS5,10,5.27,noerror,noerror,NA,English,brookes-babylab,7,1.6620303625532709,0,8,8,16
MB_50,brookes-babylab:MB_50,255,F,central fixation,term,1,IDS,IDS6,11,7.64,noerror,noerror,NA,English,brookes-babylab,7,2.033397603178429,0,8,8,16
MB_50,brookes-babylab:MB_50,255,F,central fixation,term,1,ADS,ADS6,12,2.84,noerror,noerror,NA,English,brookes-babylab,7,1.0438040521731147,0,8,8,16
MB_50,brookes-babylab:MB_50,255,F,central fixation,term,1,ADS,ADS7,13,2.51,noerror,noerror,NA,English,brookes-babylab,7,0.9202827531436925,0,8,8,16
MB_50,brookes-babylab:MB_50,255,F,central fixation,term,1,IDS,IDS7,14,5.16,noerror,noerror,NA,English,brookes-babylab,7,1.6409365794934714,0,8,8,16
MB_50,brookes-babylab:MB_50,255,F,central fixation,term,1,IDS,IDS8,15,5.71,noerror,noerror,NA,English,brookes-babylab,7,1.742219023667919,0,8,8,16
MB_50,brookes-babylab:MB_50,255,F,central fixation,term,1,ADS,ADS8,16,2.66,noerror,noerror,NA,English,brookes-babylab,7,0.9783261227936078,0,8,8,16
MB_80,brookes-babylab:MB_80,270,F,central fixation,term,1,ADS,ADS5,1,7.18,noerror,noerror,NA,English,brookes-babylab,12,1.9712993830601329,0,8,8,16
MB_80,brookes-babylab:MB_80,270,F,central fixation,term,1,IDS,IDS5,2,7.7,noerror,noerror,NA,English,brookes-babylab,12,2.0412203288596382,0,8,8,16
MB_80,brookes-babylab:MB_80,270,F,central fixation,term,1,IDS,IDS7,3,4.36,noerror,noerror,NA,English,brookes-babylab,12,1.472472057360943,0,8,8,16
MB_80,brookes-babylab:MB_80,270,F,central fixation,term,1,ADS,ADS7,4,3.59,noerror,noerror,NA,English,brookes-babylab,12,1.2781522025001875,0,8,8,16
MB_80,brookes-babylab:MB_80,270,F,central fixation,term,1,IDS,IDS1,5,8.57,noerror,noerror,NA,English,brookes-babylab,12,2.1482677326096886,0,8,8,16
MB_80,brookes-babylab:MB_80,270,F,central fixation,term,1,ADS,ADS1,6,10.13,noerror,noerror,NA,English,brookes-babylab,12,2.315501318260592,0,8,8,16
MB_80,brookes-babylab:MB_80,270,F,central fixation,term,1,IDS,IDS3,7,11.01,noerror,noerror,NA,English,brookes-babylab,12,2.3988039507345884,0,8,8,16
MB_80,brookes-babylab:MB_80,270,F,central fixation,term,1,ADS,ADS3,8,6.28,noerror,noerror,NA,English,brookes-babylab,12,1.8373699804801074,0,8,8,16
MB_80,brookes-babylab:MB_80,270,F,central fixation,term,1,IDS,IDS2,9,5.29,noerror,noerror,NA,English,brookes-babylab,12,1.665818245870208,0,8,8,16
MB_80,brookes-babylab:MB_80,270,F,central fixation,term,1,ADS,ADS2,10,5.26,noerror,noerror,NA,English,brookes-babylab,12,1.6601310267496185,0,8,8,16
MB_80,brookes-babylab:MB_80,270,F,central fixation,term,1,ADS,ADS4,11,8.03,noerror,noerror,NA,English,brookes-babylab,12,2.0831845279586703,0,8,8,16
MB_80,brookes-babylab:MB_80,270,F,central fixation,term,1,IDS,IDS4,12,6.69,noerror,noerror,NA,English,brookes-babylab,12,1.900613874140137,0,8,8,16
MB_80,brookes-babylab:MB_80,270,F,central fixation,term,1,ADS,ADS6,13,2.34,noerror,noerror,NA,English,brookes-babylab,12,0.85015092936961,0,8,8,16
MB_80,brookes-babylab:MB_80,270,F,central fixation,term,1,IDS,IDS6,14,2.97,noerror,noerror,NA,English,brookes-babylab,12,1.0885619528146082,0,8,8,16
MB_80,brookes-babylab:MB_80,270,F,central fixation,term,1,ADS,ADS8,15,3.44,noerror,noerror,NA,English,brookes-babylab,12,1.235471471385307,0,8,8,16
MB_80,brookes-babylab:MB_80,270,F,central fixation,term,1,IDS,IDS8,16,4.9,noerror,noerror,NA,English,brookes-babylab,12,1.589235205116581,0,8,8,16
MB_138,brookes-babylab:MB_138,247,F,central fixation,term,2,ADS,ADS1,1,13.34,noerror,noerror,NA,English,brookes-babylab,7,2.590767040487478,0,8,8,16
MB_138,brookes-babylab:MB_138,247,F,central fixation,term,2,IDS,IDS1,2,17.62,noerror,noerror,NA,English,brookes-babylab,7,2.8690346205080335,0,8,8,16
MB_138,brookes-babylab:MB_138,247,F,central fixation,term,2,ADS,ADS2,3,5.9,noerror,noerror,NA,English,brookes-babylab,7,1.7749523509116738,0,8,8,16
MB_138,brookes-babylab:MB_138,247,F,central fixation,term,2,IDS,IDS2,4,17.62,noerror,noerror,NA,English,brookes-babylab,7,2.8690346205080335,0,8,8,16
MB_138,brookes-babylab:MB_138,247,F,central fixation,term,2,IDS,IDS3,5,7.62,noerror,noerror,NA,English,brookes-babylab,7,2.030776369698555,0,8,8,16
MB_138,brookes-babylab:MB_138,247,F,central fixation,term,2,ADS,ADS3,6,3.98,noerror,noerror,NA,English,brookes-babylab,7,1.3812818192963463,0,8,8,16
MB_138,brookes-babylab:MB_138,247,F,central fixation,term,2,ADS,ADS4,7,9.46,noerror,noerror,NA,English,brookes-babylab,7,2.247072383063787,0,8,8,16
MB_138,brookes-babylab:MB_138,247,F,central fixation,term,2,IDS,IDS4,8,13.72,noerror,noerror,NA,English,brookes-babylab,7,2.6188546222977394,0,8,8,16
MB_138,brookes-babylab:MB_138,247,F,central fixation,term,2,IDS,IDS5,9,17.36,noerror,noerror,NA,English,brookes-babylab,7,2.854168709232204,0,8,8,16
MB_138,brookes-babylab:MB_138,247,F,central fixation,term,2,ADS,ADS5,10,3.64,noerror,noerror,NA,English,brookes-babylab,7,1.2919836816486494,0,8,8,16
MB_138,brookes-babylab:MB_138,247,F,central fixation,term,2,IDS,IDS6,11,7.49,noerror,noerror,NA,English,brookes-babylab,7,2.0135687975291283,0,8,8,16
MB_138,brookes-babylab:MB_138,247,F,central fixation,term,2,ADS,ADS6,12,5.27,noerror,noerror,NA,English,brookes-babylab,7,1.6620303625532709,0,8,8,16
MB_138,brookes-babylab:MB_138,247,F,central fixation,term,2,ADS,ADS7,13,4.37,noerror,noerror,NA,English,brookes-babylab,7,1.4747630091074988,0,8,8,16
MB_138,brookes-babylab:MB_138,247,F,central fixation,term,2,IDS,IDS7,14,10.84,noerror,noerror,NA,English,brookes-babylab,7,2.3832429960115,0,8,8,16
MB_138,brookes-babylab:MB_138,247,F,central fixation,term,2,IDS,IDS8,15,9.04,noerror,noerror,NA,English,brookes-babylab,7,2.201659174404085,0,8,8,16
MB_138,brookes-babylab:MB_138,247,F,central fixation,term,2,ADS,ADS8,16,4.87,noerror,noerror,NA,English,brookes-babylab,7,1.5830939370944985,0,8,8,16
MB_139,brookes-babylab:MB_139,284,F,central fixation,term,2,IDS,IDS5,1,12.67,noerror,noerror,NA,English,brookes-babylab,6,2.5392369943330477,0,8,8,16
MB_139,brookes-babylab:MB_139,284,F,central fixation,term,2,ADS,ADS5,2,13.64,noerror,noerror,NA,English,brookes-babylab,6,2.613006652415316,0,8,8,16
MB_139,brookes-babylab:MB_139,284,F,central fixation,term,2,ADS,ADS7,3,5.04,noerror,noerror,NA,English,brookes-babylab,6,1.6174060820832772,0,8,8,16
MB_139,brookes-babylab:MB_139,284,F,central fixation,term,2,IDS,IDS7,4,9.9,noerror,noerror,NA,English,brookes-babylab,6,2.2925347571405443,0,8,8,16
MB_139,brookes-babylab:MB_139,284,F,central fixation,term,2,ADS,ADS1,5,4.42,noerror,noerror,NA,English,brookes-babylab,6,1.4861396960896067,0,8,8,16
MB_139,brookes-babylab:MB_139,284,F,central fixation,term,2,IDS,IDS1,6,10.08,noerror,noerror,NA,English,brookes-babylab,6,2.3105532626432224,0,8,8,16
MB_139,brookes-babylab:MB_139,284,F,central fixation,term,2,ADS,ADS3,7,5.79,noerror,noerror,NA,English,brookes-babylab,6,1.7561322915849038,0,8,8,16
MB_139,brookes-babylab:MB_139,284,F,central fixation,term,2,IDS,IDS3,8,7.64,noerror,noerror,NA,English,brookes-babylab,6,2.033397603178429,0,8,8,16
MB_139,brookes-babylab:MB_139,284,F,central fixation,term,2,ADS,ADS2,9,10.63,noerror,noerror,NA,English,brookes-babylab,6,2.363680192353857,0,8,8,16
MB_139,brookes-babylab:MB_139,284,F,central fixation,term,2,IDS,IDS2,10,16.26,noerror,noerror,NA,English,brookes-babylab,6,2.7887081041196646,0,8,8,16
MB_139,brookes-babylab:MB_139,284,F,central fixation,term,2,IDS,IDS4,11,4.79,noerror,noerror,NA,English,brookes-babylab,6,1.5665304114228238,0,8,8,16
MB_139,brookes-babylab:MB_139,284,F,central fixation,term,2,ADS,ADS4,12,6.29,noerror,noerror,NA,English,brookes-babylab,6,1.8389610707123492,0,8,8,16
MB_139,brookes-babylab:MB_139,284,F,central fixation,term,2,IDS,IDS6,13,11.46,noerror,noerror,NA,English,brookes-babylab,6,2.4388627112865935,0,8,8,16
MB_139,brookes-babylab:MB_139,284,F,central fixation,term,2,ADS,ADS6,14,7.22,noerror,noerror,NA,English,brookes-babylab,6,1.9768549529047348,0,8,8,16
MB_139,brookes-babylab:MB_139,284,F,central fixation,term,2,IDS,IDS8,15,13.19,noerror,noerror,NA,English,brookes-babylab,6,2.579458966729223,0,8,8,16
MB_139,brookes-babylab:MB_139,284,F,central fixation,term,2,ADS,ADS8,16,3.02,noerror,noerror,NA,English,brookes-babylab,6,1.1052568313867783,0,8,8,16
MB_140,brookes-babylab:MB_140,261,F,central fixation,term,2,ADS,ADS1,1,4.18,noerror,noerror,NA,English,brookes-babylab,8,1.430311246536665,0,8,8,16
MB_140,brookes-babylab:MB_140,261,F,central fixation,term,2,IDS,IDS1,2,17.94,noerror,noerror,NA,English,brookes-babylab,8,2.88703285663065,0,8,8,16
MB_140,brookes-babylab:MB_140,261,F,central fixation,term,2,ADS,ADS2,3,13.67,noerror,noerror,NA,English,brookes-babylab,8,2.6152036507358583,0,8,8,16
MB_140,brookes-babylab:MB_140,261,F,central fixation,term,2,IDS,IDS2,4,8.28,noerror,noerror,NA,English,brookes-babylab,8,2.1138429683971682,0,8,8,16
MB_140,brookes-babylab:MB_140,261,F,central fixation,term,2,IDS,IDS3,5,3.42,noerror,noerror,NA,English,brookes-babylab,8,1.2296405510745139,0,8,8,16
MB_140,brookes-babylab:MB_140,261,F,central fixation,term,2,ADS,ADS3,6,2.91,noerror,noerror,NA,English,brookes-babylab,8,1.0681530811834012,0,8,8,16
MB_140,brookes-babylab:MB_140,261,F,central fixation,term,2,ADS,ADS4,7,2.72,noerror,noerror,NA,English,brookes-babylab,8,1.000631880307906,0,8,8,16
MB_140,brookes-babylab:MB_140,261,F,central fixation,term,2,IDS,IDS4,8,5.56,noerror,noerror,NA,English,brookes-babylab,8,1.715598108262491,0,8,8,16
MB_140,brookes-babylab:MB_140,261,F,central fixation,term,2,IDS,IDS5,9,2.51,noerror,noerror,NA,English,brookes-babylab,8,0.9202827531436925,0,8,8,16
MB_140,brookes-babylab:MB_140,261,F,central fixation,term,2,ADS,ADS5,10,10.52,noerror,noerror,NA,English,brookes-babylab,8,2.3532782073095637,0,8,8,16
MB_140,brookes-babylab:MB_140,261,F,central fixation,term,2,IDS,IDS6,11,11.02,noerror,noerror,NA,English,brookes-babylab,8,2.3997118037247684,0,8,8,16
MB_140,brookes-babylab:MB_140,261,F,central fixation,term,2,ADS,ADS6,12,3.12,noerror,noerror,NA,English,brookes-babylab,8,1.1378330018213911,0,8,8,16
MB_140,brookes-babylab:MB_140,261,F,central fixation,term,2,ADS,ADS7,13,5.56,noerror,noerror,NA,English,brookes-babylab,8,1.715598108262491,0,8,8,16
MB_140,brookes-babylab:MB_140,261,F,central fixation,term,2,IDS,IDS7,14,13.07,noerror,noerror,NA,English,brookes-babylab,8,2.570319527636131,0,8,8,16
MB_140,brookes-babylab:MB_140,261,F,central fixation,term,2,IDS,IDS8,15,4.01,noerror,noerror,NA,English,brookes-babylab,8,1.3887912413184778,0,8,8,16
MB_140,brookes-babylab:MB_140,261,F,central fixation,term,2,ADS,ADS8,16,2.53,noerror,noerror,NA,English,brookes-babylab,8,0.9282193027394288,0,8,8,16
MB_141,brookes-babylab:MB_141,270,F,central fixation,term,2,IDS,IDS5,1,5.22,noerror,noerror,NA,English,brookes-babylab,10,1.6524974018945473,0,8,8,16
MB_141,brookes-babylab:MB_141,270,F,central fixation,term,2,ADS,ADS5,2,17.41,noerror,noerror,NA,English,brookes-babylab,10,2.8570447537800976,0,8,8,16
MB_141,brookes-babylab:MB_141,270,F,central fixation,term,2,ADS,ADS7,3,13.2,noerror,noerror,NA,English,brookes-babylab,10,2.580216829592325,0,8,8,16
MB_141,brookes-babylab:MB_141,270,F,central fixation,term,2,IDS,IDS7,4,10.7,noerror,noerror,NA,English,brookes-babylab,10,2.3702437414678603,0,8,8,16
MB_141,brookes-babylab:MB_141,270,F,central fixation,term,2,ADS,ADS1,5,17.71,noerror,noerror,NA,English,brookes-babylab,10,2.8741294517947424,0,8,8,16
