Subject,Subject_Unique,Age,Gender,Method,preterm,Session,Condition,stimulus,trial_num,LT,trial_error,session_error,session_error_type,Language,Lab,days_between_sessions,log_lt,N_below_threshold_lt,N_IDS,N_ADS,total_trial_n
b7033,babylab-potsdam:b7033,218,F,HPP,term,1,ADS,ADS1,1,14.371,noerror,noerror,NA,German,babylab-potsdam,21,2.66521228709211,0,8,8,16
b7033,babylab-potsdam:b7033,218,F,HPP,term,1,IDS,IDS1,2,13.835,noerror,noerror,NA,German,babylab-potsdam,21,2.6272016132388893,0,8,8,16
b7033,babylab-potsdam:b7033,218,F,HPP,term,1,ADS,ADS2,3,6.163,noerror,noerror,NA,German,babylab-potsdam,21,1.8185636719801062,0,8,8,16
b7033,babylab-potsdam:b7033,218,F,HPP,term,1,IDS,IDS2,4,6.851,noerror,noerror,NA,German,babylab-potsdam,21,1.924394627020762,0,8,8,16
b7033,babylab-potsdam:b7033,218,F,HPP,term,1,IDS,IDS3,5,9.118,noerror,noerror,NA,German,babylab-potsdam,21,2.21025048179125,0,8,8,16
b7033,babylab-potsdam:b7033,218,F,HPP,term,1,ADS,ADS3,6,3.765,noerror,noerror,NA,German,babylab-potsdam,21,1.325747861251857,0,8,8,16
b7033,babylab-potsdam:b7033,218,F,HPP,term,1,ADS,ADS4,7,5.231,noerror,noerror,NA,German,babylab-potsdam,21,1.654602464388474,0,8,8,16
b7033,babylab-potsdam:b7033,218,F,HPP,term,1,IDS,IDS4,8,10.349,noerror,noerror,NA,German,babylab-potsdam,21,2.336889896686036,0,8,8,16
b7033,babylab-potsdam:b7033,218,F,HPP,term,1,IDS,IDS5,9,7.259,noerror,noerror,NA,German,babylab-potsdam,21,1.9822420783027037,0,8,8,16
b7033,babylab-potsdam:b7033,218,F,HPP,term,1,ADS,ADS5,10,5.321,noerror,noerror,NA,German,babylab-potsdam,21,1.6716612556142323,0,8,8,16
b7033,babylab-potsdam:b7033,218,F,HPP,term,1,IDS,IDS6,11,8.399,noerror,noerror,NA,German,babylab-potsdam,21,2.12811265114349,0,8,8,16
b7033,babylab-potsdam:b7033,218,F,HPP,term,1,ADS,ADS6,12,4.226,noerror,noerror,NA,German,babylab-potsdam,21,1.441255919193865,0,8,8,16
b7033,babylab-potsdam:b7033,218,F,HPP,term,1,ADS,ADS7,13,5.728,noerror,noerror,NA,German,babylab-potsdam,21,1.7453664296583444,0,8,8,16
b7033,babylab-potsdam:b7033,218,F,HPP,term,1,IDS,IDS7,14,6.896,noerror,noerror,NA,German,babylab-potsdam,21,1.930941533361392,0,8,8,16
b7033,babylab-potsdam:b7033,218,F,HPP,term,1,IDS,IDS8,15,7.494,noerror,noerror,NA,German,babylab-potsdam,21,2.0141027003714957,0,8,8,16
b7033,babylab-potsdam:b7033,218,F,HPP,term,1,ADS,ADS8,16,4.424,noerror,noerror,NA,German,babylab-potsdam,21,1.4870442642200337,0,8,8,16
b7033,babylab-potsdam:b7033,239,F,HPP,term,2,ADS,ADS1,1,4.291,noerror,noerror,NA,German,babylab-potsdam,21,1.4565198060093878,0,8,8,16
b7033,babylab-potsdam:b7033,239,F,HPP,term,2,IDS,IDS1,2,3.899,noerror,noerror,NA,German,babylab-potsdam,21,1.3607201100004602,0,8,8,16
b7033,babylab-potsdam:b7033,239,F,HPP,term,2,ADS,ADS2,3,2.738,noerror,noerror,NA,German,babylab-potsdam,21,1.007227726866257,0,8,8,16
b7033,babylab-potsdam:b7033,239,F,HPP,term,2,IDS,IDS2,4,2.979,noerror,noerror,NA,German,babylab-potsdam,21,1.0915876737311452,0,8,8,16
b7033,babylab-potsdam:b7033,239,F,HPP,term,2,IDS,IDS3,5,4.517,noerror,noerror,NA,German,babylab-potsdam,21,1.5078480566724672,0,8,8,16
b7033,babylab-potsdam:b7033,239,F,HPP,term,2,ADS,ADS3,6,3.67,noerror,noerror,NA,German,babylab-potsdam,21,1.3001916620664788,0,8,8,16
b7033,babylab-potsdam:b7033,239,F,HPP,term,2,ADS,ADS4,7,4.075,noerror,noerror,NA,German,babylab-potsdam,21,1.404870746692826,0,8,8,16
b7033,babylab-potsdam:b7033,239,F,HPP,term,2,IDS,IDS4,8,3.108,noerror,noerror,NA,German,babylab-potsdam,21,1.1339794325054011,0,8,8,16
b7033,babylab-potsdam:b7033,239,F,HPP,term,2,IDS,IDS5,9,4.925,noerror,noerror,NA,German,babylab-potsdam,21,1.5943242746240522,0,8,8,16
b7033,babylab-potsdam:b7033,239,F,HPP,term,2,ADS,ADS5,10,2.603,noerror,noerror,NA,German,babylab-potsdam,21,0.9566646260124284,0,8,8,16
b7033,babylab-potsdam:b7033,239,F,HPP,term,2,IDS,IDS6,11,2.23,noerror,noerror,NA,German,babylab-potsdam,21,0.8020015854720274,0,8,8,16
b7033,babylab-potsdam:b7033,239,F,HPP,term,2,ADS,ADS6,12,2.473,noerror,noerror,NA,German,babylab-potsdam,21,0.9054319885392791,0,8,8,16
b7033,babylab-potsdam:b7033,239,F,HPP,term,2,ADS,ADS7,13,5.16,noerror,noerror,NA,German,babylab-potsdam,21,1.6409365794934714,0,8,8,16
b7033,babylab-potsdam:b7033,239,F,HPP,term,2,IDS,IDS7,14,3.564,noerror,noerror,NA,German,babylab-potsdam,21,1.2708835096085629,0,8,8,16
b7033,babylab-potsdam:b7033,239,F,HPP,term,2,IDS,IDS8,15,3.199,noerror,noerror,NA,German,babylab-potsdam,21,1.1628382609673809,0,8,8,16
b7033,babylab-potsdam:b7033,239,F,HPP,term,2,ADS,ADS8,16,3.741,noerror,noerror,NA,German,babylab-potsdam,21,1.319352955366009,0,8,8,16
b7105,babylab-potsdam:b7105,197,M,HPP,term,1,ADS,ADS1,1,16.851,noerror,noerror,NA,German,babylab-potsdam,7,2.8244100022184053,0,8,8,16
b7105,babylab-potsdam:b7105,197,M,HPP,term,1,IDS,IDS1,2,17.678,noerror,noerror,NA,German,babylab-potsdam,7,2.8723209286387563,0,8,8,16
b7105,babylab-potsdam:b7105,197,M,HPP,term,1,ADS,ADS2,3,18,noerror,noerror,NA,German,babylab-potsdam,7,2.8903717578961645,0,8,8,16
b7105,babylab-potsdam:b7105,197,M,HPP,term,1,IDS,IDS2,4,15.279,noerror,noerror,NA,German,babylab-potsdam,7,2.726479336570577,0,8,8,16
b7105,babylab-potsdam:b7105,197,M,HPP,term,1,IDS,IDS3,5,14.227,noerror,noerror,NA,German,babylab-potsdam,7,2.65514156766903,0,8,8,16
b7105,babylab-potsdam:b7105,197,M,HPP,term,1,ADS,ADS3,6,8.798,noerror,noerror,NA,German,babylab-potsdam,7,2.174524422926528,0,8,8,16
b7105,babylab-potsdam:b7105,197,M,HPP,term,1,ADS,ADS4,7,6.306,noerror,noerror,NA,German,babylab-potsdam,7,1.8415015611228691,0,8,8,16
b7105,babylab-potsdam:b7105,197,M,HPP,term,1,IDS,IDS4,8,3.726,noerror,noerror,NA,German,babylab-potsdam,7,1.3153352721793967,0,8,8,16
b7105,babylab-potsdam:b7105,197,M,HPP,term,1,IDS,IDS5,9,10.107,noerror,noerror,NA,German,babylab-potsdam,7,2.3132282530925252,0,8,8,16
b7105,babylab-potsdam:b7105,197,M,HPP,term,1,ADS,ADS5,10,5.519,noerror,noerror,NA,German,babylab-potsdam,7,1.7081966844573642,0,8,8,16
b7105,babylab-potsdam:b7105,197,M,HPP,term,1,IDS,IDS6,11,3.656,noerror,noerror,NA,German,babylab-potsdam,7,1.2963696535919036,0,8,8,16
b7105,babylab-potsdam:b7105,197,M,HPP,term,1,ADS,ADS6,12,16.577,noerror,noerror,NA,German,babylab-potsdam,7,2.808016192442729,0,8,8,16
b7105,babylab-potsdam:b7105,197,M,HPP,term,1,ADS,ADS7,13,10.531,noerror,noerror,NA,German,babylab-potsdam,7,2.35432328839846,0,8,8,16
b7105,babylab-potsdam:b7105,197,M,HPP,term,1,IDS,IDS7,14,14.198,noerror,noerror,NA,German,babylab-potsdam,7,2.6531011096171944,0,8,8,16
b7105,babylab-potsdam:b7105,197,M,HPP,term,1,IDS,IDS8,15,7.828,noerror,noerror,NA,German,babylab-potsdam,7,2.0577070495338297,0,8,8,16
b7105,babylab-potsdam:b7105,197,M,HPP,term,1,ADS,ADS8,16,5.961,noerror,noerror,NA,German,babylab-potsdam,7,1.7852382522377896,0,8,8,16
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,ADS,ADS5,1,15.826,noerror,noerror,NA,German,babylab-potsdam,9,2.7616541571870017,0,8,8,16
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,IDS,IDS5,2,8.271,noerror,noerror,NA,German,babylab-potsdam,9,2.1127554207097696,0,8,8,16
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,IDS,IDS7,3,16.981,noerror,noerror,NA,German,babylab-potsdam,9,2.832095071964164,0,8,8,16
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,ADS,ADS7,4,10.872,noerror,noerror,NA,German,babylab-potsdam,9,2.386190676848843,0,8,8,16
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,IDS,IDS1,5,13.772,noerror,noerror,NA,German,babylab-potsdam,9,2.622637545476277,0,8,8,16
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,ADS,ADS1,6,9.999,noerror,noerror,NA,German,babylab-potsdam,9,2.302485087993712,0,8,8,16
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,IDS,IDS3,7,13.356,noerror,noerror,NA,German,babylab-potsdam,9,2.591965722081408,0,8,8,16
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,ADS,ADS3,8,3.635,noerror,noerror,NA,German,babylab-potsdam,9,1.2906091109854827,0,8,8,16
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,IDS,IDS2,9,13.071,noerror,noerror,NA,German,babylab-potsdam,9,2.5703960358034146,0,8,8,16
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,ADS,ADS2,10,5.929,noerror,noerror,NA,German,babylab-potsdam,9,1.7798555647252308,0,8,8,16
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,ADS,ADS4,11,12.629,noerror,noerror,NA,German,babylab-potsdam,9,2.535995756664033,0,8,8,16
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,IDS,IDS4,12,5.657,noerror,noerror,NA,German,babylab-potsdam,9,1.7328937163610187,0,8,8,16
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,ADS,ADS6,13,13.001,noerror,noerror,NA,German,babylab-potsdam,9,2.5650262775800314,0,8,8,16
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,IDS,IDS6,14,3.492,noerror,noerror,NA,German,babylab-potsdam,9,1.2504746379773557,0,8,8,16
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,ADS,ADS8,15,5.038,noerror,noerror,NA,German,babylab-potsdam,9,1.6170091779304185,0,8,8,16
b7135,babylab-potsdam:b7135,257,F,HPP,term,1,IDS,IDS8,16,18,noerror,noerror,NA,German,babylab-potsdam,9,2.8903717578961645,0,8,8,16
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,ADS,ADS1,1,17.09,noerror,noerror,NA,German,babylab-potsdam,7,2.8384934971274993,0,8,8,16
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,IDS,IDS1,2,16.093,noerror,noerror,NA,German,babylab-potsdam,7,2.778384394836358,0,8,8,16
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,ADS,ADS2,3,15.219,noerror,noerror,NA,German,babylab-potsdam,7,2.7225446472526627,0,8,8,16
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,IDS,IDS2,4,9.904,noerror,noerror,NA,German,babylab-potsdam,7,2.29293871594224,0,8,8,16
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,IDS,IDS3,5,16.851,noerror,noerror,NA,German,babylab-potsdam,7,2.8244100022184053,0,8,8,16
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,ADS,ADS3,6,6.659,noerror,noerror,NA,German,babylab-potsdam,7,1.8959693231284853,0,8,8,16
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,ADS,ADS4,7,13.285,noerror,noerror,NA,German,babylab-potsdam,7,2.586635579211777,0,8,8,16
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,IDS,IDS4,8,6.405,noerror,noerror,NA,German,babylab-potsdam,7,1.8570789353486976,0,8,8,16
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,IDS,IDS5,9,13.075,noerror,noerror,NA,German,babylab-potsdam,7,2.5707020099509865,0,8,8,16
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,ADS,ADS5,10,7.281,noerror,noerror,NA,German,babylab-potsdam,7,1.985268215412574,0,8,8,16
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,IDS,IDS6,11,4.047,noerror,noerror,NA,German,babylab-potsdam,7,1.3979758658937285,0,8,8,16
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,ADS,ADS6,12,11.434,noerror,noerror,NA,German,babylab-potsdam,7,2.4365913728417796,0,8,8,16
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,ADS,ADS7,13,16.386,noerror,noerror,NA,German,babylab-potsdam,7,2.796427311719623,0,8,8,16
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,IDS,IDS7,14,7.577,noerror,noerror,NA,German,babylab-potsdam,7,2.0251173429492364,0,8,8,16
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,IDS,IDS8,15,5.968,noerror,noerror,NA,German,babylab-potsdam,7,1.7864118629014598,0,8,8,16
b7139,babylab-potsdam:b7139,206,F,HPP,term,1,ADS,ADS8,16,8.843,noerror,noerror,NA,German,babylab-potsdam,7,2.179626185593598,0,8,8,16
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,IDS,IDS5,1,11.185,noerror,noerror,NA,German,babylab-potsdam,9,2.414573594942093,0,8,8,16
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,ADS,ADS5,2,10.899,noerror,noerror,NA,German,babylab-potsdam,9,2.3886710419071746,0,8,8,16
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,ADS,ADS7,3,10.833,noerror,noerror,NA,German,babylab-potsdam,9,2.3825970309634306,0,8,8,16
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,IDS,IDS7,4,15.231,noerror,noerror,NA,German,babylab-potsdam,9,2.723332824633367,0,8,8,16
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,ADS,ADS1,5,13.544,noerror,noerror,NA,German,babylab-potsdam,9,2.6059436448308344,0,8,8,16
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,IDS,IDS1,6,12.234,noerror,noerror,NA,German,babylab-potsdam,9,2.5042189608203733,0,8,8,16
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,ADS,ADS3,7,4.151,noerror,noerror,NA,German,babylab-potsdam,9,1.4233492690709018,0,8,8,16
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,IDS,IDS3,8,5.267,noerror,noerror,NA,German,babylab-potsdam,9,1.6614609405012524,0,8,8,16
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,ADS,ADS2,9,3.781,noerror,noerror,NA,German,babylab-potsdam,9,1.329988524908796,0,8,8,16
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,IDS,IDS2,10,4.365,noerror,noerror,NA,German,babylab-potsdam,9,1.4736181892915656,0,8,8,16
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,IDS,IDS4,11,10.013,noerror,noerror,NA,German,babylab-potsdam,9,2.303884248725666,0,8,8,16
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,ADS,ADS4,12,3.514,noerror,noerror,NA,German,babylab-potsdam,9,1.2567549897649053,0,8,8,16
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,IDS,IDS6,13,3.042,noerror,noerror,NA,German,babylab-potsdam,9,1.112515193837101,0,8,8,16
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,ADS,ADS6,14,2.837,noerror,noerror,NA,German,babylab-potsdam,9,1.0427471558267143,0,8,8,16
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,IDS,IDS8,15,6.744,noerror,noerror,NA,German,babylab-potsdam,9,1.9086532206995543,0,8,8,16
b7145,babylab-potsdam:b7145,254,F,HPP,term,1,ADS,ADS8,16,4.86,noerror,noerror,NA,German,babylab-potsdam,9,1.5810384379124025,0,8,8,16
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,IDS,IDS5,1,9.035,noerror,noerror,NA,German,babylab-potsdam,9,2.201105924044192,0,8,8,16
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,ADS,ADS5,2,8.278,noerror,noerror,NA,German,babylab-potsdam,9,2.1136013933265407,0,8,8,16
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,ADS,ADS7,3,8.794,noerror,noerror,NA,German,babylab-potsdam,9,2.1740696707586182,0,8,8,16
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,IDS,IDS7,4,6.078,noerror,noerror,NA,German,babylab-potsdam,9,1.8046756944946014,0,8,8,16
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,ADS,ADS1,5,4.129,noerror,noerror,NA,German,babylab-potsdam,9,1.418035246903953,0,8,8,16
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,IDS,IDS1,6,4.875,noerror,noerror,NA,German,babylab-potsdam,9,1.5841201044498106,0,8,8,16
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,ADS,ADS3,7,4.391,noerror,noerror,NA,German,babylab-potsdam,9,1.4795569915795803,0,8,8,16
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,IDS,IDS3,8,7.376,noerror,noerror,NA,German,babylab-potsdam,9,1.9982314862542927,0,8,8,16
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,ADS,ADS2,9,6.637,noerror,noerror,NA,German,babylab-potsdam,9,1.892660054163788,0,8,8,16
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,IDS,IDS2,10,3.831,noerror,noerror,NA,German,babylab-potsdam,9,1.343125865718512,0,8,8,16
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,IDS,IDS4,11,18,noerror,noerror,NA,German,babylab-potsdam,9,2.8903717578961645,0,8,8,16
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,ADS,ADS4,12,4.9,noerror,noerror,NA,German,babylab-potsdam,9,1.589235205116581,0,8,8,16
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,IDS,IDS6,13,6.54,noerror,noerror,NA,German,babylab-potsdam,9,1.8779371654691073,0,8,8,16
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,ADS,ADS6,14,3.082,noerror,noerror,NA,German,babylab-potsdam,9,1.125578736897924,0,8,8,16
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,IDS,IDS8,15,5.292,noerror,noerror,NA,German,babylab-potsdam,9,1.6661962462527091,0,8,8,16
b7145,babylab-potsdam:b7145,263,F,HPP,term,2,ADS,ADS8,16,6.301,noerror,noerror,NA,German,babylab-potsdam,9,1.8407083509599185,0,8,8,16
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,IDS,IDS5,1,17.361,noerror,noerror,NA,German,babylab-potsdam,10,2.8542263112598114,0,8,8,16
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,ADS,ADS5,2,13.669,noerror,noerror,NA,German,babylab-potsdam,10,2.615130495170516,0,8,8,16
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,ADS,ADS7,3,9.077,noerror,noerror,NA,German,babylab-potsdam,10,2.2057437415444903,0,8,8,16
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,IDS,IDS7,4,14.082,noerror,noerror,NA,German,babylab-potsdam,10,2.6448973860969414,0,8,8,16
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,ADS,ADS1,5,8.708,noerror,noerror,NA,German,babylab-potsdam,10,2.164242143372301,0,8,8,16
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,IDS,IDS1,6,3.06,noerror,noerror,NA,German,babylab-potsdam,10,1.1184149159642893,0,8,8,16
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,ADS,ADS3,7,4.528,noerror,noerror,NA,German,babylab-potsdam,10,1.5102803409008818,0,8,8,16
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,IDS,IDS3,8,5.938,noerror,noerror,NA,German,babylab-potsdam,10,1.781372376341568,0,8,8,16
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,ADS,ADS2,9,2.908,noerror,noerror,NA,German,babylab-potsdam,10,1.067465559671273,0,8,8,16
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,IDS,IDS2,10,15.111,noerror,noerror,NA,German,babylab-potsdam,10,2.7154229554316234,0,8,8,16
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,IDS,IDS4,11,3.174,noerror,noerror,NA,German,babylab-potsdam,10,1.1549926221042173,0,8,8,16
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,ADS,ADS4,12,5.805,noerror,noerror,NA,German,babylab-potsdam,10,1.7587196151498548,0,8,8,16
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,IDS,IDS6,13,12.771,noerror,noerror,NA,German,babylab-potsdam,10,2.547176975514125,0,8,8,16
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,ADS,ADS6,14,2.625,noerror,noerror,NA,German,babylab-potsdam,10,0.965080896043587,0,8,8,16
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,IDS,IDS8,15,3.656,noerror,noerror,NA,German,babylab-potsdam,10,1.2963696535919036,0,8,8,16
b7146,babylab-potsdam:b7146,220,F,HPP,term,1,ADS,ADS8,16,10.958,noerror,noerror,NA,German,babylab-potsdam,10,2.394069783116224,0,8,8,16
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,IDS,IDS5,1,12.118,noerror,noerror,NA,German,babylab-potsdam,10,2.4946919505227974,0,8,8,16
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,ADS,ADS5,2,17.288,noerror,noerror,NA,German,babylab-potsdam,10,2.850012619204585,0,8,8,16
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,ADS,ADS7,3,16.581,noerror,noerror,NA,German,babylab-potsdam,10,2.8082574615192355,0,8,8,16
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,IDS,IDS7,4,4.716,noerror,noerror,NA,German,babylab-potsdam,10,1.5509609826751245,0,8,8,16
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,ADS,ADS1,5,13.488,noerror,noerror,NA,German,babylab-potsdam,10,2.6018004012594997,0,8,8,16
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,IDS,IDS1,6,10.622,noerror,noerror,NA,German,babylab-potsdam,10,2.3629273220002074,0,8,8,16
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,ADS,ADS3,7,3.057,noerror,noerror,NA,German,babylab-potsdam,10,1.1174340429086975,0,8,8,16
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,IDS,IDS3,8,6.166,noerror,noerror,NA,German,babylab-potsdam,10,1.8190503294639586,0,8,8,16
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,ADS,ADS2,9,2.617,noerror,noerror,NA,German,babylab-potsdam,10,0.9620286235480088,0,8,8,16
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,IDS,IDS2,10,7.921,noerror,noerror,NA,German,babylab-potsdam,10,2.0695174604821425,0,8,8,16
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,IDS,IDS4,11,2.833,noerror,noerror,NA,German,babylab-potsdam,10,1.0413362208483796,0,8,8,16
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,ADS,ADS4,12,2.141,noerror,noerror,NA,German,babylab-potsdam,10,0.7612730096075457,0,8,8,16
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,IDS,IDS6,13,2.38,noerror,noerror,NA,German,babylab-potsdam,10,0.8671004876833833,0,8,8,16
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,ADS,ADS6,14,5.245,noerror,noerror,NA,German,babylab-potsdam,10,1.6572752418482606,0,8,8,16
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,IDS,IDS8,15,9.437,noerror,noerror,NA,German,babylab-potsdam,10,2.244638133039196,0,8,8,16
b7146,babylab-potsdam:b7146,230,F,HPP,term,2,ADS,ADS8,16,11.657,noerror,noerror,NA,German,babylab-potsdam,10,2.4559068579376953,0,8,8,16
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,ADS,ADS5,1,15.571,noerror,noerror,NA,German,babylab-potsdam,7,2.7454102098592874,0,8,8,16
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,IDS,IDS5,2,10.725,noerror,noerror,NA,German,babylab-potsdam,7,2.3725774648140807,0,8,8,16
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,IDS,IDS7,3,14.699,noerror,noerror,NA,German,babylab-potsdam,7,2.6877794642598505,0,8,8,16
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,ADS,ADS7,4,8.375,noerror,noerror,NA,German,babylab-potsdam,7,2.12525107771113,0,8,8,16
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,IDS,IDS1,5,12.352,noerror,noerror,NA,German,babylab-potsdam,7,2.5138179932824203,0,8,8,16
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,ADS,ADS1,6,3.28,noerror,noerror,NA,German,babylab-potsdam,7,1.1878434223960523,0,8,8,16
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,IDS,IDS3,7,8.946,noerror,noerror,NA,German,babylab-potsdam,7,2.191206505010656,0,8,8,16
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,ADS,ADS3,8,4.217,noerror,noerror,NA,German,babylab-potsdam,7,1.4391239747644227,0,8,8,16
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,IDS,IDS2,9,4.291,noerror,noerror,NA,German,babylab-potsdam,7,1.4565198060093878,0,8,8,16
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,ADS,ADS2,10,5.378,noerror,noerror,NA,German,babylab-potsdam,7,1.682316557846673,0,8,8,16
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,ADS,ADS4,11,7.702,noerror,noerror,NA,German,babylab-potsdam,7,2.041480035392717,0,8,8,16
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,IDS,IDS4,12,4.834,noerror,noerror,NA,German,babylab-potsdam,7,1.5756742822812912,0,8,8,16
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,ADS,ADS6,13,11.088,noerror,noerror,NA,German,babylab-potsdam,7,2.405863442447547,0,8,8,16
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,IDS,IDS6,14,4.664,noerror,noerror,NA,German,babylab-potsdam,7,1.5398734490481911,0,8,8,16
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,ADS,ADS8,15,4.833,noerror,noerror,NA,German,babylab-potsdam,7,1.575467392862947,0,8,8,16
b7147,babylab-potsdam:b7147,210,F,HPP,term,1,IDS,IDS8,16,2.935,noerror,noerror,NA,German,babylab-potsdam,7,1.0767074532800598,0,8,8,16
b7147,babylab-potsdam:b7147,217,F,HPP,term,2,ADS,ADS5,1,16.584,noerror,noerror,NA,German,babylab-potsdam,7,2.8084383751334783,0,8,8,16
b7147,babylab-potsdam:b7147,217,F,HPP,term,2,IDS,IDS5,2,16.601,noerror,noerror,NA,German,babylab-potsdam,7,2.809462934511939,0,8,8,16
b7147,babylab-potsdam:b7147,217,F,HPP,term,2,IDS,IDS7,3,3.956,noerror,noerror,NA,German,babylab-potsdam,7,1.3752334137604656,0,8,8,16
b7147,babylab-potsdam:b7147,217,F,HPP,term,2,ADS,ADS7,4,13.182,noerror,noerror,NA,German,babylab-potsdam,7,2.5788522626305284,0,8,8,16
