"";"Subject";"Age";"Gender";"Method";"preterm";"Session";"Condition";"trial_num";"LT";"trial_error";"session_error";"Language";"Lab"
"3724";"mb2_006";"267";"F";"HPP";"term";"2";"IDS";14;NA;"error";"noerror";"English";"infantll-madison"
"3725";"mb2_006";"267";"F";"HPP";"term";"2";"IDS";15;NA;"error";"noerror";"English";"infantll-madison"
"3726";"mb2_006";"267";"F";"HPP";"term";"2";"ADS";16;NA;"error";"noerror";"English";"infantll-madison"
"3727";"mb2_007";"225";"F";"HPP";"term";"1";"training";-2;15,43;"noerror";"noerror";"English";"infantll-madison"
"3728";"mb2_007";"225";"F";"HPP";"term";"1";"training";-1;3,199;"noerror";"noerror";"English";"infantll-madison"
"3729";"mb2_007";"225";"F";"HPP";"term";"1";"IDS";1;3,864;"noerror";"noerror";"English";"infantll-madison"
"3730";"mb2_007";"225";"F";"HPP";"term";"1";"ADS";2;4,616;"noerror";"noerror";"English";"infantll-madison"
"3731";"mb2_007";"225";"F";"HPP";"term";"1";"ADS";3;7,687;"noerror";"noerror";"English";"infantll-madison"
"3732";"mb2_007";"225";"F";"HPP";"term";"1";"IDS";4;3,769;"noerror";"noerror";"English";"infantll-madison"
"3733";"mb2_007";"225";"F";"HPP";"term";"1";"ADS";5;8,838;"noerror";"noerror";"English";"infantll-madison"
"3734";"mb2_007";"225";"F";"HPP";"term";"1";"IDS";6;4,872;"noerror";"noerror";"English";"infantll-madison"
"3735";"mb2_007";"225";"F";"HPP";"term";"1";"ADS";7;3,815;"noerror";"noerror";"English";"infantll-madison"
"3736";"mb2_007";"225";"F";"HPP";"term";"1";"IDS";8;11,242;"noerror";"noerror";"English";"infantll-madison"
"3737";"mb2_007";"225";"F";"HPP";"term";"1";"ADS";9;5,166;"noerror";"noerror";"English";"infantll-madison"
"3738";"mb2_007";"225";"F";"HPP";"term";"1";"IDS";10;8,376;"noerror";"noerror";"English";"infantll-madison"
"3739";"mb2_007";"225";"F";"HPP";"term";"1";"IDS";11;6,329;"noerror";"noerror";"English";"infantll-madison"
"3740";"mb2_007";"225";"F";"HPP";"term";"1";"ADS";12;6,448;"noerror";"noerror";"English";"infantll-madison"
"3741";"mb2_007";"225";"F";"HPP";"term";"1";"IDS";13;2,097;"noerror";"noerror";"English";"infantll-madison"
"3742";"mb2_007";"225";"F";"HPP";"term";"1";"ADS";14;2,631;"noerror";"noerror";"English";"infantll-madison"
"3743";"mb2_007";"225";"F";"HPP";"term";"1";"IDS";15;4,103;"noerror";"noerror";"English";"infantll-madison"
"3744";"mb2_007";"225";"F";"HPP";"term";"1";"ADS";16;4,463;"noerror";"noerror";"English";"infantll-madison"
"3745";"mb2_007";"232";"F";"HPP";"term";"2";"training";-2;15,728;"noerror";"noerror";"English";"infantll-madison"
"3746";"mb2_007";"232";"F";"HPP";"term";"2";"training";-1;15,478;"noerror";"noerror";"English";"infantll-madison"
"3747";"mb2_007";"232";"F";"HPP";"term";"2";"IDS";1;12,831;"noerror";"noerror";"English";"infantll-madison"
"3748";"mb2_007";"232";"F";"HPP";"term";"2";"ADS";2;4,426;"noerror";"noerror";"English";"infantll-madison"
"3749";"mb2_007";"232";"F";"HPP";"term";"2";"ADS";3;2,631;"noerror";"noerror";"English";"infantll-madison"
"3750";"mb2_007";"232";"F";"HPP";"term";"2";"IDS";4;11,974;"noerror";"noerror";"English";"infantll-madison"
"3751";"mb2_007";"232";"F";"HPP";"term";"2";"ADS";5;3,336;"noerror";"noerror";"English";"infantll-madison"
"3752";"mb2_007";"232";"F";"HPP";"term";"2";"IDS";6;8,006;"noerror";"noerror";"English";"infantll-madison"
"3753";"mb2_007";"232";"F";"HPP";"term";"2";"ADS";7;3,175;"noerror";"noerror";"English";"infantll-madison"
"3754";"mb2_007";"232";"F";"HPP";"term";"2";"IDS";8;5,023;"noerror";"noerror";"English";"infantll-madison"
"3755";"mb2_007";"232";"F";"HPP";"term";"2";"ADS";9;2,304;"noerror";"noerror";"English";"infantll-madison"
"3756";"mb2_007";"232";"F";"HPP";"term";"2";"IDS";10;2,08;"noerror";"noerror";"English";"infantll-madison"
"3757";"mb2_007";"232";"F";"HPP";"term";"2";"IDS";11;8,24;"noerror";"noerror";"English";"infantll-madison"
"3758";"mb2_007";"232";"F";"HPP";"term";"2";"ADS";12;1,921;"noerror";"noerror";"English";"infantll-madison"
"3759";"mb2_007";"232";"F";"HPP";"term";"2";"IDS";13;1,671;"noerror";"noerror";"English";"infantll-madison"
"3760";"mb2_007";"232";"F";"HPP";"term";"2";"ADS";14;1,872;"noerror";"noerror";"English";"infantll-madison"
"3761";"mb2_007";"232";"F";"HPP";"term";"2";"IDS";15;3,391;"noerror";"noerror";"English";"infantll-madison"
"3762";"mb2_007";"232";"F";"HPP";"term";"2";"ADS";16;5,977;"noerror";"noerror";"English";"infantll-madison"
"3763";"mb2_008";"188";"F";"HPP";"term";"1";"training";-2;8,384;"noerror";"noerror";"English";"infantll-madison"
"3764";"mb2_008";"188";"F";"HPP";"term";"1";"training";-1;5,016;"noerror";"noerror";"English";"infantll-madison"
"3765";"mb2_008";"188";"F";"HPP";"term";"1";"ADS";1;0,36;"noerror";"noerror";"English";"infantll-madison"
"3766";"mb2_008";"188";"F";"HPP";"term";"1";"IDS";2;8,944;"noerror";"noerror";"English";"infantll-madison"
"3767";"mb2_008";"188";"F";"HPP";"term";"1";"IDS";3;15,471;"noerror";"noerror";"English";"infantll-madison"
"3768";"mb2_008";"188";"F";"HPP";"term";"1";"ADS";4;8,367;"noerror";"noerror";"English";"infantll-madison"
"3769";"mb2_008";"188";"F";"HPP";"term";"1";"IDS";5;14,861;"noerror";"noerror";"English";"infantll-madison"
"3770";"mb2_008";"188";"F";"HPP";"term";"1";"ADS";6;10,527;"noerror";"noerror";"English";"infantll-madison"
"3771";"mb2_008";"188";"F";"HPP";"term";"1";"IDS";7;3,528;"noerror";"noerror";"English";"infantll-madison"
"3772";"mb2_008";"188";"F";"HPP";"term";"1";"ADS";8;7,511;"noerror";"noerror";"English";"infantll-madison"
"3773";"mb2_008";"188";"F";"HPP";"term";"1";"IDS";9;3,769;"noerror";"noerror";"English";"infantll-madison"
"3774";"mb2_008";"188";"F";"HPP";"term";"1";"ADS";10;3,505;"noerror";"noerror";"English";"infantll-madison"
"3775";"mb2_008";"188";"F";"HPP";"term";"1";"ADS";11;2,015;"noerror";"noerror";"English";"infantll-madison"
"3776";"mb2_008";"188";"F";"HPP";"term";"1";"IDS";12;0,984;"noerror";"noerror";"English";"infantll-madison"
"3777";"mb2_008";"188";"F";"HPP";"term";"1";"ADS";13;2,221;"noerror";"noerror";"English";"infantll-madison"
"3778";"mb2_008";"188";"F";"HPP";"term";"1";"IDS";14;NA;"error";"noerror";"English";"infantll-madison"
"3779";"mb2_008";"188";"F";"HPP";"term";"1";"ADS";15;NA;"error";"noerror";"English";"infantll-madison"
"3780";"mb2_008";"188";"F";"HPP";"term";"1";"IDS";16;NA;"error";"noerror";"English";"infantll-madison"
"3781";"mb2_008";"191";"F";"HPP";"term";"2";"training";-2;9,18;"noerror";"noerror";"English";"infantll-madison"
"3782";"mb2_008";"191";"F";"HPP";"term";"2";"training";-1;4,16;"noerror";"noerror";"English";"infantll-madison"
"3783";"mb2_008";"191";"F";"HPP";"term";"2";"ADS";1;13,479;"noerror";"noerror";"English";"infantll-madison"
"3784";"mb2_008";"191";"F";"HPP";"term";"2";"IDS";2;18;"noerror";"noerror";"English";"infantll-madison"
"3785";"mb2_008";"191";"F";"HPP";"term";"2";"IDS";3;18;"noerror";"noerror";"English";"infantll-madison"
"3786";"mb2_008";"191";"F";"HPP";"term";"2";"ADS";4;13,271;"noerror";"noerror";"English";"infantll-madison"
"3787";"mb2_008";"191";"F";"HPP";"term";"2";"IDS";5;6,76;"noerror";"noerror";"English";"infantll-madison"
"3788";"mb2_008";"191";"F";"HPP";"term";"2";"ADS";6;5,343;"noerror";"noerror";"English";"infantll-madison"
"3789";"mb2_008";"191";"F";"HPP";"term";"2";"IDS";7;8,432;"noerror";"noerror";"English";"infantll-madison"
"3790";"mb2_008";"191";"F";"HPP";"term";"2";"ADS";8;1,12;"error";"noerror";"English";"infantll-madison"
"3791";"mb2_008";"191";"F";"HPP";"term";"2";"IDS";9;0,887;"error";"noerror";"English";"infantll-madison"
"3792";"mb2_008";"191";"F";"HPP";"term";"2";"ADS";10;NA;"error";"noerror";"English";"infantll-madison"
"3793";"mb2_008";"191";"F";"HPP";"term";"2";"ADS";11;NA;"error";"noerror";"English";"infantll-madison"
"3794";"mb2_008";"191";"F";"HPP";"term";"2";"IDS";12;NA;"error";"noerror";"English";"infantll-madison"
"3795";"mb2_008";"191";"F";"HPP";"term";"2";"ADS";13;NA;"error";"noerror";"English";"infantll-madison"
"3796";"mb2_008";"191";"F";"HPP";"term";"2";"IDS";14;NA;"error";"noerror";"English";"infantll-madison"
"3797";"mb2_008";"191";"F";"HPP";"term";"2";"ADS";15;NA;"error";"noerror";"English";"infantll-madison"
"3798";"mb2_008";"191";"F";"HPP";"term";"2";"IDS";16;NA;"error";"noerror";"English";"infantll-madison"
"3799";"mb2_009";"218";"F";"HPP";"term";"1";"training";-2;16,109;"noerror";"noerror";"English";"infantll-madison"
"3800";"mb2_009";"218";"F";"HPP";"term";"1";"training";-1;14,302;"noerror";"noerror";"English";"infantll-madison"
"3801";"mb2_009";"218";"F";"HPP";"term";"1";"IDS";1;16,942;"error";"noerror";"English";"infantll-madison"
"3802";"mb2_009";"218";"F";"HPP";"term";"1";"ADS";2;15,824;"noerror";"noerror";"English";"infantll-madison"
"3803";"mb2_009";"218";"F";"HPP";"term";"1";"IDS";3;17,929;"noerror";"noerror";"English";"infantll-madison"
"3804";"mb2_009";"218";"F";"HPP";"term";"1";"ADS";4;14,87;"noerror";"noerror";"English";"infantll-madison"
"3805";"mb2_009";"218";"F";"HPP";"term";"1";"ADS";5;15,012;"noerror";"noerror";"English";"infantll-madison"
"3806";"mb2_009";"218";"F";"HPP";"term";"1";"IDS";6;16,968;"noerror";"noerror";"English";"infantll-madison"
"3807";"mb2_009";"218";"F";"HPP";"term";"1";"IDS";7;15,448;"noerror";"noerror";"English";"infantll-madison"
"3808";"mb2_009";"218";"F";"HPP";"term";"1";"ADS";8;3,423;"noerror";"noerror";"English";"infantll-madison"
"3809";"mb2_009";"218";"F";"HPP";"term";"1";"ADS";9;13,023;"noerror";"noerror";"English";"infantll-madison"
"3810";"mb2_009";"218";"F";"HPP";"term";"1";"IDS";10;15,529;"noerror";"noerror";"English";"infantll-madison"
"3811";"mb2_009";"218";"F";"HPP";"term";"1";"ADS";11;8,239;"noerror";"noerror";"English";"infantll-madison"
"3812";"mb2_009";"218";"F";"HPP";"term";"1";"IDS";12;16,374;"noerror";"noerror";"English";"infantll-madison"
"3813";"mb2_009";"218";"F";"HPP";"term";"1";"IDS";13;15,111;"noerror";"noerror";"English";"infantll-madison"
"3814";"mb2_009";"218";"F";"HPP";"term";"1";"ADS";14;10,56;"noerror";"noerror";"English";"infantll-madison"
"3815";"mb2_009";"218";"F";"HPP";"term";"1";"ADS";15;8,023;"noerror";"noerror";"English";"infantll-madison"
"3816";"mb2_009";"218";"F";"HPP";"term";"1";"IDS";16;15,842;"noerror";"noerror";"English";"infantll-madison"
"3817";"mb2_009";"225";"F";"HPP";"term";"2";"training";-2;17,421;"noerror";"noerror";"English";"infantll-madison"
"3818";"mb2_009";"225";"F";"HPP";"term";"2";"training";-1;6,847;"noerror";"noerror";"English";"infantll-madison"
"3819";"mb2_009";"225";"F";"HPP";"term";"2";"IDS";1;17,93;"noerror";"noerror";"English";"infantll-madison"
"3820";"mb2_009";"225";"F";"HPP";"term";"2";"ADS";2;18;"noerror";"noerror";"English";"infantll-madison"
"3821";"mb2_009";"225";"F";"HPP";"term";"2";"IDS";3;17,709;"noerror";"noerror";"English";"infantll-madison"
"3822";"mb2_009";"225";"F";"HPP";"term";"2";"ADS";4;3,536;"noerror";"noerror";"English";"infantll-madison"
"3823";"mb2_009";"225";"F";"HPP";"term";"2";"ADS";5;2,391;"noerror";"noerror";"English";"infantll-madison"
"3824";"mb2_009";"225";"F";"HPP";"term";"2";"IDS";6;17,084;"noerror";"noerror";"English";"infantll-madison"
"3825";"mb2_009";"225";"F";"HPP";"term";"2";"IDS";7;3,608;"noerror";"noerror";"English";"infantll-madison"
"3826";"mb2_009";"225";"F";"HPP";"term";"2";"ADS";8;12,391;"noerror";"noerror";"English";"infantll-madison"
"3827";"mb2_009";"225";"F";"HPP";"term";"2";"ADS";9;13,84;"noerror";"noerror";"English";"infantll-madison"
"3828";"mb2_009";"225";"F";"HPP";"term";"2";"IDS";10;3,781;"noerror";"noerror";"English";"infantll-madison"
"3829";"mb2_009";"225";"F";"HPP";"term";"2";"ADS";11;4,422;"noerror";"noerror";"English";"infantll-madison"
"3830";"mb2_009";"225";"F";"HPP";"term";"2";"IDS";12;2,968;"noerror";"noerror";"English";"infantll-madison"
"3831";"mb2_009";"225";"F";"HPP";"term";"2";"IDS";13;2,832;"noerror";"noerror";"English";"infantll-madison"
"3832";"mb2_009";"225";"F";"HPP";"term";"2";"ADS";14;2,207;"noerror";"noerror";"English";"infantll-madison"
"3833";"mb2_009";"225";"F";"HPP";"term";"2";"ADS";15;2,341;"noerror";"noerror";"English";"infantll-madison"
"3834";"mb2_009";"225";"F";"HPP";"term";"2";"IDS";16;2,159;"noerror";"noerror";"English";"infantll-madison"
"3835";"mb2_010";"219";"M";"HPP";"term";"1";"training";-2;12,581;"noerror";"noerror";"English";"infantll-madison"
"3836";"mb2_010";"219";"M";"HPP";"term";"1";"training";-1;13,384;"noerror";"noerror";"English";"infantll-madison"
"3837";"mb2_010";"219";"M";"HPP";"term";"1";"ADS";1;16,983;"noerror";"noerror";"English";"infantll-madison"
"3838";"mb2_010";"219";"M";"HPP";"term";"1";"IDS";2;13,054;"noerror";"noerror";"English";"infantll-madison"
"3839";"mb2_010";"219";"M";"HPP";"term";"1";"ADS";3;7;"noerror";"noerror";"English";"infantll-madison"
"3840";"mb2_010";"219";"M";"HPP";"term";"1";"IDS";4;8,103;"noerror";"noerror";"English";"infantll-madison"
"3841";"mb2_010";"219";"M";"HPP";"term";"1";"IDS";5;1,824;"noerror";"noerror";"English";"infantll-madison"
"3842";"mb2_010";"219";"M";"HPP";"term";"1";"ADS";6;3,665;"noerror";"noerror";"English";"infantll-madison"
"3843";"mb2_010";"219";"M";"HPP";"term";"1";"ADS";7;13,134;"noerror";"noerror";"English";"infantll-madison"
"3844";"mb2_010";"219";"M";"HPP";"term";"1";"IDS";8;1,752;"noerror";"noerror";"English";"infantll-madison"
"3845";"mb2_010";"219";"M";"HPP";"term";"1";"IDS";9;1,319;"noerror";"noerror";"English";"infantll-madison"
"3846";"mb2_010";"219";"M";"HPP";"term";"1";"ADS";10;1,983;"noerror";"noerror";"English";"infantll-madison"
"3847";"mb2_010";"219";"M";"HPP";"term";"1";"IDS";11;3,016;"noerror";"noerror";"English";"infantll-madison"
"3848";"mb2_010";"219";"M";"HPP";"term";"1";"ADS";12;1,68;"noerror";"noerror";"English";"infantll-madison"
"3849";"mb2_010";"219";"M";"HPP";"term";"1";"ADS";13;0,783;"noerror";"noerror";"English";"infantll-madison"
"3850";"mb2_010";"219";"M";"HPP";"term";"1";"IDS";14;0,944;"noerror";"noerror";"English";"infantll-madison"
"3851";"mb2_010";"219";"M";"HPP";"term";"1";"IDS";15;8,241;"noerror";"noerror";"English";"infantll-madison"
"3852";"mb2_010";"219";"M";"HPP";"term";"1";"ADS";16;0,792;"noerror";"noerror";"English";"infantll-madison"
"3853";"mb2_010";"226";"M";"HPP";"term";"2";"training";-2;4,881;"noerror";"noerror";"English";"infantll-madison"
"3854";"mb2_010";"226";"M";"HPP";"term";"2";"training";-1;17,976;"noerror";"noerror";"English";"infantll-madison"
"3855";"mb2_010";"226";"M";"HPP";"term";"2";"ADS";1;14,602;"noerror";"noerror";"English";"infantll-madison"
"3856";"mb2_010";"226";"M";"HPP";"term";"2";"IDS";2;7,095;"noerror";"noerror";"English";"infantll-madison"
"3857";"mb2_010";"226";"M";"HPP";"term";"2";"ADS";3;5,398;"noerror";"noerror";"English";"infantll-madison"
"3858";"mb2_010";"226";"M";"HPP";"term";"2";"IDS";4;7,239;"noerror";"noerror";"English";"infantll-madison"
"3859";"mb2_010";"226";"M";"HPP";"term";"2";"IDS";5;6,463;"noerror";"noerror";"English";"infantll-madison"
"3860";"mb2_010";"226";"M";"HPP";"term";"2";"ADS";6;4,2;"noerror";"noerror";"English";"infantll-madison"
"3861";"mb2_010";"226";"M";"HPP";"term";"2";"ADS";7;1,192;"noerror";"noerror";"English";"infantll-madison"
"3862";"mb2_010";"226";"M";"HPP";"term";"2";"IDS";8;6,295;"noerror";"noerror";"English";"infantll-madison"
"3863";"mb2_010";"226";"M";"HPP";"term";"2";"IDS";9;0,367;"noerror";"noerror";"English";"infantll-madison"
"3864";"mb2_010";"226";"M";"HPP";"term";"2";"ADS";10;4,256;"noerror";"noerror";"English";"infantll-madison"
"3865";"mb2_010";"226";"M";"HPP";"term";"2";"IDS";11;6,474;"noerror";"noerror";"English";"infantll-madison"
"3866";"mb2_010";"226";"M";"HPP";"term";"2";"ADS";12;1,046;"noerror";"noerror";"English";"infantll-madison"
"3867";"mb2_010";"226";"M";"HPP";"term";"2";"ADS";13;0,791;"noerror";"noerror";"English";"infantll-madison"
"3868";"mb2_010";"226";"M";"HPP";"term";"2";"IDS";14;1,96;"noerror";"noerror";"English";"infantll-madison"
"3869";"mb2_010";"226";"M";"HPP";"term";"2";"IDS";15;1,152;"noerror";"noerror";"English";"infantll-madison"
"3870";"mb2_010";"226";"M";"HPP";"term";"2";"ADS";16;0,959;"noerror";"noerror";"English";"infantll-madison"
"3871";"mb2_011";"222";"M";"HPP";"term";"1";"training";-2;13,453;"noerror";"noerror";"English";"infantll-madison"
"3872";"mb2_011";"222";"M";"HPP";"term";"1";"training";-1;3,911;"noerror";"noerror";"English";"infantll-madison"
"3873";"mb2_011";"222";"M";"HPP";"term";"1";"IDS";1;6,974;"noerror";"noerror";"English";"infantll-madison"
"3874";"mb2_011";"222";"M";"HPP";"term";"1";"ADS";2;13,222;"noerror";"noerror";"English";"infantll-madison"
"3875";"mb2_011";"222";"M";"HPP";"term";"1";"ADS";3;9,919;"noerror";"noerror";"English";"infantll-madison"
"3876";"mb2_011";"222";"M";"HPP";"term";"1";"IDS";4;6,216;"noerror";"noerror";"English";"infantll-madison"
"3877";"mb2_011";"222";"M";"HPP";"term";"1";"ADS";5;8,936;"noerror";"noerror";"English";"infantll-madison"
"3878";"mb2_011";"222";"M";"HPP";"term";"1";"IDS";6;1,47;"noerror";"noerror";"English";"infantll-madison"
"3879";"mb2_011";"222";"M";"HPP";"term";"1";"ADS";7;1,336;"noerror";"noerror";"English";"infantll-madison"
"3880";"mb2_011";"222";"M";"HPP";"term";"1";"IDS";8;8,241;"noerror";"noerror";"English";"infantll-madison"
"3881";"mb2_011";"222";"M";"HPP";"term";"1";"ADS";9;5,141;"noerror";"noerror";"English";"infantll-madison"
"3882";"mb2_011";"222";"M";"HPP";"term";"1";"IDS";10;4,367;"noerror";"noerror";"English";"infantll-madison"
"3883";"mb2_011";"222";"M";"HPP";"term";"1";"IDS";11;2,689;"noerror";"noerror";"English";"infantll-madison"
"3884";"mb2_011";"222";"M";"HPP";"term";"1";"ADS";12;0,896;"noerror";"noerror";"English";"infantll-madison"
"3885";"mb2_011";"222";"M";"HPP";"term";"1";"IDS";13;5,76;"noerror";"noerror";"English";"infantll-madison"
"3886";"mb2_011";"222";"M";"HPP";"term";"1";"ADS";14;0,839;"noerror";"noerror";"English";"infantll-madison"
"3887";"mb2_011";"222";"M";"HPP";"term";"1";"IDS";15;5,199;"noerror";"noerror";"English";"infantll-madison"
"3888";"mb2_011";"222";"M";"HPP";"term";"1";"ADS";16;10,968;"noerror";"noerror";"English";"infantll-madison"
"3889";"mb2_011";"229";"M";"HPP";"term";"2";"training";-2;3,943;"noerror";"noerror";"English";"infantll-madison"
"3890";"mb2_011";"229";"M";"HPP";"term";"2";"training";-1;3,472;"noerror";"noerror";"English";"infantll-madison"
"3891";"mb2_011";"229";"M";"HPP";"term";"2";"IDS";1;7,284;"noerror";"noerror";"English";"infantll-madison"
"3892";"mb2_011";"229";"M";"HPP";"term";"2";"ADS";2;2,31;"noerror";"noerror";"English";"infantll-madison"
"3893";"mb2_011";"229";"M";"HPP";"term";"2";"ADS";3;1,944;"noerror";"noerror";"English";"infantll-madison"
"3894";"mb2_011";"229";"M";"HPP";"term";"2";"IDS";4;10,03;"noerror";"noerror";"English";"infantll-madison"
"3895";"mb2_011";"229";"M";"HPP";"term";"2";"ADS";5;2,014;"noerror";"noerror";"English";"infantll-madison"
"3896";"mb2_011";"229";"M";"HPP";"term";"2";"IDS";6;5,424;"noerror";"noerror";"English";"infantll-madison"
"3897";"mb2_011";"229";"M";"HPP";"term";"2";"ADS";7;1,471;"noerror";"noerror";"English";"infantll-madison"
"3898";"mb2_011";"229";"M";"HPP";"term";"2";"IDS";8;5,222;"noerror";"noerror";"English";"infantll-madison"
"3899";"mb2_011";"229";"M";"HPP";"term";"2";"ADS";9;2,152;"noerror";"noerror";"English";"infantll-madison"
"3900";"mb2_011";"229";"M";"HPP";"term";"2";"IDS";10;7,648;"noerror";"noerror";"English";"infantll-madison"
"3901";"mb2_011";"229";"M";"HPP";"term";"2";"IDS";11;5,319;"noerror";"noerror";"English";"infantll-madison"
"3902";"mb2_011";"229";"M";"HPP";"term";"2";"ADS";12;2,144;"noerror";"noerror";"English";"infantll-madison"
"3903";"mb2_011";"229";"M";"HPP";"term";"2";"IDS";13;7,741;"noerror";"noerror";"English";"infantll-madison"
"3904";"mb2_011";"229";"M";"HPP";"term";"2";"ADS";14;1,381;"noerror";"noerror";"English";"infantll-madison"
"3905";"mb2_011";"229";"M";"HPP";"term";"2";"IDS";15;1,256;"noerror";"noerror";"English";"infantll-madison"
"3906";"mb2_011";"229";"M";"HPP";"term";"2";"ADS";16;5,161;"noerror";"noerror";"English";"infantll-madison"
"3907";"mb2_012";"256";"F";"HPP";"term";"1";"training";-2;8,718;"noerror";"noerror";"English";"infantll-madison"
"3908";"mb2_012";"256";"F";"HPP";"term";"1";"training";-1;2,974;"noerror";"noerror";"English";"infantll-madison"
"3909";"mb2_012";"256";"F";"HPP";"term";"1";"ADS";1;5,213;"noerror";"noerror";"English";"infantll-madison"
"3910";"mb2_012";"256";"F";"HPP";"term";"1";"IDS";2;8,222;"noerror";"noerror";"English";"infantll-madison"
"3911";"mb2_012";"256";"F";"HPP";"term";"1";"IDS";3;2,695;"noerror";"noerror";"English";"infantll-madison"
"3912";"mb2_012";"256";"F";"HPP";"term";"1";"ADS";4;11,479;"noerror";"noerror";"English";"infantll-madison"
"3913";"mb2_012";"256";"F";"HPP";"term";"1";"IDS";5;3,756;"noerror";"noerror";"English";"infantll-madison"
"3914";"mb2_012";"256";"F";"HPP";"term";"1";"ADS";6;5,399;"noerror";"noerror";"English";"infantll-madison"
"3915";"mb2_012";"256";"F";"HPP";"term";"1";"IDS";7;3,4;"error";"noerror";"English";"infantll-madison"
"3916";"mb2_012";"256";"F";"HPP";"term";"1";"ADS";8;1,455;"noerror";"noerror";"English";"infantll-madison"
"3917";"mb2_012";"256";"F";"HPP";"term";"1";"IDS";9;6,688;"noerror";"noerror";"English";"infantll-madison"
"3918";"mb2_012";"256";"F";"HPP";"term";"1";"ADS";10;2,247;"noerror";"noerror";"English";"infantll-madison"
"3919";"mb2_012";"256";"F";"HPP";"term";"1";"ADS";11;3,023;"noerror";"noerror";"English";"infantll-madison"
"3920";"mb2_012";"256";"F";"HPP";"term";"1";"IDS";12;8,754;"noerror";"noerror";"English";"infantll-madison"
"3921";"mb2_012";"256";"F";"HPP";"term";"1";"ADS";13;1,68;"noerror";"noerror";"English";"infantll-madison"
"3922";"mb2_012";"256";"F";"HPP";"term";"1";"IDS";14;2,264;"noerror";"noerror";"English";"infantll-madison"
"3923";"mb2_012";"256";"F";"HPP";"term";"1";"ADS";15;3,608;"noerror";"noerror";"English";"infantll-madison"
"3924";"mb2_012";"256";"F";"HPP";"term";"1";"IDS";16;0,879;"noerror";"noerror";"English";"infantll-madison"
"3925";"mb2_012";"263";"F";"HPP";"term";"2";"training";-2;14,157;"noerror";"noerror";"English";"infantll-madison"
"3926";"mb2_012";"263";"F";"HPP";"term";"2";"training";-1;5,332;"noerror";"noerror";"English";"infantll-madison"
"3927";"mb2_012";"263";"F";"HPP";"term";"2";"ADS";1;7,847;"noerror";"noerror";"English";"infantll-madison"
"3928";"mb2_012";"263";"F";"HPP";"term";"2";"IDS";2;6,944;"noerror";"noerror";"English";"infantll-madison"
"3929";"mb2_012";"263";"F";"HPP";"term";"2";"IDS";3;9,657;"noerror";"noerror";"English";"infantll-madison"
"3930";"mb2_012";"263";"F";"HPP";"term";"2";"ADS";4;3,984;"noerror";"noerror";"English";"infantll-madison"
"3931";"mb2_012";"263";"F";"HPP";"term";"2";"IDS";5;3,175;"noerror";"noerror";"English";"infantll-madison"
"3932";"mb2_012";"263";"F";"HPP";"term";"2";"ADS";6;2,743;"noerror";"noerror";"English";"infantll-madison"
"3933";"mb2_012";"263";"F";"HPP";"term";"2";"IDS";7;4,51;"noerror";"noerror";"English";"infantll-madison"
"3934";"mb2_012";"263";"F";"HPP";"term";"2";"ADS";8;15,369;"noerror";"noerror";"English";"infantll-madison"
"3935";"mb2_012";"263";"F";"HPP";"term";"2";"IDS";9;8,792;"noerror";"noerror";"English";"infantll-madison"
"3936";"mb2_012";"263";"F";"HPP";"term";"2";"ADS";10;2,807;"noerror";"noerror";"English";"infantll-madison"
"3937";"mb2_012";"263";"F";"HPP";"term";"2";"ADS";11;2;"noerror";"noerror";"English";"infantll-madison"
"3938";"mb2_012";"263";"F";"HPP";"term";"2";"IDS";12;12,185;"noerror";"noerror";"English";"infantll-madison"
"3939";"mb2_012";"263";"F";"HPP";"term";"2";"ADS";13;1,897;"noerror";"noerror";"English";"infantll-madison"
"3940";"mb2_012";"263";"F";"HPP";"term";"2";"IDS";14;4,087;"noerror";"noerror";"English";"infantll-madison"
"3941";"mb2_012";"263";"F";"HPP";"term";"2";"ADS";15;3,263;"noerror";"noerror";"English";"infantll-madison"
"3942";"mb2_012";"263";"F";"HPP";"term";"2";"IDS";16;4,152;"noerror";"noerror";"English";"infantll-madison"
"3943";"mb2_013";"209";"M";"HPP";"term";"1";"training";-2;18;"noerror";"noerror";"English";"infantll-madison"
"3944";"mb2_013";"209";"M";"HPP";"term";"1";"training";-1;17,972;"noerror";"noerror";"English";"infantll-madison"
"3945";"mb2_013";"209";"M";"HPP";"term";"1";"IDS";1;6,615;"noerror";"noerror";"English";"infantll-madison"
"3946";"mb2_013";"209";"M";"HPP";"term";"1";"ADS";2;13,942;"noerror";"noerror";"English";"infantll-madison"
"3947";"mb2_013";"209";"M";"HPP";"term";"1";"IDS";3;3,703;"noerror";"noerror";"English";"infantll-madison"
"3948";"mb2_013";"209";"M";"HPP";"term";"1";"ADS";4;2,807;"noerror";"noerror";"English";"infantll-madison"
"3949";"mb2_013";"209";"M";"HPP";"term";"1";"ADS";5;2,6;"noerror";"noerror";"English";"infantll-madison"
"3950";"mb2_013";"209";"M";"HPP";"term";"1";"IDS";6;4,367;"noerror";"noerror";"English";"infantll-madison"
"3951";"mb2_013";"209";"M";"HPP";"term";"1";"IDS";7;2,262;"noerror";"noerror";"English";"infantll-madison"
"3952";"mb2_013";"209";"M";"HPP";"term";"1";"ADS";8;1,831;"noerror";"noerror";"English";"infantll-madison"
