"";"Subject";"Age";"Gender";"Method";"preterm";"Session";"Condition";"trial_num";"LT";"trial_error";"session_error";"Language";"Lab"
"1103";"M229";"197";"M";"single-screen";"term";"1";"IDS";3;16,96;"no error";"noerror";"German";"wsi-goettingen"
"1104";"M229";"197";"M";"single-screen";"term";"1";"ADS";4;17,13;"no error";"noerror";"German";"wsi-goettingen"
"1105";"M229";"197";"M";"single-screen";"term";"1";"ADS";5;18;"no error";"noerror";"German";"wsi-goettingen"
"1106";"M229";"197";"M";"single-screen";"term";"1";"IDS";6;17,5;"no error";"noerror";"German";"wsi-goettingen"
"1107";"M229";"197";"M";"single-screen";"term";"1";"IDS";7;16,45;"no error";"noerror";"German";"wsi-goettingen"
"1108";"M229";"197";"M";"single-screen";"term";"1";"ADS";8;16,37;"no error";"noerror";"German";"wsi-goettingen"
"1109";"M229";"197";"M";"single-screen";"term";"1";"ADS";9;16,31;"no error";"noerror";"German";"wsi-goettingen"
"1110";"M229";"197";"M";"single-screen";"term";"1";"IDS";10;18;"no error";"noerror";"German";"wsi-goettingen"
"1111";"M229";"197";"M";"single-screen";"term";"1";"ADS";11;18;"no error";"noerror";"German";"wsi-goettingen"
"1112";"M229";"197";"M";"single-screen";"term";"1";"IDS";12;15,61;"no error";"noerror";"German";"wsi-goettingen"
"1113";"M229";"197";"M";"single-screen";"term";"1";"IDS";13;16,82;"no error";"noerror";"German";"wsi-goettingen"
"1114";"M229";"197";"M";"single-screen";"term";"1";"ADS";14;13,96;"no error";"noerror";"German";"wsi-goettingen"
"1115";"M229";"197";"M";"single-screen";"term";"1";"ADS";15;14,53;"no error";"noerror";"German";"wsi-goettingen"
"1116";"M229";"197";"M";"single-screen";"term";"1";"IDS";16;6,95;"no error";"noerror";"German";"wsi-goettingen"
"1117";"M229";"204";"M";"single-screen";"term";"2";"training";-2;13,78;"no error";"noerror";"German";"wsi-goettingen"
"1118";"M229";"204";"M";"single-screen";"term";"2";"training";-1;16,97;"no error";"noerror";"German";"wsi-goettingen"
"1119";"M229";"204";"M";"single-screen";"term";"2";"IDS";1;6,34;"no error";"noerror";"German";"wsi-goettingen"
"1120";"M229";"204";"M";"single-screen";"term";"2";"ADS";2;18;"no error";"noerror";"German";"wsi-goettingen"
"1121";"M229";"204";"M";"single-screen";"term";"2";"IDS";3;4,78;"no error";"noerror";"German";"wsi-goettingen"
"1122";"M229";"204";"M";"single-screen";"term";"2";"ADS";4;18;"no error";"noerror";"German";"wsi-goettingen"
"1123";"M229";"204";"M";"single-screen";"term";"2";"ADS";5;5,37;"no error";"noerror";"German";"wsi-goettingen"
"1124";"M229";"204";"M";"single-screen";"term";"2";"IDS";6;17,57;"no error";"noerror";"German";"wsi-goettingen"
"1125";"M229";"204";"M";"single-screen";"term";"2";"IDS";7;10,51;"no error";"noerror";"German";"wsi-goettingen"
"1126";"M229";"204";"M";"single-screen";"term";"2";"ADS";8;4,11;"no error";"noerror";"German";"wsi-goettingen"
"1127";"M229";"204";"M";"single-screen";"term";"2";"ADS";9;7,27;"error";"noerror";"German";"wsi-goettingen"
"1128";"M229";"204";"M";"single-screen";"term";"2";"IDS";10;2,7;"no error";"noerror";"German";"wsi-goettingen"
"1129";"M229";"204";"M";"single-screen";"term";"2";"ADS";11;6,21;"no error";"noerror";"German";"wsi-goettingen"
"1130";"M229";"204";"M";"single-screen";"term";"2";"IDS";12;9,7;"no error";"noerror";"German";"wsi-goettingen"
"1131";"M229";"204";"M";"single-screen";"term";"2";"IDS";13;5,23;"no error";"noerror";"German";"wsi-goettingen"
"1132";"M229";"204";"M";"single-screen";"term";"2";"ADS";14;4,9;"no error";"noerror";"German";"wsi-goettingen"
"1133";"M229";"204";"M";"single-screen";"term";"2";"ADS";15;5,02;"no error";"noerror";"German";"wsi-goettingen"
"1134";"M229";"204";"M";"single-screen";"term";"2";"IDS";16;2,9;"no error";"noerror";"German";"wsi-goettingen"
"1135";"M230";"200";"M";"single-screen";"term";"1";"training";-2;18;"no error";"noerror";"German";"wsi-goettingen"
"1136";"M230";"200";"M";"single-screen";"term";"1";"training";-1;16,43;"no error";"noerror";"German";"wsi-goettingen"
"1137";"M230";"200";"M";"single-screen";"term";"1";"ADS";1;17,59;"no error";"noerror";"German";"wsi-goettingen"
"1138";"M230";"200";"M";"single-screen";"term";"1";"IDS";2;7,06;"no error";"noerror";"German";"wsi-goettingen"
"1139";"M230";"200";"M";"single-screen";"term";"1";"ADS";3;15,33;"no error";"noerror";"German";"wsi-goettingen"
"1140";"M230";"200";"M";"single-screen";"term";"1";"IDS";4;12,63;"no error";"noerror";"German";"wsi-goettingen"
"1141";"M230";"200";"M";"single-screen";"term";"1";"IDS";5;14,26;"no error";"noerror";"German";"wsi-goettingen"
"1142";"M230";"200";"M";"single-screen";"term";"1";"ADS";6;13,46;"no error";"noerror";"German";"wsi-goettingen"
"1143";"M230";"200";"M";"single-screen";"term";"1";"ADS";7;14,32;"no error";"noerror";"German";"wsi-goettingen"
"1144";"M230";"200";"M";"single-screen";"term";"1";"IDS";8;14,14;"no error";"noerror";"German";"wsi-goettingen"
"1145";"M230";"200";"M";"single-screen";"term";"1";"IDS";9;13,74;"no error";"noerror";"German";"wsi-goettingen"
"1146";"M230";"200";"M";"single-screen";"term";"1";"ADS";10;14,71;"no error";"noerror";"German";"wsi-goettingen"
"1147";"M230";"200";"M";"single-screen";"term";"1";"IDS";11;4,89;"no error";"noerror";"German";"wsi-goettingen"
"1148";"M230";"200";"M";"single-screen";"term";"1";"ADS";12;11,11;"no error";"noerror";"German";"wsi-goettingen"
"1149";"M230";"200";"M";"single-screen";"term";"1";"ADS";13;12,41;"no error";"noerror";"German";"wsi-goettingen"
"1150";"M230";"200";"M";"single-screen";"term";"1";"IDS";14;10,73;"no error";"noerror";"German";"wsi-goettingen"
"1151";"M230";"200";"M";"single-screen";"term";"1";"IDS";15;2,6;"no error";"noerror";"German";"wsi-goettingen"
"1152";"M230";"200";"M";"single-screen";"term";"1";"ADS";16;9,9;"no error";"noerror";"German";"wsi-goettingen"
"1153";"M230";"207";"M";"single-screen";"term";"2";"training";-2;15,78;"no error";"noerror";"German";"wsi-goettingen"
"1154";"M230";"207";"M";"single-screen";"term";"2";"training";-1;14,18;"no error";"noerror";"German";"wsi-goettingen"
"1155";"M230";"207";"M";"single-screen";"term";"2";"ADS";1;14,62;"no error";"noerror";"German";"wsi-goettingen"
"1156";"M230";"207";"M";"single-screen";"term";"2";"IDS";2;9,06;"no error";"noerror";"German";"wsi-goettingen"
"1157";"M230";"207";"M";"single-screen";"term";"2";"ADS";3;12,19;"no error";"noerror";"German";"wsi-goettingen"
"1158";"M230";"207";"M";"single-screen";"term";"2";"IDS";4;10,72;"no error";"noerror";"German";"wsi-goettingen"
"1159";"M230";"207";"M";"single-screen";"term";"2";"IDS";5;11,69;"no error";"noerror";"German";"wsi-goettingen"
"1160";"M230";"207";"M";"single-screen";"term";"2";"ADS";6;8,63;"no error";"noerror";"German";"wsi-goettingen"
"1161";"M230";"207";"M";"single-screen";"term";"2";"ADS";7;5,46;"no error";"noerror";"German";"wsi-goettingen"
"1162";"M230";"207";"M";"single-screen";"term";"2";"IDS";8;15,31;"no error";"noerror";"German";"wsi-goettingen"
"1163";"M230";"207";"M";"single-screen";"term";"2";"IDS";9;16,34;"no error";"noerror";"German";"wsi-goettingen"
"1164";"M230";"207";"M";"single-screen";"term";"2";"ADS";10;12,68;"no error";"noerror";"German";"wsi-goettingen"
"1165";"M230";"207";"M";"single-screen";"term";"2";"IDS";11;2,19;"no error";"noerror";"German";"wsi-goettingen"
"1166";"M230";"207";"M";"single-screen";"term";"2";"ADS";12;7,52;"no error";"noerror";"German";"wsi-goettingen"
"1167";"M230";"207";"M";"single-screen";"term";"2";"ADS";13;5,17;"no error";"noerror";"German";"wsi-goettingen"
"1168";"M230";"207";"M";"single-screen";"term";"2";"IDS";14;6,91;"no error";"noerror";"German";"wsi-goettingen"
"1169";"M230";"207";"M";"single-screen";"term";"2";"IDS";15;10,8;"no error";"noerror";"German";"wsi-goettingen"
"1170";"M230";"207";"M";"single-screen";"term";"2";"ADS";16;11,14;"no error";"noerror";"German";"wsi-goettingen"
"1171";"M231";"235";"M";"single-screen";"term";"1";"training";-2;16,7;"no error";"noerror";"German";"wsi-goettingen"
"1172";"M231";"235";"M";"single-screen";"term";"1";"training";-1;16,41;"no error";"noerror";"German";"wsi-goettingen"
"1173";"M231";"235";"M";"single-screen";"term";"1";"ADS";1;14,12;"no error";"noerror";"German";"wsi-goettingen"
"1174";"M231";"235";"M";"single-screen";"term";"1";"IDS";2;16,2;"no error";"noerror";"German";"wsi-goettingen"
"1175";"M231";"235";"M";"single-screen";"term";"1";"ADS";3;16,13;"no error";"noerror";"German";"wsi-goettingen"
"1176";"M231";"235";"M";"single-screen";"term";"1";"IDS";4;16,39;"no error";"noerror";"German";"wsi-goettingen"
"1177";"M231";"235";"M";"single-screen";"term";"1";"IDS";5;12,02;"no error";"noerror";"German";"wsi-goettingen"
"1178";"M231";"235";"M";"single-screen";"term";"1";"ADS";6;15,97;"no error";"noerror";"German";"wsi-goettingen"
"1179";"M231";"235";"M";"single-screen";"term";"1";"ADS";7;11,35;"no error";"noerror";"German";"wsi-goettingen"
"1180";"M231";"235";"M";"single-screen";"term";"1";"IDS";8;14,14;"no error";"noerror";"German";"wsi-goettingen"
"1181";"M231";"235";"M";"single-screen";"term";"1";"IDS";9;10,14;"no error";"noerror";"German";"wsi-goettingen"
"1182";"M231";"235";"M";"single-screen";"term";"1";"ADS";10;10,34;"no error";"noerror";"German";"wsi-goettingen"
"1183";"M231";"235";"M";"single-screen";"term";"1";"IDS";11;5,57;"no error";"noerror";"German";"wsi-goettingen"
"1184";"M231";"235";"M";"single-screen";"term";"1";"ADS";12;12,3;"no error";"noerror";"German";"wsi-goettingen"
"1185";"M231";"235";"M";"single-screen";"term";"1";"ADS";13;6,44;"no error";"noerror";"German";"wsi-goettingen"
"1186";"M231";"235";"M";"single-screen";"term";"1";"IDS";14;2,87;"no error";"noerror";"German";"wsi-goettingen"
"1187";"M231";"235";"M";"single-screen";"term";"1";"IDS";15;3,74;"no error";"noerror";"German";"wsi-goettingen"
"1188";"M231";"235";"M";"single-screen";"term";"1";"ADS";16;3,59;"no error";"noerror";"German";"wsi-goettingen"
"1189";"M231";"240";"M";"single-screen";"term";"2";"training";-2;9,27;"no error";"noerror";"German";"wsi-goettingen"
"1190";"M231";"240";"M";"single-screen";"term";"2";"training";-1;16,69;"no error";"noerror";"German";"wsi-goettingen"
"1191";"M231";"240";"M";"single-screen";"term";"2";"ADS";1;16,76;"no error";"noerror";"German";"wsi-goettingen"
"1192";"M231";"240";"M";"single-screen";"term";"2";"IDS";2;17,8;"no error";"noerror";"German";"wsi-goettingen"
"1193";"M231";"240";"M";"single-screen";"term";"2";"ADS";3;16,43;"no error";"noerror";"German";"wsi-goettingen"
"1194";"M231";"240";"M";"single-screen";"term";"2";"IDS";4;17,52;"no error";"noerror";"German";"wsi-goettingen"
"1195";"M231";"240";"M";"single-screen";"term";"2";"IDS";5;14,89;"no error";"noerror";"German";"wsi-goettingen"
"1196";"M231";"240";"M";"single-screen";"term";"2";"ADS";6;14,77;"no error";"noerror";"German";"wsi-goettingen"
"1197";"M231";"240";"M";"single-screen";"term";"2";"ADS";7;15,63;"no error";"noerror";"German";"wsi-goettingen"
"1198";"M231";"240";"M";"single-screen";"term";"2";"IDS";8;3,18;"no error";"noerror";"German";"wsi-goettingen"
"1199";"M231";"240";"M";"single-screen";"term";"2";"IDS";9;18;"no error";"noerror";"German";"wsi-goettingen"
"1200";"M231";"240";"M";"single-screen";"term";"2";"ADS";10;18;"no error";"noerror";"German";"wsi-goettingen"
"1201";"M231";"240";"M";"single-screen";"term";"2";"IDS";11;1,95;"no error";"noerror";"German";"wsi-goettingen"
"1202";"M231";"240";"M";"single-screen";"term";"2";"ADS";12;7,61;"no error";"noerror";"German";"wsi-goettingen"
"1203";"M231";"240";"M";"single-screen";"term";"2";"ADS";13;2,54;"no error";"noerror";"German";"wsi-goettingen"
"1204";"M231";"240";"M";"single-screen";"term";"2";"IDS";14;16,64;"no error";"noerror";"German";"wsi-goettingen"
"1205";"M231";"240";"M";"single-screen";"term";"2";"IDS";15;3,19;"no error";"noerror";"German";"wsi-goettingen"
"1206";"M231";"240";"M";"single-screen";"term";"2";"ADS";16;2,61;"no error";"noerror";"German";"wsi-goettingen"
"1207";"M312";"303";"M";"single-screen";"term";"1";"training";-2;17,72;"no error";"noerror";"German";"wsi-goettingen"
"1208";"M312";"303";"M";"single-screen";"term";"1";"training";-1;14,79;"no error";"noerror";"German";"wsi-goettingen"
"1209";"M312";"303";"M";"single-screen";"term";"1";"ADS";1;15,14;"no error";"noerror";"German";"wsi-goettingen"
"1210";"M312";"303";"M";"single-screen";"term";"1";"IDS";2;14,76;"no error";"noerror";"German";"wsi-goettingen"
"1211";"M312";"303";"M";"single-screen";"term";"1";"IDS";3;6,7;"no error";"noerror";"German";"wsi-goettingen"
"1212";"M312";"303";"M";"single-screen";"term";"1";"ADS";4;5,61;"no error";"noerror";"German";"wsi-goettingen"
"1213";"M312";"303";"M";"single-screen";"term";"1";"IDS";5;4,23;"no error";"noerror";"German";"wsi-goettingen"
"1214";"M312";"303";"M";"single-screen";"term";"1";"ADS";6;4,14;"no error";"noerror";"German";"wsi-goettingen"
"1215";"M312";"303";"M";"single-screen";"term";"1";"IDS";7;3,35;"no error";"noerror";"German";"wsi-goettingen"
"1216";"M312";"303";"M";"single-screen";"term";"1";"ADS";8;15,48;"no error";"noerror";"German";"wsi-goettingen"
"1217";"M312";"303";"M";"single-screen";"term";"1";"IDS";9;6,6;"no error";"noerror";"German";"wsi-goettingen"
"1218";"M312";"303";"M";"single-screen";"term";"1";"ADS";10;5,47;"no error";"noerror";"German";"wsi-goettingen"
"1219";"M312";"303";"M";"single-screen";"term";"1";"ADS";11;17,11;"no error";"noerror";"German";"wsi-goettingen"
"1220";"M312";"303";"M";"single-screen";"term";"1";"IDS";12;13,36;"no error";"noerror";"German";"wsi-goettingen"
"1221";"M312";"303";"M";"single-screen";"term";"1";"ADS";13;8,15;"no error";"noerror";"German";"wsi-goettingen"
"1222";"M312";"303";"M";"single-screen";"term";"1";"IDS";14;10,9;"no error";"noerror";"German";"wsi-goettingen"
"1223";"M312";"303";"M";"single-screen";"term";"1";"ADS";15;4,26;"no error";"noerror";"German";"wsi-goettingen"
"1224";"M312";"303";"M";"single-screen";"term";"1";"IDS";16;6,61;"no error";"noerror";"German";"wsi-goettingen"
"1225";"M312";"311";"M";"single-screen";"term";"2";"training";-2;15,62;"no error";"noerror";"German";"wsi-goettingen"
"1226";"M312";"311";"M";"single-screen";"term";"2";"training";-1;14,76;"no error";"noerror";"German";"wsi-goettingen"
"1227";"M312";"311";"M";"single-screen";"term";"2";"ADS";1;9,26;"no error";"noerror";"German";"wsi-goettingen"
"1228";"M312";"311";"M";"single-screen";"term";"2";"IDS";2;4,73;"no error";"noerror";"German";"wsi-goettingen"
"1229";"M312";"311";"M";"single-screen";"term";"2";"IDS";3;6,07;"no error";"noerror";"German";"wsi-goettingen"
"1230";"M312";"311";"M";"single-screen";"term";"2";"ADS";4;4,96;"no error";"noerror";"German";"wsi-goettingen"
"1231";"M312";"311";"M";"single-screen";"term";"2";"IDS";5;4,72;"no error";"noerror";"German";"wsi-goettingen"
"1232";"M312";"311";"M";"single-screen";"term";"2";"ADS";6;4,91;"no error";"noerror";"German";"wsi-goettingen"
"1233";"M312";"311";"M";"single-screen";"term";"2";"IDS";7;0,65;"no error";"noerror";"German";"wsi-goettingen"
"1234";"M312";"311";"M";"single-screen";"term";"2";"ADS";8;2,5;"no error";"noerror";"German";"wsi-goettingen"
"1235";"M312";"311";"M";"single-screen";"term";"2";"IDS";9;8,61;"no error";"noerror";"German";"wsi-goettingen"
"1236";"M312";"311";"M";"single-screen";"term";"2";"ADS";10;5,41;"no error";"noerror";"German";"wsi-goettingen"
"1237";"M312";"311";"M";"single-screen";"term";"2";"ADS";11;5,22;"no error";"noerror";"German";"wsi-goettingen"
"1238";"M312";"311";"M";"single-screen";"term";"2";"IDS";12;13,46;"no error";"noerror";"German";"wsi-goettingen"
"1239";"M312";"311";"M";"single-screen";"term";"2";"ADS";13;2,3;"no error";"noerror";"German";"wsi-goettingen"
"1240";"M312";"311";"M";"single-screen";"term";"2";"IDS";14;10,1;"no error";"noerror";"German";"wsi-goettingen"
"1241";"M312";"311";"M";"single-screen";"term";"2";"ADS";15;11,98;"no error";"noerror";"German";"wsi-goettingen"
"1242";"M312";"311";"M";"single-screen";"term";"2";"IDS";16;0,17;"no error";"noerror";"German";"wsi-goettingen"
"1243";"M313";"278";"F";"single-screen";"term";"1";"training";-2;18;"no error";"noerror";"German";"wsi-goettingen"
"1244";"M313";"278";"F";"single-screen";"term";"1";"training";-1;8,73;"no error";"noerror";"German";"wsi-goettingen"
"1245";"M313";"278";"F";"single-screen";"term";"1";"IDS";1;7,32;"no error";"noerror";"German";"wsi-goettingen"
"1246";"M313";"278";"F";"single-screen";"term";"1";"ADS";2;12,11;"no error";"noerror";"German";"wsi-goettingen"
"1247";"M313";"278";"F";"single-screen";"term";"1";"IDS";3;6,76;"no error";"noerror";"German";"wsi-goettingen"
"1248";"M313";"278";"F";"single-screen";"term";"1";"ADS";4;5,04;"no error";"noerror";"German";"wsi-goettingen"
"1249";"M313";"278";"F";"single-screen";"term";"1";"ADS";5;4,18;"no error";"noerror";"German";"wsi-goettingen"
"1250";"M313";"278";"F";"single-screen";"term";"1";"IDS";6;5,6;"no error";"noerror";"German";"wsi-goettingen"
"1251";"M313";"278";"F";"single-screen";"term";"1";"IDS";7;12,5;"no error";"noerror";"German";"wsi-goettingen"
"1252";"M313";"278";"F";"single-screen";"term";"1";"ADS";8;5,76;"no error";"noerror";"German";"wsi-goettingen"
"1253";"M313";"278";"F";"single-screen";"term";"1";"ADS";9;3,88;"no error";"noerror";"German";"wsi-goettingen"
"1254";"M313";"278";"F";"single-screen";"term";"1";"IDS";10;3,04;"no error";"noerror";"German";"wsi-goettingen"
"1255";"M313";"278";"F";"single-screen";"term";"1";"ADS";11;18;"no error";"noerror";"German";"wsi-goettingen"
"1256";"M313";"278";"F";"single-screen";"term";"1";"IDS";12;4,4;"no error";"noerror";"German";"wsi-goettingen"
"1257";"M313";"278";"F";"single-screen";"term";"1";"IDS";13;9,19;"no error";"noerror";"German";"wsi-goettingen"
"1258";"M313";"278";"F";"single-screen";"term";"1";"ADS";14;9,98;"no error";"noerror";"German";"wsi-goettingen"
"1259";"M313";"278";"F";"single-screen";"term";"1";"ADS";15;11,83;"error";"noerror";"German";"wsi-goettingen"
"1260";"M313";"278";"F";"single-screen";"term";"1";"IDS";16;4,92;"no error";"noerror";"German";"wsi-goettingen"
"1261";"M313";"302";"F";"single-screen";"term";"2";"training";-2;12,59;"no error";"noerror";"German";"wsi-goettingen"
"1262";"M313";"302";"F";"single-screen";"term";"2";"training";-1;14,41;"no error";"noerror";"German";"wsi-goettingen"
"1263";"M313";"302";"F";"single-screen";"term";"2";"IDS";1;2,4;"no error";"noerror";"German";"wsi-goettingen"
"1264";"M313";"302";"F";"single-screen";"term";"2";"ADS";2;10,73;"no error";"noerror";"German";"wsi-goettingen"
"1265";"M313";"302";"F";"single-screen";"term";"2";"IDS";3;8,77;"no error";"noerror";"German";"wsi-goettingen"
"1266";"M313";"302";"F";"single-screen";"term";"2";"ADS";4;7,8;"no error";"noerror";"German";"wsi-goettingen"
"1267";"M313";"302";"F";"single-screen";"term";"2";"ADS";5;3,25;"no error";"noerror";"German";"wsi-goettingen"
"1268";"M313";"302";"F";"single-screen";"term";"2";"IDS";6;2,88;"no error";"noerror";"German";"wsi-goettingen"
"1269";"M313";"302";"F";"single-screen";"term";"2";"IDS";7;4,48;"no error";"noerror";"German";"wsi-goettingen"
"1270";"M313";"302";"F";"single-screen";"term";"2";"ADS";8;3,23;"no error";"noerror";"German";"wsi-goettingen"
"1271";"M313";"302";"F";"single-screen";"term";"2";"ADS";9;6,27;"no error";"noerror";"German";"wsi-goettingen"
"1272";"M313";"302";"F";"single-screen";"term";"2";"IDS";10;5,08;"error";"noerror";"German";"wsi-goettingen"
"1273";"M313";"302";"F";"single-screen";"term";"2";"ADS";11;18;"error";"noerror";"German";"wsi-goettingen"
"1274";"M313";"302";"F";"single-screen";"term";"2";"IDS";12;8,62;"no error";"noerror";"German";"wsi-goettingen"
"1275";"M313";"302";"F";"single-screen";"term";"2";"IDS";13;15,37;"no error";"noerror";"German";"wsi-goettingen"
"1276";"M313";"302";"F";"single-screen";"term";"2";"ADS";14;18;"no error";"noerror";"German";"wsi-goettingen"
"1277";"M313";"302";"F";"single-screen";"term";"2";"ADS";15;14,95;"no error";"noerror";"German";"wsi-goettingen"
"1278";"M313";"302";"F";"single-screen";"term";"2";"IDS";16;12,27;"error";"noerror";"German";"wsi-goettingen"
"1279";"M314";"352";"M";"single-screen";"term";"1";"training";-2;11,41;"no error";"noerror";"German";"wsi-goettingen"
"1280";"M314";"352";"M";"single-screen";"term";"1";"training";-1;14,96;"no error";"noerror";"German";"wsi-goettingen"
"1281";"M314";"352";"M";"single-screen";"term";"1";"ADS";1;9,72;"no error";"noerror";"German";"wsi-goettingen"
"1282";"M314";"352";"M";"single-screen";"term";"1";"IDS";2;17,61;"no error";"noerror";"German";"wsi-goettingen"
"1283";"M314";"352";"M";"single-screen";"term";"1";"ADS";3;6,71;"no error";"noerror";"German";"wsi-goettingen"
"1284";"M314";"352";"M";"single-screen";"term";"1";"IDS";4;16,81;"no error";"noerror";"German";"wsi-goettingen"
"1285";"M314";"352";"M";"single-screen";"term";"1";"IDS";5;14,53;"error";"noerror";"German";"wsi-goettingen"
"1286";"M314";"352";"M";"single-screen";"term";"1";"ADS";6;14,33;"no error";"noerror";"German";"wsi-goettingen"
"1287";"M314";"352";"M";"single-screen";"term";"1";"ADS";7;14,25;"no error";"noerror";"German";"wsi-goettingen"
"1288";"M314";"352";"M";"single-screen";"term";"1";"IDS";8;4,85;"no error";"noerror";"German";"wsi-goettingen"
"1289";"M314";"352";"M";"single-screen";"term";"1";"IDS";9;7,52;"no error";"noerror";"German";"wsi-goettingen"
"1290";"M314";"352";"M";"single-screen";"term";"1";"ADS";10;4,09;"no error";"noerror";"German";"wsi-goettingen"
"1291";"M314";"352";"M";"single-screen";"term";"1";"IDS";11;16,19;"no error";"noerror";"German";"wsi-goettingen"
"1292";"M314";"352";"M";"single-screen";"term";"1";"ADS";12;8,66;"no error";"noerror";"German";"wsi-goettingen"
"1293";"M314";"352";"M";"single-screen";"term";"1";"ADS";13;10,77;"no error";"noerror";"German";"wsi-goettingen"
"1294";"M314";"352";"M";"single-screen";"term";"1";"IDS";14;6,99;"no error";"noerror";"German";"wsi-goettingen"
"1295";"M314";"352";"M";"single-screen";"term";"1";"IDS";15;4,97;"no error";"noerror";"German";"wsi-goettingen"
"1296";"M314";"352";"M";"single-screen";"term";"1";"ADS";16;6,21;"no error";"noerror";"German";"wsi-goettingen"
"1297";"M314";"359";"M";"single-screen";"term";"2";"training";-2;11,93;"no error";"noerror";"German";"wsi-goettingen"
"1298";"M314";"359";"M";"single-screen";"term";"2";"training";-1;16,08;"no error";"noerror";"German";"wsi-goettingen"
"1299";"M314";"359";"M";"single-screen";"term";"2";"ADS";1;14,58;"no error";"noerror";"German";"wsi-goettingen"
"1300";"M314";"359";"M";"single-screen";"term";"2";"IDS";2;14,09;"no error";"noerror";"German";"wsi-goettingen"
"1301";"M314";"359";"M";"single-screen";"term";"2";"ADS";3;15,27;"no error";"noerror";"German";"wsi-goettingen"
"1302";"M314";"359";"M";"single-screen";"term";"2";"IDS";4;14,68;"no error";"noerror";"German";"wsi-goettingen"
"1303";"M314";"359";"M";"single-screen";"term";"2";"IDS";5;16,37;"no error";"noerror";"German";"wsi-goettingen"
"1304";"M314";"359";"M";"single-screen";"term";"2";"ADS";6;2,48;"no error";"noerror";"German";"wsi-goettingen"
"1305";"M314";"359";"M";"single-screen";"term";"2";"ADS";7;6,68;"no error";"noerror";"German";"wsi-goettingen"
"1306";"M314";"359";"M";"single-screen";"term";"2";"IDS";8;3,14;"no error";"noerror";"German";"wsi-goettingen"
"1307";"M314";"359";"M";"single-screen";"term";"2";"IDS";9;7,99;"no error";"noerror";"German";"wsi-goettingen"
"1308";"M314";"359";"M";"single-screen";"term";"2";"ADS";10;6,96;"no error";"noerror";"German";"wsi-goettingen"
"1309";"M314";"359";"M";"single-screen";"term";"2";"IDS";11;2,25;"no error";"noerror";"German";"wsi-goettingen"
"1310";"M314";"359";"M";"single-screen";"term";"2";"ADS";12;4,82;"no error";"noerror";"German";"wsi-goettingen"
"1311";"M314";"359";"M";"single-screen";"term";"2";"ADS";13;12,21;"no error";"noerror";"German";"wsi-goettingen"
"1312";"M314";"359";"M";"single-screen";"term";"2";"IDS";14;14,23;"no error";"noerror";"German";"wsi-goettingen"
"1313";"M314";"359";"M";"single-screen";"term";"2";"IDS";15;7,5;"no error";"noerror";"German";"wsi-goettingen"
"1314";"M314";"359";"M";"single-screen";"term";"2";"ADS";16;13,64;"error";"noerror";"German";"wsi-goettingen"
"1315";"M315";"326";"F";"single-screen";"term";"1";"training";-2;18;"no error";"noerror";"German";"wsi-goettingen"
"1316";"M315";"326";"F";"single-screen";"term";"1";"training";-1;10,37;"no error";"noerror";"German";"wsi-goettingen"
"1317";"M315";"326";"F";"single-screen";"term";"1";"IDS";1;16,7;"no error";"noerror";"German";"wsi-goettingen"
"1318";"M315";"326";"F";"single-screen";"term";"1";"ADS";2;18;"no error";"noerror";"German";"wsi-goettingen"
"1319";"M315";"326";"F";"single-screen";"term";"1";"ADS";3;18;"no error";"noerror";"German";"wsi-goettingen"
"1320";"M315";"326";"F";"single-screen";"term";"1";"IDS";4;6,36;"error";"noerror";"German";"wsi-goettingen"
"1321";"M315";"326";"F";"single-screen";"term";"1";"ADS";5;12,12;"no error";"noerror";"German";"wsi-goettingen"
"1322";"M315";"326";"F";"single-screen";"term";"1";"IDS";6;17,51;"no error";"noerror";"German";"wsi-goettingen"
"1323";"M315";"326";"F";"single-screen";"term";"1";"ADS";7;4,35;"no error";"noerror";"German";"wsi-goettingen"
"1324";"M315";"326";"F";"single-screen";"term";"1";"IDS";8;15,32;"no error";"noerror";"German";"wsi-goettingen"
"1325";"M315";"326";"F";"single-screen";"term";"1";"ADS";9;4,65;"no error";"noerror";"German";"wsi-goettingen"
"1326";"M315";"326";"F";"single-screen";"term";"1";"IDS";10;1,82;"no error";"noerror";"German";"wsi-goettingen"
"1327";"M315";"326";"F";"single-screen";"term";"1";"IDS";11;3,65;"no error";"noerror";"German";"wsi-goettingen"
"1328";"M315";"326";"F";"single-screen";"term";"1";"ADS";12;7,25;"no error";"noerror";"German";"wsi-goettingen"
"1329";"M315";"326";"F";"single-screen";"term";"1";"IDS";13;10,79;"no error";"noerror";"German";"wsi-goettingen"
"1330";"M315";"326";"F";"single-screen";"term";"1";"ADS";14;16,46;"no error";"noerror";"German";"wsi-goettingen"
"1331";"M315";"326";"F";"single-screen";"term";"1";"IDS";15;16,03;"no error";"noerror";"German";"wsi-goettingen"
"1332";"M315";"326";"F";"single-screen";"term";"1";"ADS";16;1,48;"no error";"noerror";"German";"wsi-goettingen"
"1333";"M315";"333";"F";"single-screen";"term";"2";"training";-2;18;"no error";"noerror";"German";"wsi-goettingen"
"1334";"M315";"333";"F";"single-screen";"term";"2";"training";-1;15,3;"no error";"noerror";"German";"wsi-goettingen"
"1335";"M315";"333";"F";"single-screen";"term";"2";"IDS";1;8,18;"no error";"noerror";"German";"wsi-goettingen"
