lab,subid,test,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,notes
babylab-potsdam,b7167,2,ADS,ADS8,15,6.496,7.419,noerror,NA,NA
babylab-potsdam,b7167,2,IDS,IDS8,16,7.003,7.003,noerror,NA,NA
babylab-potsdam,b7171,1,training,train1,-2,16.775,18,noerror,NA,NA
babylab-potsdam,b7171,1,training,train2,-1,16.289,18,noerror,NA,NA
babylab-potsdam,b7171,1,IDS,IDS5,1,15.43,18,noerror,NA,NA
babylab-potsdam,b7171,1,ADS,ADS5,2,10.982,12.449,noerror,NA,NA
babylab-potsdam,b7171,1,ADS,ADS7,3,9.005,9.005,noerror,NA,NA
babylab-potsdam,b7171,1,IDS,IDS7,4,18,18,noerror,NA,NA
babylab-potsdam,b7171,1,ADS,ADS1,5,15.534,17.444,noerror,NA,NA
babylab-potsdam,b7171,1,IDS,IDS1,6,16.536,18.001,noerror,NA,NA
babylab-potsdam,b7171,1,ADS,ADS3,7,8.254,8.254,noerror,NA,NA
babylab-potsdam,b7171,1,IDS,IDS3,8,6.986,7.581,noerror,NA,NA
babylab-potsdam,b7171,1,ADS,ADS2,9,7.586,7.586,noerror,NA,NA
babylab-potsdam,b7171,1,IDS,IDS2,10,13.528,15.425,noerror,NA,NA
babylab-potsdam,b7171,1,IDS,IDS4,11,14.584,15.557,noerror,NA,NA
babylab-potsdam,b7171,1,ADS,ADS4,12,16.11,18,noerror,NA,NA
babylab-potsdam,b7171,1,IDS,IDS6,13,8.083,8.59,noerror,NA,NA
babylab-potsdam,b7171,1,ADS,ADS6,14,6.198,6.198,noerror,NA,NA
babylab-potsdam,b7171,1,IDS,IDS8,15,5.028,5.028,noerror,NA,NA
babylab-potsdam,b7171,1,ADS,ADS8,16,12.212,13.612,noerror,NA,offline correction - experimenter error - subtraction of 1400 ms based on logsheet and video- child was not looking at the beginning of the trial
babylab-potsdam,b7171,2,training,train1,-2,18,18,noerror,NA,NA
babylab-potsdam,b7171,2,training,train2,-1,18,18,noerror,NA,NA
babylab-potsdam,b7171,2,IDS,IDS5,1,18,18,noerror,NA,NA
babylab-potsdam,b7171,2,ADS,ADS5,2,9.002,9.002,noerror,NA,NA
babylab-potsdam,b7171,2,ADS,ADS7,3,4.773,4.773,noerror,NA,NA
babylab-potsdam,b7171,2,IDS,IDS7,4,15.169,15.498,noerror,NA,NA
babylab-potsdam,b7171,2,ADS,ADS1,5,5.501,5.501,noerror,NA,NA
babylab-potsdam,b7171,2,IDS,IDS1,6,8.178,8.178,noerror,NA,NA
babylab-potsdam,b7171,2,ADS,ADS3,7,3.239,3.239,noerror,NA,NA
babylab-potsdam,b7171,2,IDS,IDS3,8,4.955,9.25,noerror,NA,offline correction - experimenter error - subtraction of 2303 ms based on logsheet and video- child was not looking
babylab-potsdam,b7171,2,ADS,ADS2,9,5,5,noerror,NA,NA
babylab-potsdam,b7171,2,IDS,IDS2,10,3.513,3.513,noerror,NA,NA
babylab-potsdam,b7171,2,IDS,IDS4,11,2.538,4.053,noerror,NA,NA
babylab-potsdam,b7171,2,ADS,ADS4,12,3.214,4.886,noerror,NA,offline correction - experimenter error - subtraction of 1672 ms based on logsheet and video- child was not looking at the beginning of the trial
babylab-potsdam,b7171,2,IDS,IDS6,13,3.466,3.466,noerror,NA,NA
babylab-potsdam,b7171,2,ADS,ADS6,14,2.664,6.634,noerror,NA,offline correction - experimenter error - subtraction of 768 ms based on logsheet and video- child was not looking
babylab-potsdam,b7171,2,IDS,IDS8,15,1.055,1.055,noerror,NA,NA
babylab-potsdam,b7171,2,ADS,ADS8,16,1.847,1.847,noerror,NA,NA
babylab-potsdam,b7172,1,training,train1,-2,17.484,18,noerror,NA,NA
babylab-potsdam,b7172,1,training,train2,-1,18,18,noerror,NA,NA
babylab-potsdam,b7172,1,IDS,IDS5,1,17.384,17.63,noerror,NA,NA
babylab-potsdam,b7172,1,ADS,ADS5,2,15.418,15.418,noerror,NA,NA
babylab-potsdam,b7172,1,ADS,ADS7,3,9.345,9.345,noerror,NA,NA
babylab-potsdam,b7172,1,IDS,IDS7,4,17.419,18,noerror,NA,NA
babylab-potsdam,b7172,1,ADS,ADS1,5,13.211,16.779,noerror,NA,NA
babylab-potsdam,b7172,1,IDS,IDS1,6,14.931,18.001,noerror,NA,NA
babylab-potsdam,b7172,1,ADS,ADS3,7,10.448,11.438,noerror,NA,NA
babylab-potsdam,b7172,1,IDS,IDS3,8,12.148,15.63,noerror,NA,NA
babylab-potsdam,b7172,1,ADS,ADS2,9,4.466,4.466,noerror,NA,NA
babylab-potsdam,b7172,1,IDS,IDS2,10,7.796,12.116,noerror,NA,NA
babylab-potsdam,b7172,1,IDS,IDS4,11,3.324,3.324,noerror,NA,NA
babylab-potsdam,b7172,1,ADS,ADS4,12,6.837,10.022,noerror,NA,NA
babylab-potsdam,b7172,1,IDS,IDS6,13,11.935,13.635,noerror,NA,NA
babylab-potsdam,b7172,1,ADS,ADS6,14,4.15,5.168,noerror,NA,NA
babylab-potsdam,b7172,1,IDS,IDS8,15,2.019,2.019,noerror,NA,NA
babylab-potsdam,b7172,1,ADS,ADS8,16,5.853,6.941,noerror,NA,NA
babylab-potsdam,b7172,2,training,train1,-2,15.592,18,noerror,NA,NA
babylab-potsdam,b7172,2,training,train2,-1,15.635,17.904,noerror,NA,NA
babylab-potsdam,b7172,2,IDS,IDS5,1,7.744,7.744,noerror,NA,NA
babylab-potsdam,b7172,2,ADS,ADS5,2,9.167,9.899,noerror,NA,NA
babylab-potsdam,b7172,2,ADS,ADS7,3,14.201,18.001,noerror,NA,NA
babylab-potsdam,b7172,2,IDS,IDS7,4,4.008,4.008,noerror,NA,NA
babylab-potsdam,b7172,2,ADS,ADS1,5,6.595,6.595,noerror,NA,NA
babylab-potsdam,b7172,2,IDS,IDS1,6,3.19,3.19,noerror,NA,NA
babylab-potsdam,b7172,2,ADS,ADS3,7,4.044,4.044,noerror,NA,NA
babylab-potsdam,b7172,2,IDS,IDS3,8,2.19,2.19,noerror,NA,NA
babylab-potsdam,b7172,2,ADS,ADS2,9,1.775,1.775,noerror,NA,NA
babylab-potsdam,b7172,2,IDS,IDS2,10,8.546,17.951,noerror,NA,NA
babylab-potsdam,b7172,2,IDS,IDS4,11,2.813,3.53,noerror,NA,NA
babylab-potsdam,b7172,2,ADS,ADS4,12,1.452,1.452,noerror,NA,NA
babylab-potsdam,b7172,2,IDS,IDS6,13,2.481,3.221,noerror,NA,NA
babylab-potsdam,b7172,2,ADS,ADS6,14,2.012,3.918,noerror,NA,NA
babylab-potsdam,b7172,2,IDS,IDS8,15,1.189,1.189,noerror,NA,NA
babylab-potsdam,b7172,2,ADS,ADS8,16,7.537,10.73,noerror,NA,NA
babylab-potsdam,b7181,1,training,train2,-2,12.983,14.548,noerror,NA,NA
babylab-potsdam,b7181,1,training,train1,-1,4.722,4.722,noerror,NA,NA
babylab-potsdam,b7181,1,ADS,ADS1,1,7.225,7.699,noerror,NA,NA
babylab-potsdam,b7181,1,IDS,IDS1,2,5.248,5.975,noerror,NA,NA
babylab-potsdam,b7181,1,ADS,ADS2,3,2.871,2.871,noerror,NA,NA
babylab-potsdam,b7181,1,IDS,IDS2,4,2.691,2.691,noerror,NA,NA
babylab-potsdam,b7181,1,IDS,IDS3,5,2.62,2.62,noerror,NA,NA
babylab-potsdam,b7181,1,ADS,ADS3,6,1.745,1.745,noerror,NA,NA
babylab-potsdam,b7181,1,ADS,ADS4,7,2.26,2.26,noerror,NA,NA
babylab-potsdam,b7181,1,IDS,IDS4,8,1.698,1.698,noerror,NA,NA
babylab-potsdam,b7181,1,IDS,IDS5,9,1.542,1.542,noerror,NA,NA
babylab-potsdam,b7181,1,ADS,ADS5,10,4.127,5.068,noerror,NA,NA
babylab-potsdam,b7181,1,IDS,IDS6,11,1.814,1.814,noerror,NA,NA
babylab-potsdam,b7181,1,ADS,ADS6,12,1.831,1.831,noerror,NA,NA
babylab-potsdam,b7181,1,ADS,ADS7,13,3.735,3.735,noerror,NA,NA
babylab-potsdam,b7181,1,IDS,IDS7,14,4.09,4.09,noerror,NA,NA
babylab-potsdam,b7181,1,IDS,IDS8,15,3.503,3.503,noerror,NA,NA
babylab-potsdam,b7181,1,ADS,ADS8,16,1.563,1.563,noerror,NA,NA
babylab-potsdam,b7181,2,training,train2,-2,12.209,18,noerror,NA,NA
babylab-potsdam,b7181,2,training,train1,-1,9.524,18,noerror,NA,NA
babylab-potsdam,b7181,2,ADS,ADS1,1,11.501,16.438,noerror,NA,NA
babylab-potsdam,b7181,2,IDS,IDS1,2,11.658,17.837,noerror,NA,NA
babylab-potsdam,b7181,2,ADS,ADS2,3,8.23,15.416,noerror,NA,NA
babylab-potsdam,b7181,2,IDS,IDS2,4,2.476,4.149,noerror,NA,NA
babylab-potsdam,b7181,2,IDS,IDS3,5,3.786,4.202,noerror,NA,NA
babylab-potsdam,b7181,2,ADS,ADS3,6,2.236,3.659,noerror,NA,NA
babylab-potsdam,b7181,2,ADS,ADS4,7,1.275,1.275,noerror,NA,NA
babylab-potsdam,b7181,2,IDS,IDS4,8,2.07,2.07,noerror,NA,NA
babylab-potsdam,b7181,2,IDS,IDS5,9,9.533,11.183,noerror,NA,NA
babylab-potsdam,b7181,2,ADS,ADS5,10,2.248,3.337,noerror,NA,NA
babylab-potsdam,b7181,2,IDS,IDS6,11,1.505,1.505,noerror,NA,NA
babylab-potsdam,b7181,2,ADS,ADS6,12,3.763,4.131,noerror,NA,NA
babylab-potsdam,b7181,2,ADS,ADS7,13,5.506,7.474,noerror,NA,NA
babylab-potsdam,b7181,2,IDS,IDS7,14,2.186,2.186,noerror,NA,NA
babylab-potsdam,b7181,2,IDS,IDS8,15,3.393,3.393,noerror,NA,NA
babylab-potsdam,b7181,2,ADS,ADS8,16,3.449,3.449,noerror,NA,NA
babylab-potsdam,b7184,1,training,train2,-2,13.825,17.194,noerror,NA,NA
babylab-potsdam,b7184,1,training,train1,-1,4.817,4.817,noerror,NA,NA
babylab-potsdam,b7184,1,ADS,ADS5,1,4.715,4.715,noerror,NA,NA
babylab-potsdam,b7184,1,IDS,IDS5,2,2.26,2.26,noerror,NA,NA
babylab-potsdam,b7184,1,IDS,IDS7,3,4.681,4.681,noerror,NA,NA
babylab-potsdam,b7184,1,ADS,ADS7,4,6.537,8.918,noerror,NA,NA
babylab-potsdam,b7184,1,IDS,IDS1,5,3.246,3.246,noerror,NA,NA
babylab-potsdam,b7184,1,ADS,ADS1,6,2.144,2.144,noerror,NA,NA
babylab-potsdam,b7184,1,IDS,IDS3,7,5.106,5.106,noerror,NA,NA
babylab-potsdam,b7184,1,ADS,ADS3,8,2.217,2.217,noerror,NA,NA
babylab-potsdam,b7184,1,IDS,IDS2,9,4.299,4.299,noerror,NA,NA
babylab-potsdam,b7184,1,ADS,ADS2,10,3.609,3.609,noerror,NA,NA
babylab-potsdam,b7184,1,ADS,ADS4,11,3.097,3.097,noerror,NA,NA
babylab-potsdam,b7184,1,IDS,IDS4,12,3.161,3.161,noerror,NA,NA
babylab-potsdam,b7184,1,ADS,ADS6,13,3.46,3.46,noerror,NA,NA
babylab-potsdam,b7184,1,IDS,IDS6,14,7.647,11.572,noerror,NA,offline correction - experimenter error - subtraction of 326 ms based on logsheet and video- child was not looking
babylab-potsdam,b7184,1,ADS,ADS8,15,3.093,3.093,noerror,NA,NA
babylab-potsdam,b7184,1,IDS,IDS8,16,7.226,8.595,noerror,NA,NA
babylab-potsdam,b7184,2,training,train2,-2,13.31,17.328,noerror,NA,NA
babylab-potsdam,b7184,2,training,train1,-1,3.715,3.715,noerror,NA,NA
babylab-potsdam,b7184,2,ADS,ADS5,1,10.611,15.787,noerror,NA,NA
babylab-potsdam,b7184,2,IDS,IDS5,2,3.599,3.599,noerror,NA,NA
babylab-potsdam,b7184,2,IDS,IDS7,3,3.271,3.271,noerror,NA,NA
babylab-potsdam,b7184,2,ADS,ADS7,4,3.701,4.701,noerror,NA,NA
babylab-potsdam,b7184,2,IDS,IDS1,5,7.029,8.717,noerror,NA,NA
babylab-potsdam,b7184,2,ADS,ADS1,6,3.658,5.561,noerror,NA,NA
babylab-potsdam,b7184,2,IDS,IDS3,7,4.877,6.588,noerror,NA,NA
babylab-potsdam,b7184,2,ADS,ADS3,8,7.556,12.521,noerror,NA,NA
babylab-potsdam,b7184,2,IDS,IDS2,9,3.63,5.381,noerror,NA,NA
babylab-potsdam,b7184,2,ADS,ADS2,10,3.98,4.342,noerror,NA,NA
babylab-potsdam,b7184,2,ADS,ADS4,11,1.617,1.617,noerror,NA,NA
babylab-potsdam,b7184,2,IDS,IDS4,12,2.692,2.692,noerror,NA,NA
babylab-potsdam,b7184,2,ADS,ADS6,13,2.315,2.315,noerror,NA,NA
babylab-potsdam,b7184,2,IDS,IDS6,14,2.22,2.22,noerror,NA,NA
babylab-potsdam,b7184,2,ADS,ADS8,15,2.785,2.785,noerror,NA,NA
babylab-potsdam,b7184,2,IDS,IDS8,16,2.407,2.407,noerror,NA,NA
babylab-potsdam,b7185,1,training,train2,-2,18,18,noerror,NA,NA
babylab-potsdam,b7185,1,training,train1,-1,10.408,13.703,noerror,NA,NA
babylab-potsdam,b7185,1,ADS,ADS5,1,13.308,14.467,noerror,NA,NA
babylab-potsdam,b7185,1,IDS,IDS5,2,10.606,12.61,noerror,NA,NA
babylab-potsdam,b7185,1,IDS,IDS7,3,11.357,14.072,noerror,NA,NA
babylab-potsdam,b7185,1,ADS,ADS7,4,3.043,3.043,noerror,NA,NA
babylab-potsdam,b7185,1,IDS,IDS1,5,5.957,5.957,noerror,NA,NA
babylab-potsdam,b7185,1,ADS,ADS1,6,4.735,4.735,noerror,NA,NA
babylab-potsdam,b7185,1,IDS,IDS3,7,4.808,4.808,noerror,NA,NA
babylab-potsdam,b7185,1,ADS,ADS3,8,8.15,10.219,noerror,NA,NA
babylab-potsdam,b7185,1,IDS,IDS2,9,6.127,6.534,noerror,NA,NA
babylab-potsdam,b7185,1,ADS,ADS2,10,2.483,2.483,noerror,NA,NA
babylab-potsdam,b7185,1,ADS,ADS4,11,9.082,11.481,noerror,NA,offline correction - experimenter error - subtraction of 501 ms based on logsheet and video- child was not looking
babylab-potsdam,b7185,1,IDS,IDS4,12,4.993,4.993,noerror,NA,NA
babylab-potsdam,b7185,1,ADS,ADS6,13,2.567,3.139,noerror,NA,NA
babylab-potsdam,b7185,1,IDS,IDS6,14,2.003,2.003,noerror,NA,NA
babylab-potsdam,b7185,1,ADS,ADS8,15,1.454,2.428,noerror,NA,offline correction - experimenter error - subtraction of 974 ms based on logsheet and video- child was not looking at the beginning of the trial
babylab-potsdam,b7185,1,IDS,IDS8,16,3.405,3.405,noerror,NA,NA
babylab-potsdam,b7185,2,training,train2,-2,6.058,7.508,noerror,NA,NA
babylab-potsdam,b7185,2,training,train1,-1,7.424,8.597,noerror,NA,NA
babylab-potsdam,b7185,2,ADS,ADS5,1,3.943,3.943,noerror,NA,NA
babylab-potsdam,b7185,2,IDS,IDS5,2,4.823,7.427,noerror,NA,NA
babylab-potsdam,b7185,2,IDS,IDS7,3,1.941,1.941,noerror,NA,NA
babylab-potsdam,b7185,2,ADS,ADS7,4,3.688,6.57,noerror,NA,offline correction - experimenter error - subtraction of 367 ms based on logsheet and video- child was not looking at the beginning of the trial
babylab-potsdam,b7185,2,IDS,IDS1,5,4.894,4.894,noerror,NA,NA
babylab-potsdam,b7185,2,ADS,ADS1,6,1.333,1.333,noerror,NA,NA
babylab-potsdam,b7185,2,IDS,IDS3,7,8.414,10.217,noerror,NA,NA
babylab-potsdam,b7185,2,ADS,ADS3,8,8.258,10.206,noerror,NA,NA
babylab-potsdam,b7185,2,IDS,IDS2,9,5.077,6.365,noerror,NA,NA
babylab-potsdam,b7185,2,ADS,ADS2,10,5.025,5.025,noerror,NA,NA
babylab-potsdam,b7185,2,ADS,ADS4,11,3.261,4.486,noerror,NA,NA
babylab-potsdam,b7185,2,IDS,IDS4,12,2.652,2.652,noerror,NA,NA
babylab-potsdam,b7185,2,ADS,ADS6,13,6.987,8.258,noerror,NA,NA
babylab-potsdam,b7185,2,IDS,IDS6,14,7.865,7.865,noerror,NA,NA
babylab-potsdam,b7185,2,ADS,ADS8,15,1.291,1.291,noerror,NA,NA
babylab-potsdam,b7185,2,IDS,IDS8,16,0.761,0.761,noerror,NA,NA
